arm,dataset,n,weighting,rule,bandwidth,h_over_sd,loo,model_sd_over_data_sd,mass_below,w1
empirical,AluminiumExtrusions,36,Uniform,silverman_floored,0.18460293075219283,0.22575235159317014,-0.7694518755134628,1.0187440589975898,0.01672586450378398,0.09213262856284368
empirical,AluminiumExtrusions,36,Uniform,cv,0.1848479982742916,0.22605204656110742,-0.7694647164320113,1.0187977923464262,0.016762839405826218,0.09214795756525807
empirical,AluminiumExtrusions,36,Variable,scott,0.49625579475014875,0.5773288220344819,-0.8687313821106266,1.0971074316219342,0.09515860179065856,0.18108476056102923
empirical,AluminiumExtrusions,36,Variable,silverman,0.2571576573769166,0.29916935778112175,-0.8068699254654963,1.0308725807982841,0.03308298578396667,0.08256386125923207
empirical,AluminiumExtrusions,36,Variable,silverman_floored,0.2571576573769166,0.29916935778112175,-0.8068699254654963,1.0308725807982841,0.03308298578396667,0.08256386125923207
empirical,AluminiumExtrusions,36,Variable,cv,0.1676000892835579,0.19498082066259131,-0.7988052039363818,1.0133100388875722,0.017490083671534783,0.059463047816181
empirical,AluminiumSheetGoods,26,Uniform,scott,0.4598162157506317,0.5524731746269678,-1.0610839646272991,1.0532097870424013,0.12139725091015367,0.27311025660947386
empirical,AluminiumSheetGoods,26,Uniform,silverman,0.37739541410717414,0.45344386600433456,-1.0661809698739402,1.0384558350204094,0.09634663465042136,0.23100854005984806
empirical,AluminiumSheetGoods,26,Uniform,silverman_floored,0.37739541410717414,0.45344386600433456,-1.0661809698739402,1.0384558350204094,0.09634663465042136,0.23100854005984806
empirical,AluminiumSheetGoods,26,Uniform,cv,0.09288895785551123,0.11160688917951542,-0.7901988286624552,1.004475815647541,0.006538603582288054,0.10519099324061482
empirical,AluminiumSheetGoods,26,Variable,scott,0.4708908430933986,0.6181798272438637,-1.0296224226422435,1.0727146458519101,0.12881771221301266,0.2084815713401148
