dataset,n,kde_scott_Uniform,h_over_sd_scott_Uniform,mass_below_scott_Uniform,kde_silverman_Uniform,h_over_sd_silverman_Uniform,mass_below_silverman_Uniform,lognormal_Uniform,kde_scott_Variable,h_over_sd_scott_Variable,mass_below_scott_Variable,kde_silverman_Variable,h_over_sd_silverman_Variable,mass_below_silverman_Variable,lognormal_Variable
CMU [4000-4999 psi],18,0.18320170441010364,0.5946362270864858,2.709435296994733e-05,0.18266744918674307,0.4495826393880295,3.312119193230553e-07,0.1937587760809739,0.07970759094368303,0.6842182429791221,0.001808342428689103,0.06945222718704025,0.580940017623783,0.0005952348699234121,0.0861956375987431
CMU [5000-5999 psi],8,0.06017572089167608,0.699339192709634,1.2783111080576046e-25,0.043721636748400995,0.33059425966896855,2.1159036224401153e-104,0.04653655240745246,0.037274477023831895,0.8014039421070097,4.649105777706113e-32,0.016530087777097635,0.2794993058961498,7.650675979646079e-242,0.03036483750533457
CMU [<3000 psi],274,0.04851349675833913,0.3449496850043535,2.2526143153737895e-05,0.03938381638888737,0.2572873260557377,7.784675843867337e-07,0.04116516601734409,0.03127203433905391,0.39960085330635936,2.772460097607928e-05,0.02059666431109758,0.30382775599118234,1.6279461509863297e-06,0.03221851295698297
CMU [>=6000 psi],8,0.1167938068341898,0.699339192709634,1.8431012245741236e-05,0.10878076388574842,0.5937785598478024,1.116109426540377e-06,0.08908041772602046,0.07792868571710398,0.8325032861696148,2.2957138332196793e-06,0.06673733280026624,0.6601865064490102,1.4377646303284259e-08,0.06482343969746326
CMU [strength not stated],39,0.08158890131868768,0.5094398852049531,4.576518907150783e-08,0.07390302168492037,0.38387077194927005,9.068614250099406e-12,0.06835947207071258,0.044875842157041664,0.5817573679761874,1.5352679861468763e-08,0.03806254417138709,0.49394493507412124,1.6287997191690042e-10,0.03852836558066905
CableTrays,59,0.4218473544903005,0.46895963485024705,0.20580269750219482,0.25915318862787917,0.2184788624057209,0.14095394452819213,0.2037849108871594,0.39401362920740757,0.5405489134378288,0.21473457156828893,0.24017340637219736,0.2841286632978101,0.15963288185861185,0.19404902575100635
Carpet,1989,0.015612242129451242,0.23204857652801542,0.00030385166910170243,0.013469069488711276,0.19702237629737157,0.0001795670001443882,0.043780109299197914,0.017672542159392377,0.2664452775154208,0.0005341212551537843,0.014036199997452165,0.22622712241875348,0.000335448194368548,0.04348458337406332
CastDecksAndUnderlayment,255,0.025925303477750197,0.3499434178309631,1.9812637778900817e-08,0.022538459906183965,0.2971217698564781,1.6658548860902902e-10,0.029030718279149145,0.0250120887060904,0.3978929584707984,1.6096334098884844e-07,0.020488791911603584,0.33783364398464016,2.777980823707495e-09,0.0259860054391326
Cement,1084,0.018899173910060955,0.2619992263007579,0.0008562154778709165,0.016353583897135395,0.19170247068144936,0.00020962854829787445,0.041116482933051444,0.01980702482975925,0.3032009409487313,0.0019350346653477506,0.012183242446935241,0.21334306062789507,0.0004457103515567731,0.046389684547561254
CementBoard,21,0.118008980587572,0.5765832294622115,0.022272825413927905,0.07902549983229668,0.3326994490856364,0.005222523791875365,0.08802569492734642,0.10075157378836191,0.6282151602431433,0.02083940872189318,0.06744024898635302,0.39159614379806545,0.0060859428123800985,0.08792673443779837
CementGrout,3764,0.011431736449883342,0.20425652655046692,1.3620563942019558e-06,0.007666460820901324,0.1350514977213867,1.3050959110980289e-09,0.03468468189346886,0.013694761583096973,0.2352987875433361,9.124664214994368e-06,0.0068686111492096726,0.15426183358369427,4.622196357837158e-08,0.03567638319215124
CementitiousSheathingBoard,51,0.18276747194271964,0.4828273134144954,0.1380164697788974,0.15805918047673612,0.4099477189368356,0.12476351017289945,0.16873909873383738,0.18692407537909345,0.5684519745112897,0.11698868076686868,0.13834279577153852,0.42390473331206086,0.09062138298316548,0.11831322213932227
Chairs,86,1.332875044856526,0.4349167910528503,0.34570505828219117,0.8475628415509217,0.13523067821229515,0.2913271270470141,0.5923958774020528,0.861559449388288,0.49144587171107396,0.35562939294052065,0.5455642074598317,0.20987592606235492,0.32443608386734507,0.45912929572445255
