arm,dataset,n,weighting,family,mass_below_zero,w1_untruncated,w1_truncated,w1_stage1
empirical,BoardInsulation [type not stated],131,Uniform,normal,0.11979959348105951,0.30643628094010794,0.32816392578650316,0.3268569102081422
empirical,BoardInsulation [type not stated],131,Uniform,kde,0.08425321603303877,0.191599639317395,0.2201694934614631,
empirical,BoardInsulation [type not stated],131,Variable,normal,0.11517835433659562,0.24870658174975993,0.25503480372105425,0.2538937462940787
empirical,BoardInsulation [type not stated],131,Variable,kde,0.0872772235216078,0.10475065563001212,0.12057389812492954,
empirical,Brick,215,Uniform,normal,0.24875800406965876,0.8718300219454135,0.8779401525260859,0.872883871615844
empirical,Brick,215,Uniform,kde,0.13447812187460267,0.2831231412881007,0.3013005628596967,
empirical,Brick,215,Variable,normal,0.248280687267465,0.7703079274252582,0.7553412485350726,0.7507428374206743
empirical,Brick,215,Variable,kde,0.15005691367564183,0.243235540432802,0.23486665107262777,
empirical,CMU [3000-3999 psi],137,Uniform,normal,0.00021006683116012203,0.062204607085100415,0.06207653769451164,0.06209070135997041
empirical,CMU [3000-3999 psi],137,Uniform,kde,7.137642246491357e-07,0.043285103475121794,0.04328459192514489,
empirical,CMU [3000-3999 psi],137,Variable,normal,0.0005714095464795506,0.06095396382348952,0.06056118546114456,0.06058843569037599
