arm,dataset,n,"KDE-scott, Uniform","KDE-silverman, Uniform","Logn3p, Uniform","Logn2p, Uniform","Gamma, Uniform","Normal, Uniform","KDE-scott, Variable","KDE-silverman, Variable","Logn3p, Variable","Logn2p, Variable","Gamma, Variable","Normal, Variable"
synthetic,dataset2250,5,0.2480641841736656,0.23901906769224754,0.2251882960332685,0.21508698643444354,0.21606367101896257,0.22524457164730907,0.10513954245988424,0.06328018980097964,0.07890312408171195,0.080313634662649,0.08454150340881136,0.09813611282285083
synthetic,dataset2252,4,0.4231826967271205,0.4028593245239071,0.3371375884708097,0.38209289737039503,0.3293240774968913,0.3372127619316051,0.1589261800995104,0.13553643554413353,0.1360578973991669,0.15669591523374812,0.13962959270395922,0.13655739091201627
synthetic,dataset226,3,0.44929500717222304,0.42400726265021554,0.45186921127828206,0.8176809672763775,0.6733761938243725,0.4515519216859028,0.199658661946304,0.17095769569997768,0.22908390183184157,0.48826569957842414,0.36064719632652803,0.2287144168369709
synthetic,dataset2267,5,0.37862261937871466,0.20494359285871605,0.2784172227739692,0.3149244129868404,0.33883499052715876,0.41016318220168946,0.36683390952025635,0.013188902112708959,0.23670424225625383,0.27968381256730707,0.3042256826564902,0.37192963341527185
synthetic,dataset2268,7,0.3347952173054778,0.3191482722194961,0.3147481689798862,0.7921994605124204,0.5687870904553692,0.31449006644358707,0.2289494643314778,0.009719730572205251,0.22605761611625275,0.7504305679514792,0.46881691099435435,0.22575694207251737
synthetic,dataset2271,6,0.7238466062450267,0.7317980044229899,1.0861006451223665,1.0939438623726023,0.9682155262740373,0.7580196458092783,0.24191185771004592,0.12829693722030627,0.23141189554896907,0.4931414240236095,0.3592763065450972,0.23110073735899095
synthetic,dataset2279,6,0.1605000144788364,0.15565531381933506,0.16184554080951205,0.22474756088103826,0.17713678370127672,0.16185000310920472,0.161238792559259,0.14902155929630517,0.14812860632876976,0.26712006546476275,0.20003145224135818,0.14807746224853557
synthetic,dataset2284,3,0.07446106217351561,0.061767202031775555,0.05011140098837575,0.057804789927740644,0.058361202974174076,0.05955325992599511,0.011575082167579636,0.007531599337617439,0.00744598552570629,0.010814450312095741,0.011009563476051185,0.011411858191839923
synthetic,dataset2288,3,0.4069583902822306,0.24318078208533572,0.3686342645092074,0.3588638121658633,0.31746320564289554,0.38001859445804953,0.3931506289926133,0.2239623856544551,0.36312464492702134,0.353314220756431,0.3161477612953668,0.37728139493288404
synthetic,dataset23,8,0.2971490921725132,0.279176991395182,0.29510678404243734,0.6244493121847519,0.47029122087107916,0.29484602734750087,0.09667341235266161,0.04262960802459538,0.10095991732626394,0.2620219958269734,0.1816212003238281,0.1007108486610454
synthetic,dataset230,3,0.2779794586648265,0.24623708807514316,0.2679346342733001,0.5336545757333,0.40333058052117704,0.2677579573052087,0.26985211700997386,0.23996605283607897,0.2616666070727077,0.5184089042747052,0.3825932757321794,0.2614957248991363
synthetic,dataset2308,6,0.4519723241944934,0.4443146235388444,0.42585887294352676,0.4488038976241965,0.42073796945464015,0.3837352970189134,0.09480073950605805,0.07123848130159106,0.08663876431372863,0.09305877865974671,0.09022944030647884,0.0866164604942895
synthetic,dataset234,9,0.40164753531625047,0.2505777801655117,0.2286450925298801,0.25114277508804944,0.23004706005646983,0.3637512339546288,0.14978189479144594,0.10266746364610174,0.10390193119564108,0.10322687777948389,0.11199752754851475,0.17364527876568392
synthetic,dataset2343,4,0.13418541098930764,0.1257862872691983,0.1603274153419235,0.10018853518261796,0.09757773474512553,0.09430738536828817,0.06854564684874823,0.061070846180269395,0.05746520141897746,0.06082212887765816,0.059531261804122326,0.057439135286327415
synthetic,dataset2359,3,0.28323686077108384,0.26589459953237315,0.2429924696221189,0.29783646983961826,0.2757704993662604,0.24285734495258124,0.14320675180821626,0.02545026238395014,0.1456212591051296,0.19536773421848005,0.17513715283507464,0.14544719694613656
synthetic,dataset2363,8,0.5843588638718863,0.5590506280957107,0.49285782163173075,0.4573421394099402,0.4067729359103671,0.49299597055901384,0.33372041306779276,0.29016655224661614,0.2624700654913217,0.26248403197204373,0.24687173773047985,0.3258070133736143
synthetic,dataset2375,3,0.1576418468313704,0.14012884374541595,0.14141995016650083,0.1684590000704594,0.15624658549009168,0.14135213426960164,0.1533614089654155,0.13618199031188788,0.13826803818932898,0.16395392764012384,0.15245935379995015,0.13820134851600538
synthetic,dataset2376,8,0.10773049929925507,0.10444065223462556,0.09538204409331683,0.09198022138275098,0.09259476013778517,0.09541179407213424,0.07667507244378488,0.06789817620818853,0.06473955962203352,0.06463095120884033,0.0658307790782163,0.06989983939704264
synthetic,dataset2398,3,0.38520069834279114,0.3486747612608726,0.3515408593026512,0.7928625224647011,0.6010223709344337,0.35132481435658225,0.3501356576976482,0.31784775523203823,0.32959738633374625,0.7759344785028007,0.549179662016836,0.3293823112837402
synthetic,dataset2406,5,0.5170627785270856,0.5069338371537511,0.46368431741127947,0.4961704467034828,0.45396165932569643,0.46372107160148446,0.21744277093159936,0.1601640779833012,0.18968559402583546,0.18103346414985297,0.17280849847664473,0.18901992770099857
synthetic,dataset2411,9,0.6404929469017381,0.5357745768836488,0.4970538481893214,0.49347451391603464,0.5203377874039316,0.6422201382972257,0.13540786802169258,0.12428781321062797,0.1190679572731421,0.11317379248151722,0.11441795307086043,0.12386441250743116
synthetic,dataset242,3,0.42891525267092595,0.41459330400884187,0.36673778287108727,0.3663945470199126,0.35410499567765563,0.3667803965333125,0.20672253164973853,0.019320720479016295,0.15504342087977296,0.17045592052369463,0.17732058187479918,0.20042274711459163
synthetic,dataset2431,7,0.2536539171610149,0.2339638836627053,0.1840062124102751,0.48097401588631544,0.27312499283102837,0.18407779070771582,0.18659468234295248,0.16999264675097386,0.15632680261050722,0.3354101232993685,0.1971587910163837,0.1544048643562052
synthetic,dataset2434,6,0.17282138497903793,0.16150017628372965,0.1903665397555851,0.16988173062324907,0.16942597110551466,0.18791865580367423,0.1805753926540614,0.15322066140014895,0.1902749894388126,0.1660352578400453,0.16354489347066134,0.18170590344240747
synthetic,dataset2436,6,0.22807038534309307,0.2203237020345506,0.19637872632870307,0.28288415235402387,0.2445231756385217,0.1962422370241824,0.17641986639148827,0.16125933616015903,0.15404742723095355,0.19846045648952618,0.1756850749299975,0.15398093589338052
synthetic,dataset244,6,0.15439257727438183,0.14037097902373538,0.1361181054340986,0.10674273199512621,0.10675248646425313,0.1288091038610461,0.12110753726598283,0.10454996036829917,0.1237330334676649,0.10184700070092813,0.10127121740021203,0.11610612759656413
synthetic,dataset2448,6,0.8405147482830312,0.6612283785117099,0.5015935150818606,0.5015369805690562,0.5259596069134774,0.7550034732891908,0.14733600919574474,0.10830827874904866,0.13608483972428917,0.1185657581609324,0.11701425697258752,0.1400494713609924
synthetic,dataset2453,7,0.13719842420298436,0.12890111366679124,0.13082600664206795,0.13555428082838367,0.12544180939598285,0.11627967537962927,0.10063973758262174,0.08723904494319501,0.08490126400331341,0.10177359864353407,0.09297151758646965,0.08487029595684484
synthetic,dataset247,4,0.03383881492106331,0.02504859484906442,0.022046160510542655,0.030727346155286855,0.031028704376171962,0.031660118553710495,0.027462887634469663,0.0030693392153436413,0.0154047461343035,0.024961663840919388,0.025291809366672552,0.025983719519997187
synthetic,dataset2470,5,0.31823734984737223,0.23161376334822886,0.17837138460651727,0.17833496138494903,0.19697108336348967,0.2503515609882399,0.09224005415272765,0.061518088660467984,0.07737617826659188,0.0754943865525125,0.07641330129383855,0.08401461440191238
synthetic,dataset2476,3,0.014877551660466858,0.01387129339687959,0.013383322697964366,0.013500235607715051,0.013457819364964322,0.01337792328124308,0.011410173184521543,0.01007591337547109,0.01042624637156403,0.010583417763870975,0.010527588458218776,0.010418880555168035
synthetic,dataset2499,5,0.01850179830479968,0.01697383055433825,0.01592930897481325,0.01773399789476933,0.01779748313467923,0.017929692491588163,0.01620113405940473,0.009132420845438317,0.012097028869328045,0.015650637104555554,0.01573321846588341,0.015904165991462493
synthetic,dataset2500,10,0.03490689852807982,0.032208982965467904,0.03046069495103576,0.028984748220046753,0.028623826816959276,0.0281871348865447,0.029957061019390458,0.02013796282975611,0.02336748580868294,0.024074096295124317,0.023755758347842368,0.02336243095690522
synthetic,dataset2501,48,0.027837677435209693,0.02811428654314233,0.030294551618762093,0.029632262932971457,0.030113907926220762,0.031124473060200712,0.025726544056264917,0.021195082835159435,0.026687009908269485,0.02863429093968879,0.029317609267141574,0.03113431004957462
synthetic,dataset2503,67,0.07699669799895059,0.07035432132082094,0.08380291287286233,0.35603514751085197,0.20760097998092014,0.08364441542614076,0.06195708750822762,0.05062402618906981,0.07512825158375405,0.26676047154924043,0.16059147658656187,0.07502064817128647
synthetic,dataset2506,87,0.11111984331894453,0.08973033871777526,0.07320082737736516,0.11079109217355672,0.08711045250311968,0.2239153113014085,0.09435836126577266,0.05044236985365657,0.06997214477337449,0.11447195593451273,0.0826705384857921,0.22103862366475618
synthetic,dataset2509,43,0.24378012294387832,0.27130678141933584,0.31824639790756515,0.31944393649360525,0.29870582510332666,0.2730428367782309,0.25547707895501504,0.22350763782105856,0.2685304787168134,0.2863214633778805,0.19381522622428213,0.2753275702965955
synthetic,dataset253,4,0.1988840770054432,0.18111890291263386,0.2007882769788914,0.5228601095675853,0.3780603555382113,0.20056369439389546,0.1574748175954569,0.14316614749325407,0.1559302899904778,0.3696435768523726,0.24852115120790308,0.1557965445841999
synthetic,dataset2530,41,0.08540713514922818,0.08100603538280315,0.07124009896119698,0.07284118033452483,0.07148757846067305,0.07294531716176636,0.05091556483978667,0.030881909373575673,0.04783169986234669,0.04863048909464152,0.05057301275683865,0.05614119768135568
synthetic,dataset2535,38,0.4483507578944761,0.46148677280849115,0.48368371683038586,0.5029898691325201,0.44154404078550163,0.5726009313278644,0.547804232748897,0.4701505463114475,0.45373120572240544,0.6210985824461814,0.3857429502186523,0.6113551499855996
synthetic,dataset2543,17,0.1312424013923122,0.10229546193681216,0.10677864845207691,0.09776883370450266,0.10384992595484882,0.12728948261749123,0.07328446477006843,0.030171008580868217,0.07346695467164044,0.07353615621041609,0.0764142226587812,0.09011232101572722
synthetic,dataset2550,34,0.17099875576839763,0.15612588932562388,0.149978270570646,0.19549614670196,0.11951765162848031,0.24133460351765595,0.1858759571389728,0.15922058610627216,0.11931366287367454,0.2884053001886555,0.10593876780799578,0.22182140802797445
synthetic,dataset256,8,0.2804514027449877,0.28773241057987453,0.3117539569564359,0.33941182858263214,0.30017898542181365,0.25087405394742923,0.21264803528474047,0.19004702832390707,0.20821588245293793,0.35373305777446656,0.2759407288038204,0.20809072084278618
synthetic,dataset2569,98,0.06305897588258891,0.050008507864729095,0.0693281023638179,0.07130577249695737,0.07000514764298665,0.07068439284704053,0.02551249141983436,0.007051445665443137,0.041236118931982216,0.04192212155161361,0.041529015881508084,0.041823398420064696
synthetic,dataset257,3,0.16756103641461315,0.15936140385409203,0.15190419258931911,0.14961420372181278,0.14796148867200834,0.15193190002784923,0.15213894233271985,0.13681122300114185,0.16061801860213498,0.13639486222439826,0.13520843457375784,0.139973651339377
synthetic,dataset2576,49,0.04715880352167005,0.046086976386518666,0.045472207999266136,0.045374097090792924,0.046322564553270676,0.04925560835328638,0.02451585040325782,0.019036547861120766,0.019730625988989607,0.01965142356196039,0.018903732666862294,0.019301911145483245
synthetic,dataset2577,72,0.1492135285281249,0.08637668543509876,0.13075599881459984,0.20621853315310615,0.1555001884664926,0.23096301113551837,0.11212011852484224,0.044356710427323975,0.11206311993910488,0.14356436538085565,0.12450970856163848,0.18144478527988395
synthetic,dataset2578,13,0.1960180899049418,0.16400172332159707,0.1299062038524569,0.1347863269369974,0.13527923284394308,0.196659112235827,0.12497280945213243,0.10749119865056407,0.08639708873108705,0.08645960037838543,0.09238225692591724,0.12798936927596033
synthetic,dataset2579,84,0.4350313174847136,0.5291698135187949,0.5834943017089844,0.5858605716709065,0.5551218861424291,0.552835983021953,0.4692197630973131,0.2664328008908362,0.34668459095773546,0.33045213259757467,0.3162133622695636,0.6459818422432374
synthetic,dataset2580,10,0.6878952270817533,0.5958809402997732,0.5292419766776326,0.6872759826842884,0.5358831129799458,0.640785991012971,0.18903791695524425,0.05807598471006652,0.17246364047265175,0.2342970992618308,0.19337024026907054,0.21504085382197863
synthetic,dataset2585,27,0.35213106453991494,0.356172666149566,0.47943107343857766,0.4250523582387167,0.3948543428418458,0.34522287161714604,0.18343613484544902,0.16189979706881602,0.22873743868682705,0.3416365637496916,0.2807591807471451,0.22861389550272232
synthetic,dataset2587,14,0.1926448134884023,0.19381741924648982,0.224522042377829,0.22435152244842763,0.2265728313478665,0.2408873236087934,0.1869341676971109,0.16512211258563686,0.23398747828346,0.19586318898053104,0.1857771301565767,0.2100152040125597
synthetic,dataset2602,28,0.9257532366400667,0.2707787198827898,0.8344920894583802,0.6245189866670078,0.849938618710339,2.007890184730589,1.6568607513551539,0.12741718911969144,0.9136801745633231,0.5889703674889372,0.9064364889293074,2.3320882499387103
synthetic,dataset2604,10,0.2599321479051894,0.2103601786001283,0.18462925825327772,0.1915100348176597,0.20407978019924433,0.24812217629381417,0.20504202062210838,0.07108488561490728,0.1433587149621393,0.16712708898162948,0.180243524531227,0.21736837148013385
synthetic,dataset2606,41,0.07246602348930306,0.050293873584556635,0.0541037224920751,0.05368103969154698,0.057966643699737225,0.07636133452655228,0.053514995557832956,0.0273080624111839,0.04494787789905606,0.045330093732997005,0.047285807886537974,0.05607039653235606
synthetic,dataset2613,59,0.33115985989735874,0.342110171354877,0.3626430337455474,0.363207821617441,0.3508768637364921,0.32899349871867745,0.27212683116608666,0.0799001651024125,0.23681669656156965,0.23677602343492635,0.30146899048203396,0.5195232935076022
synthetic,dataset2620,75,0.12488128755434194,0.08532625023455441,0.10357905968838695,0.1026879364990212,0.1150523510138865,0.1657944922995272,0.07488685632212919,0.02465712530917117,0.0821807206176481,0.08235299675473935,0.09132115557391395,0.1322308037322829
synthetic,dataset2639,15,0.27332732413591987,0.28709273044353945,0.476880711561889,0.5021831613199296,0.42523010030188035,0.2737193405098486,0.2825183811713687,0.23421832058101805,0.21237421706420254,0.21078982218114778,0.22334530757160828,0.29218175797952417
synthetic,dataset265,3,0.38657965177303877,0.26475538645116503,0.2507873868096977,0.26180309452310485,0.273754711300524,0.335413435066905,0.24835873276962805,0.0714653514592033,0.1889587602404414,0.20167313413780966,0.21477509825646032,0.26520207209690233
synthetic,dataset2652,65,0.29432695905461026,0.301994876112758,0.31089196175537526,0.31028560437439046,0.3013855785880533,0.2528163440738832,0.14566430827196045,0.0822326922741694,0.10937535712162268,0.10926473756630059,0.12398090990871968,0.20442808385868377
synthetic,dataset2662,24,0.3702386504793357,0.3509534598666927,0.31242964717762567,0.3260492728674014,0.3105255152544287,0.3998621765035498,0.13284833333046484,0.09131457688704855,0.09665417480018494,0.09732127933182906,0.11031779189263353,0.18725994190287978
synthetic,dataset2663,17,0.037095118128776805,0.03363283431932047,0.040107754791930725,0.040648599808459134,0.04031522763684599,0.040105938534557815,0.04152468246666888,0.037752500134118475,0.03821932626258208,0.039696850743718745,0.038894013478342926,0.03821504147665984
synthetic,dataset2670,41,0.008307341262489294,0.006542007924317718,0.00853415880359348,0.008686845195393662,0.008809621209504997,0.009105606982913765,0.007541737775698399,0.00594376542706425,0.007278099009085314,0.008200150442021718,0.008352034543553892,0.00869719944671625
synthetic,dataset2685,54,0.06797137633913897,0.05737166589031503,0.06035933430363965,0.06703422459552241,0.059339167786823785,0.06184747920175926,0.05844706414850956,0.032200030246361075,0.04688194190623537,0.05291631967266904,0.047436363118312334,0.05996445717308592
synthetic,dataset2686,17,0.05220394239751685,0.051844945471108614,0.05675797664030422,0.05522316297722679,0.05574023711212185,0.05709376860548861,0.044092802316853155,0.038060484898750496,0.05796076734696981,0.04227896868887998,0.04307977939776005,0.04548674463183862
synthetic,dataset2702,24,0.1041259219775909,0.09716902433563873,0.12243448243042099,0.29317351736271224,0.15328664328195254,0.12230463631074615,0.12530888355815636,0.09645672759278547,0.11217233920633318,0.22672693647226624,0.11616230534431554,0.14473696231824826
synthetic,dataset272,3,0.23159716017244464,0.2148611519567725,0.17962266671480687,0.2145116400931848,0.20069675462892517,0.17951796255397118,0.11900676696941023,0.10264046090457668,0.11394863302872366,0.13993854016343618,0.12983088949953697,0.11382065820615525
synthetic,dataset273,6,0.7016653475534166,0.3961838696832701,0.4705075996498001,0.5994356656048049,0.4810698135868661,0.7234310886442661,0.7066198642898063,0.09749442390117544,0.44768226515674187,0.46545912403919737,0.45089809699990113,0.7098397292895817
synthetic,dataset2734,18,0.4194586462861856,0.41120915387681556,0.501904907266395,0.5028026728176613,0.5203149057374619,0.573354564830046,0.5319276437934917,0.027015075013917596,0.45826098413773547,0.44973911962857344,0.5089896456363586,0.7073180464491065
synthetic,dataset2749,10,0.2024621261240804,0.19237182222271343,0.18366014803164038,0.2047415662389041,0.18815636154308213,0.18366920606188575,0.10865803917271741,0.0971203731504946,0.08353851570116738,0.09278267156005945,0.08460466918828434,0.0858161246786541
synthetic,dataset2754,76,0.2999204579972588,0.28867665610037196,0.28332039371802487,0.3267783503221908,0.27357419079206213,0.30233468534194263,0.09938671277375127,0.08265152916149732,0.0640032169322146,0.11582346295472486,0.059592963139943354,0.10284487034353522
synthetic,dataset2760,44,0.3727454948056073,0.2549093499832895,0.33858772103852036,0.27780634202906196,0.36921396281794333,0.7284787006022656,0.44614937305641034,0.05504971093712871,0.30580358445532685,0.24496328329042943,0.34215546568446703,0.8354719713848419
synthetic,dataset277,5,0.19532550317804098,0.18620566938524044,0.14085128190139296,0.23287035258318012,0.18631873743227137,0.14076218928009385,0.10683023749478068,0.09599508372080345,0.09261235419252443,0.09897322057831623,0.09404960479232341,0.09262510514021322
synthetic,dataset2774,56,0.17365400749291177,0.17479065487750767,0.21947945848897665,0.24018590234895856,0.21899329707440832,0.24470618315649595,0.18813523664834175,0.11027865152708945,0.19623427709036287,0.2237067044314934,0.19199904705893542,0.24940049369015987
synthetic,dataset2784,16,0.5756881144968987,0.586602525518596,0.6070710733935497,0.6749739414699208,0.6339972757714746,0.5768986734213712,0.2730333706305036,0.24341173502407037,0.24387083134825188,0.47379478884943044,0.3356880775841843,0.24374172019983228
synthetic,dataset2797,22,0.1580330094649033,0.12597669177269188,0.18289179413373027,0.19124184342551606,0.17254359241033382,0.2223621231046477,0.18841652686807941,0.1585728081296518,0.18390209751804146,0.19111166386703388,0.17287943493403504,0.23188760695300217
synthetic,dataset2817,39,0.05808343890177453,0.05510539996690442,0.056603342437781146,0.06365715865636906,0.06106040237545324,0.05655561414886001,0.024180343082287257,0.014704912801770869,0.031321855648679335,0.03809012550395176,0.03561078351972129,0.03126471774728176
synthetic,dataset2821,47,0.13782534159111962,0.15166205402714591,0.22799183555840685,0.32486634577240825,0.2402393254669669,0.12538853067275813,0.12381707452056542,0.10559244782883787,0.1140997039994008,0.21108810095052158,0.11974508903487598,0.16517673012901363
synthetic,dataset2826,29,0.18958499017351427,0.1450741133820411,0.15195859566721495,0.15090842684443753,0.14962951634766,0.1810302383045027,0.08913411414802058,0.033296824947335685,0.10213033430557872,0.10800778535522179,0.10451928877638549,0.10991509490190046
synthetic,dataset2846,17,0.13678718595902295,0.1320324472712442,0.21744627733515323,0.3785842824342127,0.24371721673006877,0.14627007091390543,0.1656171208726515,0.14751321706193204,0.15252219688980595,0.34508111096201566,0.1995028604781795,0.15269219376993634
synthetic,dataset2849,23,0.3423948151990045,0.3080616217628259,0.26020240820056073,0.314098270944462,0.26776350682881284,0.36727714306248643,0.1642047438036789,0.0849821733254279,0.10868921316838803,0.10337368049134615,0.1290067860535101,0.20816997756160513
synthetic,dataset2869,10,0.15727994700932613,0.15015019362631998,0.15410569342208594,0.148951105795159,0.14700904883640073,0.14465999068939567,0.07794286099693362,0.06839184640829314,0.07322722470519073,0.07827329853799275,0.07589951170085628,0.07320740379783502
synthetic,dataset2872,10,0.2574821655459231,0.25559899627191746,0.315243436627333,0.27938748854136664,0.2727962383526856,0.2682599980395951,0.2106237866426738,0.18989983209017977,0.30699693262856625,0.2299210087278618,0.2140659947957589,0.210371251376325
synthetic,dataset2890,14,0.3220535267247491,0.3467520414877028,0.5010615599498518,0.5205079161814113,0.4576767218527677,0.3791983408588079,0.36332177320630066,0.31246595984427084,0.3539215130820097,0.37868748985274103,0.3111913465023139,0.39476560210791256
synthetic,dataset2892,41,0.14709839320697254,0.11950925381444627,0.10629493542181037,0.10368753817314415,0.11804387221043545,0.18133409002207257,0.110843157048542,0.05353378739481358,0.08662130490159163,0.09004833035359779,0.10503424373484326,0.1495170325966729
synthetic,dataset2898,41,0.13182247007705292,0.07443566264954996,0.12369195071515085,0.2663482716149279,0.1500500161913616,0.2250267390853998,0.12226099334069368,0.05517974794730282,0.11020486099403913,0.1426395968400356,0.12607111909456906,0.22362985229671606
synthetic,dataset2919,51,0.0338138555027474,0.02794112018052663,0.034034498989681354,0.04150915702109358,0.03748354234254374,0.03399356709646444,0.03702348111323296,0.020749507934581995,0.03494964140858754,0.043127942097104584,0.03885147465379445,0.0345758365224421
synthetic,dataset2929,49,0.3467824500534238,0.16098939423150505,0.24559512969143285,0.24298466491386256,0.2983039618131076,0.6338873170495309,0.23558532458062756,0.055372377569358,0.17951280276243686,0.1631770271812168,0.22147542943478526,0.48008572004321826
synthetic,dataset2930,39,0.28554649002526955,0.26712302948720934,0.23428418732870368,0.263771284605147,0.22480830691946574,0.2940670891164688,0.1423117039410851,0.12045350428168378,0.18685006992789455,0.19587769003389985,0.14047556672729936,0.14836090484628484
synthetic,dataset2932,36,0.11102389333467777,0.1503951698858528,0.20017115656065776,0.20801043170890202,0.1801583836283928,0.20986176594878492,0.18107455856400034,0.09872498217095069,0.12389921909465404,0.20838377851954112,0.11764810494841527,0.28491708747362343
synthetic,dataset2933,76,0.1268202270779001,0.11103276724877365,0.1300372668798509,0.12314584457544048,0.155174268400405,0.22701439674742813,0.1223463206119338,0.057267181526829206,0.09558122464494373,0.09807773367553893,0.11609739556250387,0.20795478271654788
synthetic,dataset2936,20,0.4608350365798344,0.4314024032806636,0.3615233898556723,0.48098454774246735,0.34818172797543967,0.43985145935826364,0.1681825623552247,0.15249862006660253,0.15992896481052468,0.25873176879716814,0.17754712889783972,0.15030161261752978
synthetic,dataset2948,90,0.07687944444034289,0.08729925013583356,0.07300967847997118,0.07178581479869828,0.07106472638274845,0.07591163108798558,0.06405200423419058,0.05538098848769824,0.060755568815463845,0.08597745422219057,0.06482994298381041,0.06419054738641738
synthetic,dataset2949,75,0.15552606913896055,0.1527921906575234,0.15446715630906535,0.35867398125255584,0.23209492459581446,0.11406721057455524,0.07979113902942694,0.06806957889565964,0.0840397634699098,0.1898055133412827,0.12587147614487124,0.0839707146149981
synthetic,dataset2958,17,0.4907943339723102,0.44084108918645015,0.4008116422850793,0.7062272354046174,0.4668795262929828,0.4649877334493672,0.2137789878121583,0.043747456633966786,0.17374437757403913,0.18631221510147952,0.18652228240188862,0.23118590213089646
synthetic,dataset296,9,0.49202705827464455,0.46575302441377847,0.3775856735446295,0.5283554689289508,0.3690914994160562,0.43603013063934853,0.2244323714440939,0.20290403009268299,0.1645420524238862,0.40418425091662724,0.21611287509486848,0.17155857726761994
synthetic,dataset2972,13,0.3714706514120855,0.3570586566982984,0.3660976409352925,0.35564537779323824,0.35628357211424516,0.3894453996164805,0.19546554729981824,0.06557163445045386,0.11298555015317631,0.12446503657256762,0.1374425533979698,0.19491131545541213
synthetic,dataset3010,19,0.14032835470240226,0.11387772179116304,0.13481600064242222,0.1391540976210497,0.134922504602311,0.16430829487140564,0.15836015498503053,0.09145198962846804,0.13501544199985901,0.13590898057353107,0.13607636652821525,0.16755061292867407
synthetic,dataset3017,12,0.35492797858817293,0.33727387470976616,0.3064701461667661,0.29118179909117264,0.29790349981342273,0.3420043359564558,0.11477663851123329,0.09541141014419266,0.08431492285581707,0.08994189679992226,0.09718466088281248,0.12183230478730234
synthetic,dataset3019,17,0.015538205596958865,0.014226097785591033,0.013825351356870692,0.01504648836098248,0.01523385550494884,0.015637232679759677,0.015291609398534082,0.013255848940140851,0.010612923253368893,0.012959256132225736,0.013196002073315491,0.0137262953611916
synthetic,dataset3021,55,0.12379821909821205,0.12007164491062988,0.09820609187301423,0.09830609106197108,0.09478610842278318,0.11294289154065416,0.061131885206368766,0.047315056386542376,0.06515075435072884,0.06935294152115551,0.06641638976531933,0.07297559667763348
synthetic,dataset3023,37,0.3325585327294126,0.31655028912228433,0.27332602077507023,0.316913199599697,0.24869924954364017,0.31361181410165895,0.11448539795179563,0.09751048870932083,0.1285606017911652,0.14467164069267566,0.10841936553948686,0.1270477229623706
synthetic,dataset3030,61,0.11694577433060498,0.13205366892279413,0.15343825795332455,0.14700122694173265,0.16520407300949644,0.32439477199428535,0.1895966171674756,0.06864869123670762,0.13135537339661776,0.12473660785751271,0.16337905739621716,0.37363769642125333
synthetic,dataset3034,96,0.01818499842945222,0.017042495190084442,0.016631899718914333,0.0173680051066519,0.01781336575783632,0.01891627086469273,0.00869177652614608,0.0072094520172953066,0.007173545362969121,0.007356484242852859,0.007618791628796099,0.008415406475895088
synthetic,dataset3039,43,0.049621350279594106,0.04509052364723298,0.055387420534286635,0.08160641547477876,0.06562548533230969,0.05406079159012257,0.05484496365746755,0.04790165097514227,0.053200044153100715,0.08833954263170533,0.06882210193292689,0.053175000392420006
synthetic,dataset3051,12,0.19669031345309496,0.18516406511480782,0.3121511028635758,0.4118818530523664,0.2983945301324987,0.2520778071320461,0.27048879161711115,0.23456494449107637,0.28380834528643273,0.3094863454663658,0.24763898519723576,0.2920406859669252
synthetic,dataset3065,27,0.0007651828127675394,0.0006271081938811897,0.0007140748366070192,0.0007129219880105236,0.0007130473994944756,0.0007133072177459747,0.0008773433847879145,0.000584978188502076,0.0006858279979370622,0.0006903461737333605,0.0006905660633141531,0.000691016825554478
synthetic,dataset3066,25,0.058435058942054835,0.04635023332932681,0.06387424975182704,0.06363255625742029,0.06464310512507723,0.06796561498366135,0.05600628507841699,0.014464687267333461,0.06449193846702586,0.0655699654722611,0.06498395137043758,0.0650928151864176
synthetic,dataset3071,92,0.10927899380329158,0.10920903191675813,0.18910494406660563,0.3112166142682005,0.17352044820059837,0.09869099821517534,0.07351060660664616,0.059836025054940505,0.1093725680167112,0.2498768609912899,0.13886321639230823,0.10089870944222915
synthetic,dataset3079,18,0.07688958026706236,0.06421376405374274,0.06447197077631739,0.07059047344518739,0.0680006151877254,0.06444834927040231,0.023603390824824447,0.012386121838812181,0.021284512648628958,0.02316440284983111,0.02246434681678142,0.021262919506481324
synthetic,dataset3086,16,0.09941967505799465,0.08056780918877422,0.09554372344305323,0.09861834424811351,0.0960251514481554,0.0973551995063422,0.11669244318312358,0.026240984575091424,0.09592973215679565,0.09987459465330495,0.09681805854424616,0.09836283938080159
synthetic,dataset31,9,0.256926179666507,0.246217072869938,0.20355911633835583,0.2882326211290456,0.25049990385118764,0.20342887696305423,0.0865855394148264,0.05619670312991938,0.06811973989087353,0.09712466228151807,0.08277919461801264,0.06806309441628298
synthetic,dataset3100,89,0.2243279660701077,0.08278931912197965,0.19400664400088513,0.2039037067994859,0.23656493568070722,0.6034102306099904,0.2270272930827763,0.050082613353178505,0.1756348795052439,0.3066543672097872,0.2300744483532907,0.5684341757151219
synthetic,dataset3114,28,0.10519320444002331,0.10042360574960926,0.08967733550526481,0.31713484270675274,0.19279146490466834,0.08958244490789412,0.07727110956001833,0.06763006882597065,0.07178689590904537,0.11564908472866496,0.08539451766339143,0.07176003461832917
