corpus,empirical_arm,n_datasets,weighted_objective,mean_w1_unweighted,mode_tv,visible_tv,unimodal_empirical,unimodal_synthetic,visible_unimodal_empirical,visible_unimodal_synthetic,worst_metric,worst_w1
2026-09-14d,no ceiling (149),149,0.20751308690458845,0.23261003687312728,0.15127303717907745,0.01278363694471077,0.5570469798657718,0.6917012890167252,0.9530201342281879,0.945989133908597,fit_lognorm_SW,0.38604361502679974
2026-09-14d,with ceiling (149),149,0.214746919205368,0.24061949469446547,0.1579844465750506,0.01278363694471077,0.5503355704697986,0.6917012890167252,0.9530201342281879,0.945989133908597,fit_lognorm_SW,0.384567021320975
