dataset,n,x1.0,x0.75,x0.5,x0.35,x0.25,x0.15,x0.1,x0.05,x0.02,x0.01
Shotcrete [<3000 psi],4,0.1081838485764769,0.0882056478756405,0.0665814562516816,0.052026670024226784,0.039478516582279494,0.024203015298198002,0.016154712998494823,0.00809663258009774,0.0032962428126745965,0.002469562269830373
Shotcrete [>=6000 psi],264,0.01762433403534535,0.012662902778161615,0.00830105927926007,0.0061312468181781675,0.004885553696856658,0.003525229965658818,0.002655359635617313,0.001734815190813037,0.0018707022177577555,0.013083734866453806
Shotcrete [strength not stated],96,0.05071726163831866,0.037098200239377224,0.025983630151749374,0.018701209652533884,0.01311332971802038,0.007989271644169873,0.005915081442143992,0.0037922986452284596,0.0018792016995905407,0.013427231875833757
SinglePlyEPDM,29,0.15900275486662818,0.1254417940331428,0.08969473803388996,0.06715819960177682,0.04941645976553553,0.02930992446773845,0.019832975476389743,0.01105594322610855,0.0049529803336431834,0.009128078684507102
SinglePlyKEE,11,0.06935644710580072,0.05657581824790476,0.046097537345753135,0.03838563109046232,0.030123429983599886,0.018467089363703306,0.012425259943037578,0.00677785881224769,0.002877846904387019,0.0028637262288418947
SinglePlyPVC,74,0.08579250997818041,0.06033312679988893,0.03792106684909446,0.027444124312500533,0.021122505054110313,0.01445812511934185,0.011115433500648076,0.007297187694264641,0.004535768799451607,0.0348507290036533
SinglePlyPolyurethane,27,0.38374696589501534,0.30570178470148324,0.22641902091506583,0.18564408137403043,0.15639550059397672,0.11718785795586073,0.08873590455317965,0.04341658801058,0.009838331193101197,0.049964608127439226
SinglePlyTPO,62,0.05209501878246995,0.04109838808596986,0.0290603919916076,0.02126524796281978,0.01649484065596695,0.011796512880973626,0.009011339043431744,0.005216890146853988,0.00252578294291943,0.009238522574187757
SprayedInsulation,11,0.3514022361863682,0.2515226557580096,0.17051991742902423,0.1301428397815356,0.10459752773919175,0.07064751998288618,0.04804615058030328,0.024276977160230882,0.01045766459050246,0.00869434638509355
SteelSuspensionAssembly,98,0.017073834963646707,0.012174459724543195,0.008484464992153563,0.006709618111119404,0.005570899906528301,0.0040970657115094716,0.0031825599096080414,0.002037050221918234,0.0019679134714581255,0.00946521826158125
StoneCladding,19,0.2718895495394331,0.210979555497473,0.1587797761545492,0.1271757604821872,0.10264584619824851,0.07234932364505378,0.05034522307099028,0.022293447689421535,0.009141307313635775,0.010992846139321968
StorageFurniture,15,0.09106985113663832,0.07380622114281865,0.05607246661893328,0.04267309120966438,0.03212469599125284,0.021343921732477,0.015779676402265665,0.008911842596105363,0.003953733985144797,0.031169971377183973
SupplementaryCementitiousMaterials,28,0.09743874967140002,0.0781015642519603,0.060331595257556776,0.04928680910233245,0.04079820855570716,0.028967089343432673,0.021199319501033993,0.01156179958588081,0.004970795926645484,0.039317100142670834
Tables,161,0.36814253543935355,0.30240469483301957,0.23834517878396275,0.20201999711598706,0.1795770862113233,0.15752466102584123,0.14521939625857194,0.1287173085582306,0.12679862051095722,0.29147942188300835
TileGrout,43,0.3645091629601232,0.24644076162956524,0.13884056344552156,0.08781856901949575,0.06366805674990388,0.04436147366019361,0.032691020729045984,0.019742684198482366,0.009619741769523939,0.08283226613603015
Timber,17,0.17858518114758165,0.12991431248767482,0.09088621160043928,0.07350295263810983,0.06291255158854714,0.04623899338614597,0.0337230177261021,0.018295084141397362,0.007291081779023342,0.006414258621153626
