arm,dataset,family,status,sigma,model_mean,model_sd,w1
empirical,OilPatch,lognormal_3p,interior,0.870236596523715,1.0930787008581946,1.3838703643299963,0.19439897790140487
empirical,OpenWebMembranes,lognormal_offset,,0.13040728969780768,0.86567569551962,0.17918189231322743,0.059620270646820066
empirical,OpenWebMembranes,lognormal_3p,boundary_guard,2.1058279003361835,1.740154454898454,92.79235377527573,0.13731656450847604
empirical,Openings,lognormal_offset,,0.6125927733288488,1.0718913954754326,1.044238556936008,0.3427020477431524
empirical,Openings,lognormal_3p,boundary_guard,2.090036928168796,7.725828761313837,671.7468609813309,0.6879919876476973
empirical,OtherFlooring,lognormal_offset,,0.5398521680990449,0.9508861835697928,0.824176946349655,0.09277810282111193
empirical,OtherFlooring,lognormal_3p,interior,0.919888865737019,0.9765826709913216,1.6899864834411675,0.1697451022169343
empirical,PaintingAndCoating,lognormal_offset,,0.4906195974787778,0.9175891177260213,0.725907393287124,0.17173339202879764
empirical,PaintingAndCoating,lognormal_3p,interior,0.6977982557720243,0.9125710865101229,0.9249187642535613,0.15779914182565338
empirical,PlateSteel,lognormal_offset,,0.2921605969833599,0.8990938544400406,0.4192401503878867,0.09763346369170768
empirical,PlateSteel,lognormal_3p,interior,0.21217889791503844,0.8988388889161879,0.4028021293437744,0.09006940684234946
empirical,PostTensioningSteel,lognormal_offset,,0.07313749688604454,0.9843482510982203,0.10886601244318442,0.023245643221864926
empirical,PostTensioningSteel,lognormal_3p,interior,0.5196597896966118,0.9851093360210215,0.12157465145083698,0.014022892093468388
empirical,PowerCabling,lognormal_offset,,0.5169089456572346,0.40453434705597335,0.39962821402970944,1.144485212529211
empirical,PowerCabling,lognormal_3p,boundary_guard,0.8375246260214803,0.2723653482920735,0.41645777746394813,1.0891092267213502
empirical,PrecastConcrete,lognormal_offset,,0.2207949704794886,0.9729681518273516,0.33021124834201654,0.07164361076693972
empirical,PrecastConcrete,lognormal_3p,interior,0.3021147274233434,0.9734006492468414,0.3381092732285179,0.07022826704383289
empirical,ProcessedNonInsulatingGlassPanes,lognormal_offset,,0.7342486659411777,1.2680813683675076,1.5313374379028273,0.26953284134762606
empirical,ProcessedNonInsulatingGlassPanes,lognormal_3p,boundary_guard,1.5548752246908695,1.825108695295529,37.493680175377754,0.34135910010736964
empirical,ReadyMix [3000-3999 psi],lognormal_offset,,0.1632267544106501,1.0007688488187148,0.2471412452096423,0.005529443923819306
empirical,ReadyMix [3000-3999 psi],lognormal_3p,interior,0.20128927654058115,1.000906577101483,0.24957838175594202,0.0039041787460776583
empirical,ReadyMix [4000-4999 psi],lognormal_offset,,0.16062125197204613,1.000964629652913,0.24316908359042708,0.003419309059839745
empirical,ReadyMix [4000-4999 psi],lognormal_3p,interior,0.16360776983747005,1.0009751311166246,0.24335373601385618,0.003470742855697445
empirical,ReadyMix [5000-5999 psi],lognormal_offset,,0.1640041292655209,1.002670307653407,0.24865104985139605,0.010262122345565651
empirical,ReadyMix [5000-5999 psi],lognormal_3p,interior,0.12444481996259663,1.0025318975545892,0.24617139749882735,0.008221515191266408
empirical,ReadyMix [<3000 psi],lognormal_offset,,0.20441717428939815,1.0069854280511161,0.31214548171096057,0.03669028901155976
empirical,ReadyMix [<3000 psi],lognormal_3p,interior,0.07476154650092001,1.0060262814120557,0.2980215684440807,0.02292135352608835
empirical,ReadyMix [>=6000 psi],lognormal_offset,,0.16680549793695393,0.9962393791627052,0.2518829956005257,0.010268304766665275
empirical,ReadyMix [>=6000 psi],lognormal_3p,interior,0.12540128722932256,0.9960869621120819,0.24919597933135057,0.009136779485042917
empirical,ReadyMix [strength not stated],lognormal_offset,,0.29002524738834967,0.9968515712784329,0.44534509771597613,0.023522223634499694
empirical,ReadyMix [strength not stated],lognormal_3p,interior,0.4030416984456802,0.9989535218392014,0.471486711244572,0.014516991383145772
empirical,RebarSteel,lognormal_offset,,0.46361191844144406,0.9911210581568124,0.7252683024769114,0.1776062626388282
empirical,RebarSteel,lognormal_3p,interior,0.752926396369219,0.9843248928295836,0.9710068191568437,0.12144578782799863
empirical,ResilientFlooring,lognormal_offset,,0.4494107854584834,0.9794741497163104,0.6960277225866798,0.2649181630915314
empirical,ResilientFlooring,lognormal_3p,interior,0.7195525137332675,0.9653548141121138,0.8562525924049643,0.18905753005972573
empirical,RoofCoverBoards,lognormal_offset,,0.14776528610395864,0.9777909591555014,0.22000237606224646,0.09602789995670014
empirical,RoofCoverBoards,lognormal_3p,boundary_normal_limit,0.0009984079252923937,0.9768654108102358,0.20081190191903817,0.0827735265571856
empirical,RoofPanels,lognormal_offset,,0.5222129331030116,1.1276922079584872,0.9085437030853006,0.1450312138142137
empirical,RoofPanels,lognormal_3p,interior,0.7318962383970316,1.1350578782961032,1.2072856848287399,0.189369886267416
empirical,SheathingPanels,lognormal_offset,,0.48193996564858693,0.9819395094432017,0.7500101235088137,0.22798764141794634
