arm,dataset,n,pewt,w1_stage1,w1_open_grid,w1_truncated,w1_stage2b,lognormal_status
synthetic,dataset4016,17,"Normal, Variable",0.023083794893766996,0.023096386716717265,0.023096386716717265,0.023096386716717265,
synthetic,dataset4016,17,"Lognormal, Uniform",0.026927493083241442,0.026930710600455605,0.02693071060045555,0.03080737551965106,interior
synthetic,dataset4016,17,"Lognormal, Variable",0.024007417680572983,0.02401594258433479,0.02401594258433483,0.02311327860086169,boundary_normal_limit
synthetic,dataset4016,17,"KDE, Uniform",0.031076008336242487,0.031080964925141015,0.03108096492514099,0.03108096492514099,
synthetic,dataset4016,17,"KDE, Variable",0.023843590726092625,0.02385059722929546,0.02385059722929552,0.02385059722929552,
synthetic,dataset402,7,"Normal, Uniform",0.3472583590387159,0.34813607963415155,0.34813607963415133,0.34813607963415133,
synthetic,dataset402,7,"Normal, Variable",0.1465496365999112,0.14671332589154873,0.14671332589154912,0.14671332589154912,
synthetic,dataset402,7,"Lognormal, Uniform",0.3263440970357916,0.32673531561874714,0.32673531561874714,0.3191358937742646,interior
synthetic,dataset402,7,"Lognormal, Variable",0.1549435885190758,0.15493274586986922,0.15493274586986922,0.1441857413680088,interior
synthetic,dataset402,7,"KDE, Uniform",0.39520959790983184,0.3963823666849225,0.3963823666849225,0.3963823666849225,
synthetic,dataset402,7,"KDE, Variable",0.15076999494204874,0.1510860511858137,0.1510860511858137,0.1510860511858137,
synthetic,dataset4022,20,"Normal, Uniform",0.3478980406146298,0.34806619038925724,0.34806619038925724,0.34806619038925724,
synthetic,dataset4022,20,"Normal, Variable",0.1308052741060816,0.1305352153011828,0.1305352153011828,0.1305352153011828,
synthetic,dataset4022,20,"Lognormal, Uniform",0.28887938397932256,0.288907005252714,0.28890700525271384,0.28546682950578134,interior
synthetic,dataset4022,20,"Lognormal, Variable",0.10011127004166934,0.10009100699096271,0.10009100699096271,0.07836497634185775,interior
synthetic,dataset4022,20,"KDE, Uniform",0.3616711983349048,0.3619055133205237,0.3619055133205237,0.3619055133205237,
synthetic,dataset4022,20,"KDE, Variable",0.10856922232681919,0.10827657078326397,0.10827657078326369,0.10827657078326369,
synthetic,dataset4024,62,"Normal, Uniform",0.06361375560190569,0.06361220878149046,0.06361220878149074,0.06361220878149074,
synthetic,dataset4024,62,"Normal, Variable",0.04806398902476146,0.048068896111517545,0.04806889611151781,0.04806889611151781,
synthetic,dataset4024,62,"Lognormal, Uniform",0.052559047085252414,0.05256171178661814,0.05256171178661816,0.0526917341082552,interior
synthetic,dataset4024,62,"Lognormal, Variable",0.04600625786259328,0.04600753272583987,0.04600753272583936,0.04508063325898229,interior
synthetic,dataset4024,62,"KDE, Uniform",0.052583770818124057,0.0525888708797613,0.052588870879761294,0.052588870879761294,
synthetic,dataset4024,62,"KDE, Variable",0.042418334481758746,0.042415559525269916,0.04241555952527018,0.04241555952527018,
synthetic,dataset4029,80,"Normal, Uniform",0.15963473351126928,0.15926104153916487,0.15926104153916462,0.15926104153916462,
synthetic,dataset4029,80,"Normal, Variable",0.040285950764863084,0.040216363825356274,0.04021636382535627,0.04021636382535627,
synthetic,dataset4029,80,"Lognormal, Uniform",0.1432602800621535,0.14320047498304284,0.14320047498304284,0.14120089965931198,interior
synthetic,dataset4029,80,"Lognormal, Variable",0.044624438220287194,0.0446399107575504,0.04463991075755094,0.03813074449113786,interior
synthetic,dataset4029,80,"KDE, Uniform",0.16965432322058732,0.1692652882538827,0.1692652882538827,0.1692652882538827,
synthetic,dataset4029,80,"KDE, Variable",0.04440111030043144,0.044255587380542194,0.044255587380542194,0.044255587380542194,
synthetic,dataset4033,35,"Normal, Uniform",0.25932616756701227,0.25974955915831954,0.25974955915831976,0.25974955915831976,
synthetic,dataset4033,35,"Normal, Variable",0.16404975069992433,0.16400587100603828,0.16400587100603828,0.16400587100603828,
synthetic,dataset4033,35,"Lognormal, Uniform",0.14219079777196503,0.14213990488890368,0.14213990488890374,0.13720511675091343,interior
synthetic,dataset4033,35,"Lognormal, Variable",0.09503692302653335,0.09501194299823028,0.09501194299823028,0.09146200519761852,interior
synthetic,dataset4033,35,"KDE, Uniform",0.18529471794989516,0.18530047901987257,0.18530047901987257,0.18530047901987257,
synthetic,dataset4033,35,"KDE, Variable",0.11452220991080934,0.11418172469293439,0.11418172469293444,0.11418172469293444,
synthetic,dataset4055,70,"Normal, Uniform",0.016776930208627198,0.016785173885786157,0.016785173885786413,0.016785173885786413,
synthetic,dataset4055,70,"Normal, Variable",0.015777042230316382,0.015784262234359116,0.015784262234359116,0.015784262234359116,
synthetic,dataset4055,70,"Lognormal, Uniform",0.019808807039051017,0.019812749890617928,0.019812749890617928,0.016803067676818488,boundary_normal_limit
synthetic,dataset4055,70,"Lognormal, Variable",0.01886554278353001,0.018860208106447268,0.018860208106447226,0.015803663824678044,boundary_normal_limit
synthetic,dataset4055,70,"KDE, Uniform",0.016100170825538572,0.016100218900942233,0.016100218900942237,0.016100218900942237,
synthetic,dataset4055,70,"KDE, Variable",0.019474767175176735,0.019470970807821026,0.019470970807821016,0.019470970807821016,
synthetic,dataset406,4,"Normal, Uniform",0.1838620023549148,0.18379080728981495,0.18379080728981495,0.18379080728981495,
synthetic,dataset406,4,"Normal, Variable",0.18980913052838638,0.18972140234212476,0.1897214023421248,0.1897214023421248,
synthetic,dataset406,4,"Lognormal, Uniform",0.17519748835721136,0.17518317116322538,0.17518317116322538,0.3111635357941192,boundary_guard
synthetic,dataset406,4,"Lognormal, Variable",0.1807303194043577,0.18072364086523926,0.18072364086523926,0.3250085641616006,boundary_guard
synthetic,dataset406,4,"KDE, Uniform",0.16759471669321424,0.1674447081326343,0.16744470813263412,0.16744470813263412,
synthetic,dataset406,4,"KDE, Variable",0.18886735930148807,0.18870939182745783,0.18870939182745777,0.18870939182745777,
synthetic,dataset4063,38,"Normal, Uniform",0.12565312745422097,0.12565647260065416,0.12565647260065416,0.12565647260065416,
synthetic,dataset4063,38,"Normal, Variable",0.06850912664010755,0.0684888106366077,0.06848881063660742,0.06848881063660742,
synthetic,dataset4063,38,"Lognormal, Uniform",0.12265928202152948,0.1226574343354629,0.12265743433546261,0.12223943268438799,interior
synthetic,dataset4063,38,"Lognormal, Variable",0.08072517223440133,0.08072143056574602,0.08072143056574602,0.06853032130135409,boundary_normal_limit
synthetic,dataset4063,38,"KDE, Uniform",0.12443099957783332,0.12443129050142496,0.12443129050142498,0.12443129050142498,
synthetic,dataset4063,38,"KDE, Variable",0.05801033397322005,0.057967483124939705,0.05796748312493986,0.05796748312493986,
synthetic,dataset4064,13,"Normal, Uniform",0.35270933923901643,0.3509121504468807,0.3509121504468808,0.3509121504468808,
synthetic,dataset4064,13,"Normal, Variable",0.18307067174775826,0.18311949915322323,0.18311949915322337,0.18311949915322337,
synthetic,dataset4064,13,"Lognormal, Uniform",0.4656174766871089,0.46439050082767463,0.4643905008276751,0.43512008011031567,interior
synthetic,dataset4064,13,"Lognormal, Variable",0.1912721193321496,0.19127726504014775,0.19127726504014778,0.18001068759225167,interior
synthetic,dataset4064,13,"KDE, Uniform",0.34331307532977473,0.3407117382789794,0.3407117382789797,0.3407117382789797,
synthetic,dataset4064,13,"KDE, Variable",0.19645536610041373,0.19612225461175042,0.19612225461175042,0.19612225461175042,
synthetic,dataset4070,24,"Normal, Uniform",0.7125584121076899,0.7147745198669004,0.7147745198669009,0.7147745198669009,
synthetic,dataset4070,24,"Normal, Variable",0.5266912149049967,0.5287113822124727,0.5287113822124729,0.5287113822124729,
synthetic,dataset4070,24,"Lognormal, Uniform",0.4675235385997742,0.46839960398804187,0.4683996039880419,0.3911480943506557,interior
synthetic,dataset4070,24,"Lognormal, Variable",0.3011298356691184,0.3011076019686206,0.3011076019686207,0.22051472571342404,boundary_guard
synthetic,dataset4070,24,"KDE, Uniform",0.558891272266264,0.5615283747889988,0.5615283747889985,0.5615283747889985,
synthetic,dataset4070,24,"KDE, Variable",0.40844257741294704,0.4114650874588175,0.41146508745881755,0.41146508745881755,
synthetic,dataset4074,10,"Normal, Uniform",0.21223165352902024,0.2122625647664193,0.2122625647664192,0.2122625647664192,
synthetic,dataset4074,10,"Normal, Variable",0.07934622749308323,0.07930183902643878,0.07930183902643878,0.07930183902643878,
synthetic,dataset4074,10,"Lognormal, Uniform",0.1904295401618092,0.19043133545930202,0.190431335459302,0.18949026660141308,interior
synthetic,dataset4074,10,"Lognormal, Variable",0.07196080021769477,0.07197339218588791,0.07197339218588791,0.2700459007819672,boundary_guard
synthetic,dataset4074,10,"KDE, Uniform",0.22924467819340077,0.22929648250975657,0.22929648250975662,0.22929648250975662,
synthetic,dataset4074,10,"KDE, Variable",0.08317415580709368,0.08306445623643911,0.08306445623643911,0.08306445623643911,
synthetic,dataset4085,83,"Normal, Uniform",0.155349681137939,0.15600433232943,0.15600433232943,0.15600433232943,
synthetic,dataset4085,83,"Normal, Variable",0.13035404034612766,0.1307359284675579,0.13073592846755777,0.13073592846755777,
synthetic,dataset4085,83,"Lognormal, Uniform",0.09873716753097056,0.09886540428109691,0.098865404281097,0.09997978847577725,interior
synthetic,dataset4085,83,"Lognormal, Variable",0.08391176889663386,0.08395220581533747,0.08395220581533812,0.08396070810435155,interior
synthetic,dataset4085,83,"KDE, Uniform",0.09558734065240916,0.09599875987140931,0.09599875987140932,0.09599875987140932,
synthetic,dataset4085,83,"KDE, Variable",0.07097761604608208,0.07088742834361866,0.07088742834361866,0.07088742834361866,
synthetic,dataset4087,41,"Normal, Uniform",0.07455726214067739,0.07456086290121826,0.07456086290121833,0.07456086290121833,
synthetic,dataset4087,41,"Normal, Variable",0.05127152240298405,0.051273390584432255,0.051273390584432255,0.051273390584432255,
synthetic,dataset4087,41,"Lognormal, Uniform",0.07355140181438312,0.07354883326151918,0.07354883326151923,0.0733872804443884,interior
