realization,dataset,n,method,w1,rank
2,CMU [strength not stated],39,"Lognormal, Uniform",0.0700210805607736,4.0
2,CMU [strength not stated],39,"Lognormal, Variable",0.050657383853407,1.0
2,CMU [strength not stated],39,"KDE, Uniform",0.07076516968564087,5.0
2,CMU [strength not stated],39,"KDE, Variable",0.050854073886953864,2.0
2,CableTrays,59,"Normal, Uniform",0.7309252585194864,5.0
2,CableTrays,59,"Normal, Variable",0.8309378241179812,6.0
2,CableTrays,59,"Lognormal, Uniform",0.2508734170716847,2.0
2,CableTrays,59,"Lognormal, Variable",0.27849502767322576,3.0
2,CableTrays,59,"KDE, Uniform",0.21276495906303233,1.0
2,CableTrays,59,"KDE, Variable",0.46818188806272704,4.0
2,Carpet,1989,"Normal, Uniform",0.07483757266808713,6.0
2,Carpet,1989,"Normal, Variable",0.07460171630206426,5.0
2,Carpet,1989,"Lognormal, Uniform",0.0387927394378513,3.0
2,Carpet,1989,"Lognormal, Variable",0.03884829353697751,4.0
2,Carpet,1989,"KDE, Uniform",0.01630788510750836,2.0
2,Carpet,1989,"KDE, Variable",0.01238458851165387,1.0
2,CastDecksAndUnderlayment,255,"Normal, Uniform",0.05996187732047841,6.0
2,CastDecksAndUnderlayment,255,"Normal, Variable",0.05336319990181951,5.0
2,CastDecksAndUnderlayment,255,"Lognormal, Uniform",0.03446450117789938,3.0
2,CastDecksAndUnderlayment,255,"Lognormal, Variable",0.0401864616384035,4.0
2,CastDecksAndUnderlayment,255,"KDE, Uniform",0.02454055734656318,2.0
2,CastDecksAndUnderlayment,255,"KDE, Variable",0.02043647788871506,1.0
2,Cement,1084,"Normal, Uniform",0.05967558585362612,6.0
2,Cement,1084,"Normal, Variable",0.03428813282435693,4.0
2,Cement,1084,"Lognormal, Uniform",0.03690283315926862,5.0
2,Cement,1084,"Lognormal, Variable",0.024981379100935217,3.0
2,Cement,1084,"KDE, Uniform",0.02316883149503508,2.0
2,Cement,1084,"KDE, Variable",0.011229273724105305,1.0
2,CementBoard,21,"Normal, Uniform",0.22353652414410513,6.0
2,CementBoard,21,"Normal, Variable",0.20709437288757848,4.0
2,CementBoard,21,"Lognormal, Uniform",0.2165127749000986,5.0
2,CementBoard,21,"Lognormal, Variable",0.20420941291764821,3.0
2,CementBoard,21,"KDE, Uniform",0.17330190069921309,2.0
2,CementBoard,21,"KDE, Variable",0.1595650273342939,1.0
2,CementGrout,3764,"Normal, Uniform",0.10327080200104553,6.0
2,CementGrout,3764,"Normal, Variable",0.10057540859593447,5.0
2,CementGrout,3764,"Lognormal, Uniform",0.038580984122332254,4.0
2,CementGrout,3764,"Lognormal, Variable",0.03493934222287047,3.0
2,CementGrout,3764,"KDE, Uniform",0.012807608226859783,2.0
2,CementGrout,3764,"KDE, Variable",0.006420577685001807,1.0
2,CementitiousSheathingBoard,51,"Normal, Uniform",0.21156496082250725,2.0
2,CementitiousSheathingBoard,51,"Normal, Variable",0.21785874946573713,3.0
2,CementitiousSheathingBoard,51,"Lognormal, Uniform",0.37619002050867384,5.0
2,CementitiousSheathingBoard,51,"Lognormal, Variable",0.3934954850546849,6.0
2,CementitiousSheathingBoard,51,"KDE, Uniform",0.1565488265126445,1.0
2,CementitiousSheathingBoard,51,"KDE, Variable",0.2559661820240974,4.0
2,Chairs,86,"Normal, Uniform",2.143670084367966,6.0
2,Chairs,86,"Normal, Variable",1.847886963128568,5.0
2,Chairs,86,"Lognormal, Uniform",0.5733479405323209,2.0
2,Chairs,86,"Lognormal, Variable",0.5257880173866252,1.0
2,Chairs,86,"KDE, Uniform",0.6658877121071141,4.0
2,Chairs,86,"KDE, Variable",0.5848010395565124,3.0
2,Coil,140,"Normal, Uniform",0.15020026933961284,6.0
2,Coil,140,"Normal, Variable",0.14163560449688703,5.0
2,Coil,140,"Lognormal, Uniform",0.1029903787430198,4.0
2,Coil,140,"Lognormal, Variable",0.10108279171424692,3.0
2,Coil,140,"KDE, Uniform",0.07080066876736571,2.0
2,Coil,140,"KDE, Variable",0.06247379022315192,1.0
2,CompositeLumber,16,"Normal, Uniform",0.08166934552136668,6.0
2,CompositeLumber,16,"Normal, Variable",0.0753331325464947,4.0
2,CompositeLumber,16,"Lognormal, Uniform",0.05702590565404572,2.0
2,CompositeLumber,16,"Lognormal, Variable",0.0558037400596484,1.0
2,CompositeLumber,16,"KDE, Uniform",0.0744530530699528,3.0
2,CompositeLumber,16,"KDE, Variable",0.07982158930783997,5.0
2,CompositionSiding,3,"Normal, Uniform",0.3444892384290995,5.0
2,CompositionSiding,3,"Normal, Variable",0.32653815546546267,2.0
2,CompositionSiding,3,"Lognormal, Uniform",0.3447136704022591,6.0
2,CompositionSiding,3,"Lognormal, Variable",0.3267655594363932,3.0
2,CompositionSiding,3,"KDE, Uniform",0.3322305141466123,4.0
2,CompositionSiding,3,"KDE, Variable",0.3167346662363849,1.0
2,ConcreteAdmixtures,118,"Normal, Uniform",2.5506534832804064,6.0
2,ConcreteAdmixtures,118,"Normal, Variable",1.1716118179204957,5.0
2,ConcreteAdmixtures,118,"Lognormal, Uniform",0.25407167242427164,3.0
2,ConcreteAdmixtures,118,"Lognormal, Variable",0.2045756867820159,2.0
2,ConcreteAdmixtures,118,"KDE, Uniform",0.33589852536700293,4.0
2,ConcreteAdmixtures,118,"KDE, Variable",0.1543192574670577,1.0
2,ConcretePaving [3000-3999 psi],108,"Normal, Uniform",0.03545359612946613,6.0
2,ConcretePaving [3000-3999 psi],108,"Normal, Variable",0.03306758842472046,4.0
2,ConcretePaving [3000-3999 psi],108,"Lognormal, Uniform",0.034703593200084315,5.0
2,ConcretePaving [3000-3999 psi],108,"Lognormal, Variable",0.030602731550065734,3.0
2,ConcretePaving [3000-3999 psi],108,"KDE, Uniform",0.02531563651648693,2.0
2,ConcretePaving [3000-3999 psi],108,"KDE, Variable",0.021670719276498933,1.0
2,ConcretePaving [4000-4999 psi],160,"Normal, Uniform",0.061777352253437126,6.0
2,ConcretePaving [4000-4999 psi],160,"Normal, Variable",0.027496910793995244,3.0
2,ConcretePaving [4000-4999 psi],160,"Lognormal, Uniform",0.05210310973293988,4.0
2,ConcretePaving [4000-4999 psi],160,"Lognormal, Variable",0.02165356360547963,2.0
2,ConcretePaving [4000-4999 psi],160,"KDE, Uniform",0.054480374735148565,5.0
2,ConcretePaving [4000-4999 psi],160,"KDE, Variable",0.017313234405894683,1.0
2,ConcretePaving [5000-5999 psi],42,"Normal, Uniform",0.07764350537256645,6.0
2,ConcretePaving [5000-5999 psi],42,"Normal, Variable",0.07292708420251326,4.0
2,ConcretePaving [5000-5999 psi],42,"Lognormal, Uniform",0.07219923066103963,3.0
2,ConcretePaving [5000-5999 psi],42,"Lognormal, Variable",0.07529510636681933,5.0
2,ConcretePaving [5000-5999 psi],42,"KDE, Uniform",0.0496916979200184,1.0
2,ConcretePaving [5000-5999 psi],42,"KDE, Variable",0.062421367656943255,2.0
2,ConcretePaving [<3000 psi],32,"Normal, Uniform",0.06554539823317625,5.0
2,ConcretePaving [<3000 psi],32,"Normal, Variable",0.05161512130346624,2.0
2,ConcretePaving [<3000 psi],32,"Lognormal, Uniform",0.06556918240854238,6.0
2,ConcretePaving [<3000 psi],32,"Lognormal, Variable",0.051625400102832134,3.0
2,ConcretePaving [<3000 psi],32,"KDE, Uniform",0.05953435560686676,4.0
2,ConcretePaving [<3000 psi],32,"KDE, Variable",0.04904538468048371,1.0
2,ConcretePaving [strength not stated],38,"Normal, Uniform",0.30556807383606854,5.0
2,ConcretePaving [strength not stated],38,"Normal, Variable",0.39030806990452616,6.0
2,ConcretePaving [strength not stated],38,"Lognormal, Uniform",0.19421961885885125,3.0
2,ConcretePaving [strength not stated],38,"Lognormal, Variable",0.18690291313348162,2.0
2,ConcretePaving [strength not stated],38,"KDE, Uniform",0.16176675927723094,1.0
2,ConcretePaving [strength not stated],38,"KDE, Variable",0.2337633259589276,4.0
2,Countertops,76,"Normal, Uniform",0.6223499717943493,5.0
2,Countertops,76,"Normal, Variable",0.6528639139653581,6.0
2,Countertops,76,"Lognormal, Uniform",0.22517911677606264,2.0
2,Countertops,76,"Lognormal, Variable",0.20921825649129092,1.0
2,Countertops,76,"KDE, Uniform",0.31567487174641795,4.0
2,Countertops,76,"KDE, Variable",0.283083213174688,3.0
2,CurtainWalls,54,"Normal, Uniform",0.3282091043636848,5.0
2,CurtainWalls,54,"Normal, Variable",0.3618316754345989,6.0
2,CurtainWalls,54,"Lognormal, Uniform",0.15953046067257826,2.0
2,CurtainWalls,54,"Lognormal, Variable",0.16436980828432218,3.0
2,CurtainWalls,54,"KDE, Uniform",0.12069746166394149,1.0
2,CurtainWalls,54,"KDE, Variable",0.19034282088727467,4.0
2,DampproofingAndWaterproofing,162,"Normal, Uniform",2.0115642032118175,5.0
2,DampproofingAndWaterproofing,162,"Normal, Variable",2.4159156941016215,6.0
2,DampproofingAndWaterproofing,162,"Lognormal, Uniform",0.945989650509184,3.0
2,DampproofingAndWaterproofing,162,"Lognormal, Variable",1.0611205821461147,4.0
2,DampproofingAndWaterproofing,162,"KDE, Uniform",0.38674698995955387,2.0
2,DampproofingAndWaterproofing,162,"KDE, Variable",0.11499393999488564,1.0
2,DataCabling,951,"Normal, Uniform",1.227213550012927,5.0
2,DataCabling,951,"Normal, Variable",1.2978821292086793,6.0
2,DataCabling,951,"Lognormal, Uniform",0.5177693332690038,4.0
2,DataCabling,951,"Lognormal, Variable",0.5137494617037153,3.0
2,DataCabling,951,"KDE, Uniform",0.27036938653016523,1.0
2,DataCabling,951,"KDE, Variable",0.38078479138304683,2.0
2,DeckingBoards,7,"Normal, Uniform",0.32015930865308917,5.0
2,DeckingBoards,7,"Normal, Variable",0.1454778796823472,3.0
2,DeckingBoards,7,"Lognormal, Uniform",0.2544010274847705,4.0
2,DeckingBoards,7,"Lognormal, Variable",0.0921283125838974,1.0
2,DeckingBoards,7,"KDE, Uniform",0.3482778118171245,6.0
2,DeckingBoards,7,"KDE, Variable",0.12519033407414584,2.0
2,DeckingSteel,62,"Normal, Uniform",0.057430284802657994,5.0
2,DeckingSteel,62,"Normal, Variable",0.05577616931261785,3.0
2,DeckingSteel,62,"Lognormal, Uniform",0.0574772067139709,6.0
2,DeckingSteel,62,"Lognormal, Variable",0.05584595584872631,4.0
2,DeckingSteel,62,"KDE, Uniform",0.04353448589036893,2.0
2,DeckingSteel,62,"KDE, Variable",0.020946075239184354,1.0
2,DemountablePartitionTrack,4,"Normal, Uniform",0.3188605168024971,4.0
2,DemountablePartitionTrack,4,"Normal, Variable",0.1933620805330123,1.0
2,DemountablePartitionTrack,4,"Lognormal, Uniform",0.612431599823245,6.0
2,DemountablePartitionTrack,4,"Lognormal, Variable",0.1934673714587384,2.0
2,DemountablePartitionTrack,4,"KDE, Uniform",0.39402585884476327,5.0
2,DemountablePartitionTrack,4,"KDE, Variable",0.21814962482881403,3.0
2,DemountablePartitions,45,"Normal, Uniform",0.16444054083288573,6.0
2,DemountablePartitions,45,"Normal, Variable",0.10315442262734412,3.0
2,DemountablePartitions,45,"Lognormal, Uniform",0.14338011249201404,4.0
2,DemountablePartitions,45,"Lognormal, Variable",0.08979066633273311,1.0
2,DemountablePartitions,45,"KDE, Uniform",0.15458350614446809,5.0
2,DemountablePartitions,45,"KDE, Variable",0.09182839179769434,2.0
2,DoorsAndFrames,61,"Normal, Uniform",0.387254959195601,5.0
2,DoorsAndFrames,61,"Normal, Variable",0.49121913349386115,6.0
2,DoorsAndFrames,61,"Lognormal, Uniform",0.2586532405521475,4.0
2,DoorsAndFrames,61,"Lognormal, Variable",0.1586648699343329,2.0
2,DoorsAndFrames,61,"KDE, Uniform",0.19723845215532793,3.0
2,DoorsAndFrames,61,"KDE, Variable",0.10986242396636198,1.0
2,Electrical,3,"Normal, Uniform",0.004203379131574805,3.0
2,Electrical,3,"Normal, Variable",0.0037596199091215546,2.0
2,Electrical,3,"Lognormal, Uniform",0.006021081955884176,5.0
2,Electrical,3,"Lognormal, Variable",0.0037013712040055093,1.0
2,Electrical,3,"KDE, Uniform",0.006053873824888783,6.0
2,Electrical,3,"KDE, Variable",0.004600234550527428,4.0
2,Elevators,20,"Normal, Uniform",1.399416155844167,5.0
2,Elevators,20,"Normal, Variable",0.7286116413724948,4.0
2,Elevators,20,"Lognormal, Uniform",0.699313027549328,2.0
2,Elevators,20,"Lognormal, Variable",0.40202250030369613,1.0
2,Elevators,20,"KDE, Uniform",1.4377385559490812,6.0
2,Elevators,20,"KDE, Variable",0.7175425776277146,3.0
2,FenestrationAccessories,17,"Normal, Uniform",0.8852791225353889,6.0
2,FenestrationAccessories,17,"Normal, Variable",0.15548783737601074,1.0
2,FenestrationAccessories,17,"Lognormal, Uniform",0.42956505247685894,4.0
2,FenestrationAccessories,17,"Lognormal, Variable",0.15758249982114345,2.0
2,FenestrationAccessories,17,"KDE, Uniform",0.838955132813576,5.0
2,FenestrationAccessories,17,"KDE, Variable",0.19246112732026813,3.0
2,FenestrationFraming,259,"Normal, Uniform",0.4287078593799274,5.0
2,FenestrationFraming,259,"Normal, Variable",0.44948234981554874,6.0
2,FenestrationFraming,259,"Lognormal, Uniform",0.07355218654688074,3.0
2,FenestrationFraming,259,"Lognormal, Variable",0.07193808570932583,2.0
2,FenestrationFraming,259,"KDE, Uniform",0.053504506034803084,1.0
2,FenestrationFraming,259,"KDE, Variable",0.08385466431595812,4.0
2,FiberCementSiding,29,"Normal, Uniform",0.20630148768051712,6.0
2,FiberCementSiding,29,"Normal, Variable",0.20572809115202395,5.0
2,FiberCementSiding,29,"Lognormal, Uniform",0.09144452797892332,2.0
2,FiberCementSiding,29,"Lognormal, Variable",0.08139937382877609,1.0
2,FiberCementSiding,29,"KDE, Uniform",0.114872154792458,3.0
2,FiberCementSiding,29,"KDE, Variable",0.13336014007165486,4.0
2,FireAndSmokeProtection,22,"Normal, Uniform",0.39255480386183955,5.0
2,FireAndSmokeProtection,22,"Normal, Variable",0.09499682284700353,2.0
2,FireAndSmokeProtection,22,"Lognormal, Uniform",0.36090968202241447,4.0
2,FireAndSmokeProtection,22,"Lognormal, Variable",0.09936155228780422,3.0
2,FireAndSmokeProtection,22,"KDE, Uniform",0.42279587107056027,6.0
2,FireAndSmokeProtection,22,"KDE, Variable",0.07867929990868121,1.0
2,FlashingAndSheetMetal,12,"Normal, Uniform",0.9210178180865485,6.0
2,FlashingAndSheetMetal,12,"Normal, Variable",0.6430850446365659,4.0
2,FlashingAndSheetMetal,12,"Lognormal, Uniform",0.3745799449728795,2.0
2,FlashingAndSheetMetal,12,"Lognormal, Variable",0.22730031536153833,1.0
2,FlashingAndSheetMetal,12,"KDE, Uniform",0.8356886110532694,5.0
2,FlashingAndSheetMetal,12,"KDE, Variable",0.4292604479025369,3.0
2,FlatGlassPanes,47,"Normal, Uniform",0.6095540194556228,6.0
2,FlatGlassPanes,47,"Normal, Variable",0.33841459851684275,5.0
2,FlatGlassPanes,47,"Lognormal, Uniform",0.20344278327998278,3.0
2,FlatGlassPanes,47,"Lognormal, Variable",0.11579906187108098,1.0
2,FlatGlassPanes,47,"KDE, Uniform",0.28586139641583086,4.0
2,FlatGlassPanes,47,"KDE, Variable",0.18707861406845527,2.0
2,FlowableFill,2008,"Normal, Uniform",0.3031345289415287,5.0
2,FlowableFill,2008,"Normal, Variable",0.30356658978800244,6.0
2,FlowableFill,2008,"Lognormal, Uniform",0.10098950498763212,3.0
2,FlowableFill,2008,"Lognormal, Variable",0.10436849320993388,4.0
2,FlowableFill,2008,"KDE, Uniform",0.03531847233985774,2.0
2,FlowableFill,2008,"KDE, Variable",0.020404683528688666,1.0
2,FoamedInPlace [PIR or PUR],8,"Normal, Uniform",0.5872357351042113,6.0
2,FoamedInPlace [PIR or PUR],8,"Normal, Variable",0.4200015455740627,4.0
2,FoamedInPlace [PIR or PUR],8,"Lognormal, Uniform",0.2658397395077177,2.0
2,FoamedInPlace [PIR or PUR],8,"Lognormal, Variable",0.20465554838762626,1.0
2,FoamedInPlace [PIR or PUR],8,"KDE, Uniform",0.5265100085275805,5.0
2,FoamedInPlace [PIR or PUR],8,"KDE, Variable",0.31097405802593503,3.0
2,FoamedInPlace [type not stated],5,"Normal, Uniform",0.09067643515683008,4.0
2,FoamedInPlace [type not stated],5,"Normal, Variable",0.04082766028652622,1.0
2,FoamedInPlace [type not stated],5,"Lognormal, Uniform",0.0907168759963377,5.0
2,FoamedInPlace [type not stated],5,"Lognormal, Variable",0.04086934423766926,2.0
2,FoamedInPlace [type not stated],5,"KDE, Uniform",0.09989189931292526,6.0
2,FoamedInPlace [type not stated],5,"KDE, Variable",0.04674456578860588,3.0
2,Furnishings,7,"Normal, Uniform",0.16309231941452557,4.0
2,Furnishings,7,"Normal, Variable",0.12352052807248427,1.0
2,Furnishings,7,"Lognormal, Uniform",0.16317688186764556,5.0
2,Furnishings,7,"Lognormal, Variable",0.12363029929542257,2.0
2,Furnishings,7,"KDE, Uniform",0.2020565592726725,6.0
2,Furnishings,7,"KDE, Variable",0.13346849083818568,3.0
2,GlazedDoors,141,"Normal, Uniform",0.6470367289585275,6.0
2,GlazedDoors,141,"Normal, Variable",0.5445340591829817,5.0
2,GlazedDoors,141,"Lognormal, Uniform",0.1532460639406243,4.0
2,GlazedDoors,141,"Lognormal, Variable",0.1282068873005107,2.0
2,GlazedDoors,141,"KDE, Uniform",0.13795773040636666,3.0
2,GlazedDoors,141,"KDE, Variable",0.08367382150740565,1.0
2,Grouting,219,"Normal, Uniform",3.391457311943493,6.0
2,Grouting,219,"Normal, Variable",3.3748456650996985,5.0
2,Grouting,219,"Lognormal, Uniform",0.8488698530571406,4.0
2,Grouting,219,"Lognormal, Variable",0.8032110674874392,3.0
2,Grouting,219,"KDE, Uniform",0.20483906007244357,2.0
2,Grouting,219,"KDE, Variable",0.14532166190371296,1.0
2,Gypsum,771,"Normal, Uniform",0.20475395619546505,6.0
2,Gypsum,771,"Normal, Variable",0.16584211217509479,5.0
2,Gypsum,771,"Lognormal, Uniform",0.06089946324844614,4.0
2,Gypsum,771,"Lognormal, Variable",0.04064896257657519,2.0
2,Gypsum,771,"KDE, Uniform",0.040997518215195775,3.0
2,Gypsum,771,"KDE, Variable",0.016801393254290264,1.0
2,GypsumSheathingBoard,19,"Normal, Uniform",0.09790991250204154,4.0
2,GypsumSheathingBoard,19,"Normal, Variable",0.0747300044968748,3.0
2,GypsumSheathingBoard,19,"Lognormal, Uniform",0.11977700291807565,5.0
2,GypsumSheathingBoard,19,"Lognormal, Variable",0.07448144314452883,2.0
2,GypsumSheathingBoard,19,"KDE, Uniform",0.12083095682051054,6.0
2,GypsumSheathingBoard,19,"KDE, Variable",0.07423245397180214,1.0
2,HeavyTimber,5,"Normal, Uniform",0.514174323549169,4.0
2,HeavyTimber,5,"Normal, Variable",0.48585565432575467,2.0
2,HeavyTimber,5,"Lognormal, Uniform",0.49401871445197454,3.0
2,HeavyTimber,5,"Lognormal, Variable",0.4697245460590242,1.0
2,HeavyTimber,5,"KDE, Uniform",0.5723275441221236,6.0
2,HeavyTimber,5,"KDE, Variable",0.5222254640091294,5.0
2,Hollow,145,"Normal, Uniform",0.04986688264487099,5.0
2,Hollow,145,"Normal, Variable",0.03792371905544196,3.0
2,Hollow,145,"Lognormal, Uniform",0.05187867712390505,6.0
2,Hollow,145,"Lognormal, Variable",0.03748905659955211,2.0
2,Hollow,145,"KDE, Uniform",0.04475970542457766,4.0
2,Hollow,145,"KDE, Variable",0.029646485873760186,1.0
2,HotRolled,81,"Normal, Uniform",0.5153699695470801,6.0
2,HotRolled,81,"Normal, Variable",0.4649831420501295,5.0
2,HotRolled,81,"Lognormal, Uniform",0.2282381156022028,3.0
2,HotRolled,81,"Lognormal, Variable",0.2345199612648406,4.0
2,HotRolled,81,"KDE, Uniform",0.09760175460589678,2.0
2,HotRolled,81,"KDE, Variable",0.05182708292370618,1.0
2,InsulatedRoofPanels,271,"Normal, Uniform",0.053481958404894246,5.0
2,InsulatedRoofPanels,271,"Normal, Variable",0.062319974028584274,6.0
2,InsulatedRoofPanels,271,"Lognormal, Uniform",0.03686386478798643,4.0
2,InsulatedRoofPanels,271,"Lognormal, Variable",0.031792176784195054,3.0
2,InsulatedRoofPanels,271,"KDE, Uniform",0.030650357694873474,2.0
2,InsulatedRoofPanels,271,"KDE, Variable",0.019219340509396124,1.0
2,InsulatedWallPanels,420,"Normal, Uniform",0.056170234439875025,5.0
2,InsulatedWallPanels,420,"Normal, Variable",0.05894511418916801,6.0
2,InsulatedWallPanels,420,"Lognormal, Uniform",0.0225281069568955,3.0
2,InsulatedWallPanels,420,"Lognormal, Variable",0.01983164500623602,2.0
2,InsulatedWallPanels,420,"KDE, Uniform",0.025139658363831092,4.0
2,InsulatedWallPanels,420,"KDE, Variable",0.017116963626350328,1.0
2,InsulatingGlazingUnits,32,"Normal, Uniform",0.5627541804534937,6.0
2,InsulatingGlazingUnits,32,"Normal, Variable",0.3526558067594202,5.0
2,InsulatingGlazingUnits,32,"Lognormal, Uniform",0.24726602564185562,3.0
2,InsulatingGlazingUnits,32,"Lognormal, Variable",0.18846596077695357,1.0
2,InsulatingGlazingUnits,32,"KDE, Uniform",0.3128926371993677,4.0
2,InsulatingGlazingUnits,32,"KDE, Variable",0.2144879484018017,2.0
2,JointProtection,5,"Normal, Uniform",0.12073623398521582,3.0
2,JointProtection,5,"Normal, Variable",0.11044606741161797,1.0
2,JointProtection,5,"Lognormal, Uniform",0.12086369554921118,4.0
2,JointProtection,5,"Lognormal, Variable",0.11052336777602594,2.0
2,JointProtection,5,"KDE, Uniform",0.1570892932193984,6.0
2,JointProtection,5,"KDE, Variable",0.12259132326875713,5.0
2,Laminate,26,"Normal, Uniform",0.3230644546537388,5.0
2,Laminate,26,"Normal, Variable",0.11777469536344715,3.0
2,Laminate,26,"Lognormal, Uniform",0.2372509144542776,4.0
2,Laminate,26,"Lognormal, Variable",0.0846678965308679,1.0
2,Laminate,26,"KDE, Uniform",0.3297224575210578,6.0
2,Laminate,26,"KDE, Variable",0.11134223090431045,2.0
2,MBQ,40,"Normal, Uniform",0.27870867762387996,6.0
2,MBQ,40,"Normal, Variable",0.2519089955197996,5.0
2,MBQ,40,"Lognormal, Uniform",0.10402853478528944,2.0
2,MBQ,40,"Lognormal, Variable",0.10736729533241263,3.0
2,MBQ,40,"KDE, Uniform",0.09217661517432643,1.0
2,MBQ,40,"KDE, Variable",0.14195098707970816,4.0
2,MasonryCement,26,"Normal, Uniform",0.09750875577646456,4.0
2,MasonryCement,26,"Normal, Variable",0.038469722797984544,2.0
2,MasonryCement,26,"Lognormal, Uniform",0.10038759119089855,5.0
2,MasonryCement,26,"Lognormal, Variable",0.03748444194247526,1.0
2,MasonryCement,26,"KDE, Uniform",0.12121428145645274,6.0
2,MasonryCement,26,"KDE, Variable",0.0484976819548057,3.0
2,MassTimber,66,"Normal, Uniform",0.48123798459851097,5.0
2,MassTimber,66,"Normal, Variable",0.5076770334891167,6.0
2,MassTimber,66,"Lognormal, Uniform",0.29949049803152966,3.0
2,MassTimber,66,"Lognormal, Variable",0.30438249118961147,4.0
2,MassTimber,66,"KDE, Uniform",0.14354637658714792,2.0
2,MassTimber,66,"KDE, Variable",0.08509188567182635,1.0
2,MechanicalInsulation,22,"Normal, Uniform",0.41600167726622167,5.0
2,MechanicalInsulation,22,"Normal, Variable",0.5495757683487928,6.0
2,MechanicalInsulation,22,"Lognormal, Uniform",0.2713590022552983,3.0
2,MechanicalInsulation,22,"Lognormal, Variable",0.26985266221110465,2.0
2,MechanicalInsulation,22,"KDE, Uniform",0.2152441199662679,1.0
2,MechanicalInsulation,22,"KDE, Variable",0.3437872800989871,4.0
2,MetalDoorAndFrames,42,"Normal, Uniform",0.24619615918903967,5.0
2,MetalDoorAndFrames,42,"Normal, Variable",0.29304348931985563,6.0
2,MetalDoorAndFrames,42,"Lognormal, Uniform",0.2208988269951375,4.0
2,MetalDoorAndFrames,42,"Lognormal, Variable",0.15010660971161763,1.0
2,MetalDoorAndFrames,42,"KDE, Uniform",0.19068511977436128,3.0
2,MetalDoorAndFrames,42,"KDE, Variable",0.18045043956902457,2.0
2,MetalRailings,13,"Normal, Uniform",0.38036436931467427,6.0
2,MetalRailings,13,"Normal, Variable",0.2533666945731547,3.0
2,MetalRailings,13,"Lognormal, Uniform",0.30213150046350795,4.0
2,MetalRailings,13,"Lognormal, Variable",0.17270251409750814,1.0
2,MetalRailings,13,"KDE, Uniform",0.31389163256113195,5.0
2,MetalRailings,13,"KDE, Variable",0.2043613790385856,2.0
2,MetalStairs,5,"Normal, Uniform",0.1114375006096591,4.0
2,MetalStairs,5,"Normal, Variable",0.10261454405452222,3.0
2,MetalStairs,5,"Lognormal, Uniform",0.09778818855822603,2.0
2,MetalStairs,5,"Lognormal, Variable",0.08808512411091055,1.0
2,MetalStairs,5,"KDE, Uniform",0.12718320608416872,6.0
2,MetalStairs,5,"KDE, Variable",0.11212628577916116,5.0
2,Mirrors,19,"Normal, Uniform",0.08405268980230549,4.0
2,Mirrors,19,"Normal, Variable",0.051659255515884274,2.0
2,Mirrors,19,"Lognormal, Uniform",0.08413460912372342,5.0
2,Mirrors,19,"Lognormal, Variable",0.05159114018722767,1.0
2,Mirrors,19,"KDE, Uniform",0.12086445730548612,6.0
2,Mirrors,19,"KDE, Variable",0.06800657253355805,3.0
2,MiscMetalFabrication,69,"Normal, Uniform",0.12102882166720505,3.0
2,MiscMetalFabrication,69,"Normal, Variable",0.15565272271365593,5.0
2,MiscMetalFabrication,69,"Lognormal, Uniform",0.17130959254203165,6.0
2,MiscMetalFabrication,69,"Lognormal, Variable",0.10830488318879757,2.0
2,MiscMetalFabrication,69,"KDE, Uniform",0.14869369953744993,4.0
2,MiscMetalFabrication,69,"KDE, Variable",0.09819719889024499,1.0
2,Mortar,248,"Normal, Uniform",0.9161014381132078,6.0
2,Mortar,248,"Normal, Variable",0.8988313749866337,5.0
2,Mortar,248,"Lognormal, Uniform",0.31739408904749444,4.0
2,Mortar,248,"Lognormal, Variable",0.29199407221168777,3.0
2,Mortar,248,"KDE, Uniform",0.12372707042116753,2.0
2,Mortar,248,"KDE, Variable",0.061683845672521595,1.0
2,NetworkingCableTrays,22,"Normal, Uniform",0.15812709085139373,4.0
2,NetworkingCableTrays,22,"Normal, Variable",0.11193929719913731,1.0
2,NetworkingCableTrays,22,"Lognormal, Uniform",0.16267285922150387,5.0
2,NetworkingCableTrays,22,"Lognormal, Variable",0.12184004444925994,3.0
2,NetworkingCableTrays,22,"KDE, Uniform",0.18113645199126582,6.0
2,NetworkingCableTrays,22,"KDE, Variable",0.11571845234808709,2.0
2,NetworkingRaceways,32,"Normal, Uniform",0.5245504667501375,4.0
2,NetworkingRaceways,32,"Normal, Variable",0.5620641886969856,5.0
2,NetworkingRaceways,32,"Lognormal, Uniform",0.36597758331368613,3.0
2,NetworkingRaceways,32,"Lognormal, Variable",0.3653611652663544,2.0
2,NetworkingRaceways,32,"KDE, Uniform",0.26808883583430276,1.0
2,NetworkingRaceways,32,"KDE, Variable",0.58771413637204,6.0
2,NonStructuralWood,57,"Normal, Uniform",0.25274076493893916,5.0
2,NonStructuralWood,57,"Normal, Variable",0.42348372032863485,6.0
2,NonStructuralWood,57,"Lognormal, Uniform",0.17273370477360653,4.0
2,NonStructuralWood,57,"Lognormal, Variable",0.16769903687937115,3.0
2,NonStructuralWood,57,"KDE, Uniform",0.1271510701521348,2.0
2,NonStructuralWood,57,"KDE, Variable",0.08674144244577084,1.0
2,OilPatch,282,"Normal, Uniform",0.6218034755311701,6.0
2,OilPatch,282,"Normal, Variable",0.48255128976105005,5.0
2,OilPatch,282,"Lognormal, Uniform",0.1727667302428421,4.0
