realization,dataset,n,method,w1,rank
1,BackingAndUnderlay,45,"Lognormal, Variable",0.3052086769800824,3.0
1,BackingAndUnderlay,45,"KDE, Uniform",0.2530025939987399,1.0
1,BackingAndUnderlay,45,"KDE, Variable",0.5331176969498586,4.0
1,BituminousRoofing,66,"Normal, Uniform",0.44125890442384064,5.0
1,BituminousRoofing,66,"Normal, Variable",0.5377772487632569,6.0
1,BituminousRoofing,66,"Lognormal, Uniform",0.17984575357881746,3.0
1,BituminousRoofing,66,"Lognormal, Variable",0.17726425855905642,2.0
1,BituminousRoofing,66,"KDE, Uniform",0.18177928077246153,4.0
1,BituminousRoofing,66,"KDE, Variable",0.11598335387590182,1.0
1,BlanketFacing,28,"Normal, Uniform",0.22307107243028063,6.0
1,BlanketFacing,28,"Normal, Variable",0.11137729784966219,2.0
1,BlanketFacing,28,"Lognormal, Uniform",0.18616061542538484,4.0
1,BlanketFacing,28,"Lognormal, Variable",0.11450886559260506,3.0
1,BlanketFacing,28,"KDE, Uniform",0.21225057494783922,5.0
1,BlanketFacing,28,"KDE, Variable",0.08953896304172806,1.0
1,BlanketInsulation [mineral wool],184,"Normal, Uniform",0.5622810897367828,5.0
1,BlanketInsulation [mineral wool],184,"Normal, Variable",0.5824465804633467,6.0
1,BlanketInsulation [mineral wool],184,"Lognormal, Uniform",0.1991172395053613,3.0
1,BlanketInsulation [mineral wool],184,"Lognormal, Variable",0.2020468478100368,4.0
1,BlanketInsulation [mineral wool],184,"KDE, Uniform",0.05586155662071339,2.0
1,BlanketInsulation [mineral wool],184,"KDE, Variable",0.05228807930156848,1.0
1,BlanketInsulation [other],3,"Normal, Uniform",0.4236946493151997,2.0
1,BlanketInsulation [other],3,"Normal, Variable",0.4357612099696953,3.0
1,BlanketInsulation [other],3,"Lognormal, Uniform",0.5924299202598233,5.0
1,BlanketInsulation [other],3,"Lognormal, Variable",0.6260793465596356,6.0
1,BlanketInsulation [other],3,"KDE, Uniform",0.42046822591612754,1.0
1,BlanketInsulation [other],3,"KDE, Variable",0.5110215019279332,4.0
1,BlanketInsulation [type not stated],129,"Normal, Uniform",0.6086379849675108,6.0
1,BlanketInsulation [type not stated],129,"Normal, Variable",0.3667182536760992,5.0
1,BlanketInsulation [type not stated],129,"Lognormal, Uniform",0.14893000150249572,3.0
1,BlanketInsulation [type not stated],129,"Lognormal, Variable",0.11630282468903276,2.0
1,BlanketInsulation [type not stated],129,"KDE, Uniform",0.1913452140189863,4.0
1,BlanketInsulation [type not stated],129,"KDE, Variable",0.04431677366069406,1.0
1,BlownInsulation [cellulose],3,"Normal, Uniform",0.7637345969856875,5.0
1,BlownInsulation [cellulose],3,"Normal, Variable",0.6247274911692646,3.0
1,BlownInsulation [cellulose],3,"Lognormal, Uniform",0.5273608629834665,2.0
1,BlownInsulation [cellulose],3,"Lognormal, Variable",0.4147734888408853,1.0
1,BlownInsulation [cellulose],3,"KDE, Uniform",0.9827975413315883,6.0
1,BlownInsulation [cellulose],3,"KDE, Variable",0.7137307518251278,4.0
1,BlownInsulation [type not stated],16,"Normal, Uniform",0.26817754062300503,6.0
1,BlownInsulation [type not stated],16,"Normal, Variable",0.21048472267627652,4.0
1,BlownInsulation [type not stated],16,"Lognormal, Uniform",0.16325479890598482,3.0
1,BlownInsulation [type not stated],16,"Lognormal, Variable",0.10860335342223366,1.0
1,BlownInsulation [type not stated],16,"KDE, Uniform",0.2517787802725985,5.0
1,BlownInsulation [type not stated],16,"KDE, Variable",0.1423022895982548,2.0
1,BoardInsulation [EPS],47,"Normal, Uniform",1.069644918122958,6.0
1,BoardInsulation [EPS],47,"Normal, Variable",1.0525254997140832,5.0
1,BoardInsulation [EPS],47,"Lognormal, Uniform",0.40255181050970457,3.0
1,BoardInsulation [EPS],47,"Lognormal, Variable",0.30084564480248654,1.0
1,BoardInsulation [EPS],47,"KDE, Uniform",0.321099195631017,2.0
1,BoardInsulation [EPS],47,"KDE, Variable",0.5791641126803739,4.0
1,BoardInsulation [PIR or PUR],50,"Normal, Uniform",0.8259254222324448,5.0
1,BoardInsulation [PIR or PUR],50,"Normal, Variable",0.9409788491408682,6.0
1,BoardInsulation [PIR or PUR],50,"Lognormal, Uniform",0.3759295195475412,2.0
1,BoardInsulation [PIR or PUR],50,"Lognormal, Variable",0.382390740041173,3.0
1,BoardInsulation [PIR or PUR],50,"KDE, Uniform",0.173422213007841,1.0
1,BoardInsulation [PIR or PUR],50,"KDE, Variable",0.5889483142883378,4.0
1,BoardInsulation [XPS],19,"Normal, Uniform",0.7890362577439157,6.0
1,BoardInsulation [XPS],19,"Normal, Variable",0.5743631888301419,4.0
1,BoardInsulation [XPS],19,"Lognormal, Uniform",0.2892401858467416,2.0
1,BoardInsulation [XPS],19,"Lognormal, Variable",0.19460898532491985,1.0
1,BoardInsulation [XPS],19,"KDE, Uniform",0.6221591951088021,5.0
1,BoardInsulation [XPS],19,"KDE, Variable",0.45177267278825933,3.0
1,BoardInsulation [mineral wool],77,"Normal, Uniform",0.1890550567291548,6.0
1,BoardInsulation [mineral wool],77,"Normal, Variable",0.18139724636802143,5.0
1,BoardInsulation [mineral wool],77,"Lognormal, Uniform",0.06833274837617495,4.0
1,BoardInsulation [mineral wool],77,"Lognormal, Variable",0.0679752229826108,3.0
1,BoardInsulation [mineral wool],77,"KDE, Uniform",0.06560988484697539,2.0
1,BoardInsulation [mineral wool],77,"KDE, Variable",0.05632676255639602,1.0
1,BoardInsulation [other],7,"Normal, Uniform",0.3386317405953461,5.0
1,BoardInsulation [other],7,"Normal, Variable",0.21960722665826565,3.0
1,BoardInsulation [other],7,"Lognormal, Uniform",0.25397084560139666,4.0
1,BoardInsulation [other],7,"Lognormal, Variable",0.17381243789550063,1.0
1,BoardInsulation [other],7,"KDE, Uniform",0.3784307449731915,6.0
1,BoardInsulation [other],7,"KDE, Variable",0.1974901841531208,2.0
1,BoardInsulation [type not stated],131,"Normal, Uniform",0.28666120392950023,5.0
1,BoardInsulation [type not stated],131,"Normal, Variable",0.2912953124518483,6.0
1,BoardInsulation [type not stated],131,"Lognormal, Uniform",0.1377332176541259,4.0
1,BoardInsulation [type not stated],131,"Lognormal, Variable",0.13030205859467298,3.0
1,BoardInsulation [type not stated],131,"KDE, Uniform",0.08920737500928654,1.0
1,BoardInsulation [type not stated],131,"KDE, Variable",0.11504249245403964,2.0
1,Brick,215,"Normal, Uniform",0.8188805047560246,5.0
1,Brick,215,"Normal, Variable",0.926500721699331,6.0
1,Brick,215,"Lognormal, Uniform",0.29539409234265684,3.0
1,Brick,215,"Lognormal, Variable",0.3003377457317289,4.0
1,Brick,215,"KDE, Uniform",0.0890977368325761,2.0
1,Brick,215,"KDE, Variable",0.039962331129337086,1.0
1,CMU [3000-3999 psi],137,"Normal, Uniform",0.048122500073903465,6.0
1,CMU [3000-3999 psi],137,"Normal, Variable",0.04467604653666239,5.0
1,CMU [3000-3999 psi],137,"Lognormal, Uniform",0.03459547047966686,4.0
1,CMU [3000-3999 psi],137,"Lognormal, Variable",0.03243199710906028,2.0
1,CMU [3000-3999 psi],137,"KDE, Uniform",0.0337785175616974,3.0
1,CMU [3000-3999 psi],137,"KDE, Variable",0.02324571844574275,1.0
1,CMU [4000-4999 psi],18,"Normal, Uniform",0.11557485983423266,6.0
1,CMU [4000-4999 psi],18,"Normal, Variable",0.09756490195199095,4.0
1,CMU [4000-4999 psi],18,"Lognormal, Uniform",0.08612053065644999,3.0
1,CMU [4000-4999 psi],18,"Lognormal, Variable",0.05997059436367433,1.0
1,CMU [4000-4999 psi],18,"KDE, Uniform",0.10126698052185398,5.0
1,CMU [4000-4999 psi],18,"KDE, Variable",0.07769491514073534,2.0
1,CMU [5000-5999 psi],8,"Normal, Uniform",0.04827415809604392,6.0
1,CMU [5000-5999 psi],8,"Normal, Variable",0.031506659948724716,1.0
1,CMU [5000-5999 psi],8,"Lognormal, Uniform",0.041680562981842535,4.0
1,CMU [5000-5999 psi],8,"Lognormal, Variable",0.035322867869797984,2.0
1,CMU [5000-5999 psi],8,"KDE, Uniform",0.04603443822844275,5.0
1,CMU [5000-5999 psi],8,"KDE, Variable",0.03867169313727571,3.0
1,CMU [<3000 psi],274,"Normal, Uniform",0.08443192990419329,6.0
1,CMU [<3000 psi],274,"Normal, Variable",0.07103454267203099,5.0
1,CMU [<3000 psi],274,"Lognormal, Uniform",0.03618956007276638,3.0
1,CMU [<3000 psi],274,"Lognormal, Variable",0.028916938999773087,2.0
1,CMU [<3000 psi],274,"KDE, Uniform",0.04373241897959643,4.0
1,CMU [<3000 psi],274,"KDE, Variable",0.0170411243738326,1.0
1,CMU [>=6000 psi],8,"Normal, Uniform",0.11612082170901222,5.0
1,CMU [>=6000 psi],8,"Normal, Variable",0.0667484262273605,1.0
1,CMU [>=6000 psi],8,"Lognormal, Uniform",0.105023291082918,4.0
1,CMU [>=6000 psi],8,"Lognormal, Variable",0.07752519164779786,2.0
1,CMU [>=6000 psi],8,"KDE, Uniform",0.13660540639700552,6.0
1,CMU [>=6000 psi],8,"KDE, Variable",0.07896862294089686,3.0
1,CMU [strength not stated],39,"Normal, Uniform",0.07052305608611142,5.0
1,CMU [strength not stated],39,"Normal, Variable",0.07857778511690838,6.0
1,CMU [strength not stated],39,"Lognormal, Uniform",0.06668025356994858,4.0
1,CMU [strength not stated],39,"Lognormal, Variable",0.05130575507153262,1.0
1,CMU [strength not stated],39,"KDE, Uniform",0.06561018287535475,3.0
1,CMU [strength not stated],39,"KDE, Variable",0.06178895443670823,2.0
1,CableTrays,59,"Normal, Uniform",0.8858830446455217,5.0
1,CableTrays,59,"Normal, Variable",0.9480592292047574,6.0
1,CableTrays,59,"Lognormal, Uniform",0.3724193955644575,4.0
1,CableTrays,59,"Lognormal, Variable",0.3322687438502906,2.0
1,CableTrays,59,"KDE, Uniform",0.3569675764154101,3.0
1,CableTrays,59,"KDE, Variable",0.2628048359558183,1.0
1,Carpet,1989,"Normal, Uniform",0.07547105797337678,5.0
1,Carpet,1989,"Normal, Variable",0.07686030703720224,6.0
1,Carpet,1989,"Lognormal, Uniform",0.03782449684563748,4.0
1,Carpet,1989,"Lognormal, Variable",0.03755035744320994,3.0
1,Carpet,1989,"KDE, Uniform",0.015903868583200784,2.0
1,Carpet,1989,"KDE, Variable",0.01401186619090486,1.0
1,CastDecksAndUnderlayment,255,"Normal, Uniform",0.039688394749642836,4.0
1,CastDecksAndUnderlayment,255,"Normal, Variable",0.0438395322898021,6.0
1,CastDecksAndUnderlayment,255,"Lognormal, Uniform",0.04044089135523142,5.0
1,CastDecksAndUnderlayment,255,"Lognormal, Variable",0.02870301265022669,2.0
1,CastDecksAndUnderlayment,255,"KDE, Uniform",0.028997823646042028,3.0
1,CastDecksAndUnderlayment,255,"KDE, Variable",0.020888663316026956,1.0
1,Cement,1084,"Normal, Uniform",0.07442068679431052,5.0
1,Cement,1084,"Normal, Variable",0.10150366228027716,6.0
1,Cement,1084,"Lognormal, Uniform",0.049559817584727155,3.0
1,Cement,1084,"Lognormal, Variable",0.055642512245616366,4.0
1,Cement,1084,"KDE, Uniform",0.022213315552933727,2.0
1,Cement,1084,"KDE, Variable",0.012604976413521983,1.0
1,CementBoard,21,"Normal, Uniform",0.16680473359079628,6.0
1,CementBoard,21,"Normal, Variable",0.16346427234799513,5.0
1,CementBoard,21,"Lognormal, Uniform",0.1545395160248105,4.0
1,CementBoard,21,"Lognormal, Variable",0.1405436881601209,3.0
1,CementBoard,21,"KDE, Uniform",0.1093541566173718,1.0
1,CementBoard,21,"KDE, Variable",0.13391751871298513,2.0
1,CementGrout,3764,"Normal, Uniform",0.100087379177123,6.0
1,CementGrout,3764,"Normal, Variable",0.09967331270434397,5.0
1,CementGrout,3764,"Lognormal, Uniform",0.03556057554588608,4.0
1,CementGrout,3764,"Lognormal, Variable",0.03429367880873938,3.0
1,CementGrout,3764,"KDE, Uniform",0.009469638332435113,2.0
1,CementGrout,3764,"KDE, Variable",0.006409432229990058,1.0
1,CementitiousSheathingBoard,51,"Normal, Uniform",0.20799031595568718,2.0
1,CementitiousSheathingBoard,51,"Normal, Variable",0.2185592100962913,4.0
1,CementitiousSheathingBoard,51,"Lognormal, Uniform",0.2935721767137234,6.0
1,CementitiousSheathingBoard,51,"Lognormal, Variable",0.29096541161440687,5.0
1,CementitiousSheathingBoard,51,"KDE, Uniform",0.14275928536793436,1.0
1,CementitiousSheathingBoard,51,"KDE, Variable",0.21811200586090346,3.0
1,Chairs,86,"Normal, Uniform",2.0050127116818084,6.0
1,Chairs,86,"Normal, Variable",1.9117517479224702,5.0
1,Chairs,86,"Lognormal, Uniform",0.5079032922592512,2.0
1,Chairs,86,"Lognormal, Variable",0.5334532825232282,3.0
1,Chairs,86,"KDE, Uniform",0.4884925996831832,1.0
1,Chairs,86,"KDE, Variable",0.5812515126034998,4.0
1,Coil,140,"Normal, Uniform",0.14285650012756468,5.0
1,Coil,140,"Normal, Variable",0.16296677630477488,6.0
1,Coil,140,"Lognormal, Uniform",0.1138910562454115,4.0
1,Coil,140,"Lognormal, Variable",0.10540699332349225,3.0
1,Coil,140,"KDE, Uniform",0.06639279296175138,2.0
1,Coil,140,"KDE, Variable",0.05765362072996951,1.0
1,CompositeLumber,16,"Normal, Uniform",0.11622051900899343,5.0
1,CompositeLumber,16,"Normal, Variable",0.06318887830661103,2.0
1,CompositeLumber,16,"Lognormal, Uniform",0.08125054530781525,4.0
1,CompositeLumber,16,"Lognormal, Variable",0.05060708404426565,1.0
1,CompositeLumber,16,"KDE, Uniform",0.12237581003490142,6.0
1,CompositeLumber,16,"KDE, Variable",0.07072224853139097,3.0
1,CompositionSiding,3,"Normal, Uniform",0.3453538583359007,2.0
1,CompositionSiding,3,"Normal, Variable",0.34628533786030535,4.0
1,CompositionSiding,3,"Lognormal, Uniform",0.3455243747443355,3.0
1,CompositionSiding,3,"Lognormal, Variable",0.346458724701422,5.0
1,CompositionSiding,3,"KDE, Uniform",0.3412889591924363,1.0
1,CompositionSiding,3,"KDE, Variable",0.36697466027209424,6.0
1,ConcreteAdmixtures,118,"Normal, Uniform",2.6533386455643146,6.0
1,ConcreteAdmixtures,118,"Normal, Variable",2.0795089174172032,5.0
1,ConcreteAdmixtures,118,"Lognormal, Uniform",0.39469102192245636,4.0
1,ConcreteAdmixtures,118,"Lognormal, Variable",0.3615618925023276,3.0
1,ConcreteAdmixtures,118,"KDE, Uniform",0.23416472736198923,2.0
1,ConcreteAdmixtures,118,"KDE, Variable",0.190001564842239,1.0
1,ConcretePaving [3000-3999 psi],108,"Normal, Uniform",0.028825808903959797,4.0
1,ConcretePaving [3000-3999 psi],108,"Normal, Variable",0.028896806431004486,6.0
1,ConcretePaving [3000-3999 psi],108,"Lognormal, Uniform",0.028798550603465922,3.0
1,ConcretePaving [3000-3999 psi],108,"Lognormal, Variable",0.0288934102823392,5.0
1,ConcretePaving [3000-3999 psi],108,"KDE, Uniform",0.01818187577216295,1.0
1,ConcretePaving [3000-3999 psi],108,"KDE, Variable",0.019702564260862507,2.0
1,ConcretePaving [4000-4999 psi],160,"Normal, Uniform",0.0498700992018518,6.0
1,ConcretePaving [4000-4999 psi],160,"Normal, Variable",0.0382665033743703,4.0
1,ConcretePaving [4000-4999 psi],160,"Lognormal, Uniform",0.03849329510460235,5.0
1,ConcretePaving [4000-4999 psi],160,"Lognormal, Variable",0.03089817340293904,2.0
1,ConcretePaving [4000-4999 psi],160,"KDE, Uniform",0.033880342210585335,3.0
1,ConcretePaving [4000-4999 psi],160,"KDE, Variable",0.018782645473234397,1.0
1,ConcretePaving [5000-5999 psi],42,"Normal, Uniform",0.08218587790288556,5.0
1,ConcretePaving [5000-5999 psi],42,"Normal, Variable",0.08064709192217898,4.0
1,ConcretePaving [5000-5999 psi],42,"Lognormal, Uniform",0.08615964404097044,6.0
1,ConcretePaving [5000-5999 psi],42,"Lognormal, Variable",0.08063849907479925,3.0
1,ConcretePaving [5000-5999 psi],42,"KDE, Uniform",0.055946689987759965,1.0
1,ConcretePaving [5000-5999 psi],42,"KDE, Variable",0.06476857217570198,2.0
1,ConcretePaving [<3000 psi],32,"Normal, Uniform",0.060198066121081396,4.0
1,ConcretePaving [<3000 psi],32,"Normal, Variable",0.03627539598326476,2.0
1,ConcretePaving [<3000 psi],32,"Lognormal, Uniform",0.06020441453668035,5.0
1,ConcretePaving [<3000 psi],32,"Lognormal, Variable",0.036193094645601734,1.0
1,ConcretePaving [<3000 psi],32,"KDE, Uniform",0.062301686397110714,6.0
1,ConcretePaving [<3000 psi],32,"KDE, Variable",0.039857038060495564,3.0
1,ConcretePaving [strength not stated],38,"Normal, Uniform",0.2817683508578923,5.0
1,ConcretePaving [strength not stated],38,"Normal, Variable",0.3217476156421617,6.0
1,ConcretePaving [strength not stated],38,"Lognormal, Uniform",0.14513046461887308,2.0
1,ConcretePaving [strength not stated],38,"Lognormal, Variable",0.14911102569216517,3.0
1,ConcretePaving [strength not stated],38,"KDE, Uniform",0.0884810205213552,1.0
1,ConcretePaving [strength not stated],38,"KDE, Variable",0.16433727259549752,4.0
1,Countertops,76,"Normal, Uniform",0.33096042349443333,5.0
1,Countertops,76,"Normal, Variable",0.4525944848391037,6.0
1,Countertops,76,"Lognormal, Uniform",0.2781874266630166,3.0
1,Countertops,76,"Lognormal, Variable",0.24420858264627787,2.0
1,Countertops,76,"KDE, Uniform",0.17896759612441326,1.0
1,Countertops,76,"KDE, Variable",0.3015936728938122,4.0
1,CurtainWalls,54,"Normal, Uniform",0.24690681132803338,5.0
1,CurtainWalls,54,"Normal, Variable",0.3112606657515452,6.0
1,CurtainWalls,54,"Lognormal, Uniform",0.13935859448833154,3.0
1,CurtainWalls,54,"Lognormal, Variable",0.13576771420261793,2.0
1,CurtainWalls,54,"KDE, Uniform",0.09464179977837654,1.0
1,CurtainWalls,54,"KDE, Variable",0.1641591740661601,4.0
1,DampproofingAndWaterproofing,162,"Normal, Uniform",1.906858248787806,6.0
1,DampproofingAndWaterproofing,162,"Normal, Variable",1.3863519818631822,5.0
1,DampproofingAndWaterproofing,162,"Lognormal, Uniform",0.5835683648414703,4.0
1,DampproofingAndWaterproofing,162,"Lognormal, Variable",0.43520629817796797,3.0
1,DampproofingAndWaterproofing,162,"KDE, Uniform",0.3016505658515921,2.0
1,DampproofingAndWaterproofing,162,"KDE, Variable",0.054479264592525584,1.0
1,DataCabling,951,"Normal, Uniform",1.2611275810265519,5.0
1,DataCabling,951,"Normal, Variable",1.2711242951978672,6.0
1,DataCabling,951,"Lognormal, Uniform",0.5139070607599768,3.0
1,DataCabling,951,"Lognormal, Variable",0.5184251123544334,4.0
1,DataCabling,951,"KDE, Uniform",0.30874203397753763,2.0
1,DataCabling,951,"KDE, Variable",0.2937132376454116,1.0
1,DeckingBoards,7,"Normal, Uniform",0.18058682087134706,4.0
1,DeckingBoards,7,"Normal, Variable",0.18270297738235625,6.0
1,DeckingBoards,7,"Lognormal, Uniform",0.16357620323744343,2.0
1,DeckingBoards,7,"Lognormal, Variable",0.18096350872619707,5.0
1,DeckingBoards,7,"KDE, Uniform",0.14627343708663293,1.0
1,DeckingBoards,7,"KDE, Variable",0.17505940610007303,3.0
1,DeckingSteel,62,"Normal, Uniform",0.0493594710353092,5.0
1,DeckingSteel,62,"Normal, Variable",0.0432227322190689,2.0
1,DeckingSteel,62,"Lognormal, Uniform",0.049375089455168414,6.0
1,DeckingSteel,62,"Lognormal, Variable",0.043211927059554844,1.0
1,DeckingSteel,62,"KDE, Uniform",0.04906067413135026,4.0
1,DeckingSteel,62,"KDE, Variable",0.04456084882163911,3.0
1,DemountablePartitionTrack,4,"Normal, Uniform",0.27448358482917695,4.0
1,DemountablePartitionTrack,4,"Normal, Variable",0.20882206498405456,1.0
1,DemountablePartitionTrack,4,"Lognormal, Uniform",0.5832789979567142,6.0
1,DemountablePartitionTrack,4,"Lognormal, Variable",0.20894501442859384,2.0
1,DemountablePartitionTrack,4,"KDE, Uniform",0.3022797676980822,5.0
1,DemountablePartitionTrack,4,"KDE, Variable",0.22590517589132278,3.0
1,DemountablePartitions,45,"Normal, Uniform",0.10331159084610958,5.0
1,DemountablePartitions,45,"Normal, Variable",0.10234329647845247,3.0
1,DemountablePartitions,45,"Lognormal, Uniform",0.11578362103528862,6.0
1,DemountablePartitions,45,"Lognormal, Variable",0.10237843121878645,4.0
1,DemountablePartitions,45,"KDE, Uniform",0.09554946022290434,2.0
1,DemountablePartitions,45,"KDE, Variable",0.0948213894070786,1.0
1,DoorsAndFrames,61,"Normal, Uniform",0.5946914373721568,5.0
1,DoorsAndFrames,61,"Normal, Variable",0.6809931251732835,6.0
1,DoorsAndFrames,61,"Lognormal, Uniform",0.24229122826739796,3.0
1,DoorsAndFrames,61,"Lognormal, Variable",0.25207290916427805,4.0
1,DoorsAndFrames,61,"KDE, Uniform",0.10593663426226405,1.0
1,DoorsAndFrames,61,"KDE, Variable",0.10659532522051329,2.0
1,Electrical,3,"Normal, Uniform",0.004677110972286621,4.0
1,Electrical,3,"Normal, Variable",0.003673923225485081,1.0
1,Electrical,3,"Lognormal, Uniform",0.005551077969623996,5.0
1,Electrical,3,"Lognormal, Variable",0.004423983735361713,3.0
1,Electrical,3,"KDE, Uniform",0.006281772687661513,6.0
1,Electrical,3,"KDE, Variable",0.00433454203018944,2.0
1,Elevators,20,"Normal, Uniform",1.1066240010671686,6.0
1,Elevators,20,"Normal, Variable",0.820137574444467,4.0
1,Elevators,20,"Lognormal, Uniform",0.4840532917093444,2.0
1,Elevators,20,"Lognormal, Variable",0.459503467497318,1.0
1,Elevators,20,"KDE, Uniform",1.0633413571796362,5.0
1,Elevators,20,"KDE, Variable",0.7989505099665382,3.0
1,FenestrationAccessories,17,"Normal, Uniform",0.9280468245874409,5.0
1,FenestrationAccessories,17,"Normal, Variable",1.0036023171074695,6.0
1,FenestrationAccessories,17,"Lognormal, Uniform",0.41629203100987755,1.0
1,FenestrationAccessories,17,"Lognormal, Variable",0.4179229045065065,2.0
1,FenestrationAccessories,17,"KDE, Uniform",0.5715584044761873,3.0
1,FenestrationAccessories,17,"KDE, Variable",0.785337520050785,4.0
1,FenestrationFraming,259,"Normal, Uniform",0.49873830733827373,5.0
1,FenestrationFraming,259,"Normal, Variable",0.6192508092351472,6.0
1,FenestrationFraming,259,"Lognormal, Uniform",0.11457552031537753,3.0
1,FenestrationFraming,259,"Lognormal, Variable",0.11814610923277,4.0
1,FenestrationFraming,259,"KDE, Uniform",0.10871081504518151,2.0
1,FenestrationFraming,259,"KDE, Variable",0.08609464164934191,1.0
1,FiberCementSiding,29,"Normal, Uniform",0.17987451882621308,5.0
1,FiberCementSiding,29,"Normal, Variable",0.20517156588493712,6.0
1,FiberCementSiding,29,"Lognormal, Uniform",0.10426999244984227,3.0
1,FiberCementSiding,29,"Lognormal, Variable",0.10274959293374594,2.0
1,FiberCementSiding,29,"KDE, Uniform",0.09234535438314774,1.0
1,FiberCementSiding,29,"KDE, Variable",0.12374025599162322,4.0
1,FireAndSmokeProtection,22,"Normal, Uniform",0.4143875420722747,6.0
1,FireAndSmokeProtection,22,"Normal, Variable",0.28479256916182355,4.0
1,FireAndSmokeProtection,22,"Lognormal, Uniform",0.1933774250261267,2.0
1,FireAndSmokeProtection,22,"Lognormal, Variable",0.15074750973439197,1.0
1,FireAndSmokeProtection,22,"KDE, Uniform",0.3244953038358256,5.0
1,FireAndSmokeProtection,22,"KDE, Variable",0.20251716900403066,3.0
1,FlashingAndSheetMetal,12,"Normal, Uniform",0.6629594648543714,3.0
1,FlashingAndSheetMetal,12,"Normal, Variable",0.7192896078624265,5.0
1,FlashingAndSheetMetal,12,"Lognormal, Uniform",0.6776094210923215,4.0
1,FlashingAndSheetMetal,12,"Lognormal, Variable",0.5488352593083455,2.0
1,FlashingAndSheetMetal,12,"KDE, Uniform",0.45757514580930103,1.0
1,FlashingAndSheetMetal,12,"KDE, Variable",0.792600941635496,6.0
1,FlatGlassPanes,47,"Normal, Uniform",0.544002550523427,6.0
1,FlatGlassPanes,47,"Normal, Variable",0.3211327686491141,5.0
1,FlatGlassPanes,47,"Lognormal, Uniform",0.1747155866773371,2.0
1,FlatGlassPanes,47,"Lognormal, Variable",0.12469076679723569,1.0
1,FlatGlassPanes,47,"KDE, Uniform",0.2622998281361053,4.0
1,FlatGlassPanes,47,"KDE, Variable",0.20199659495692593,3.0
1,FlowableFill,2008,"Normal, Uniform",0.2984407854441392,6.0
1,FlowableFill,2008,"Normal, Variable",0.2893859135620739,5.0
1,FlowableFill,2008,"Lognormal, Uniform",0.10213177676853757,4.0
1,FlowableFill,2008,"Lognormal, Variable",0.10121814585171755,3.0
1,FlowableFill,2008,"KDE, Uniform",0.02797332832543702,2.0
1,FlowableFill,2008,"KDE, Variable",0.02193400806026585,1.0
1,FoamedInPlace [PIR or PUR],8,"Normal, Uniform",0.6469665691348909,4.0
1,FoamedInPlace [PIR or PUR],8,"Normal, Variable",0.705486681267449,6.0
1,FoamedInPlace [PIR or PUR],8,"Lognormal, Uniform",0.47571895097114786,3.0
1,FoamedInPlace [PIR or PUR],8,"Lognormal, Variable",0.45478425901220704,1.0
1,FoamedInPlace [PIR or PUR],8,"KDE, Uniform",0.4614078061226761,2.0
1,FoamedInPlace [PIR or PUR],8,"KDE, Variable",0.694548348149935,5.0
1,FoamedInPlace [type not stated],5,"Normal, Uniform",0.06213484753762182,4.0
1,FoamedInPlace [type not stated],5,"Normal, Variable",0.030948375900996677,1.0
1,FoamedInPlace [type not stated],5,"Lognormal, Uniform",0.062180129331870455,5.0
1,FoamedInPlace [type not stated],5,"Lognormal, Variable",0.03097705891480298,2.0
1,FoamedInPlace [type not stated],5,"KDE, Uniform",0.08609802538283746,6.0
1,FoamedInPlace [type not stated],5,"KDE, Variable",0.03544265238181114,3.0
1,Furnishings,7,"Normal, Uniform",0.11352661324636193,4.0
1,Furnishings,7,"Normal, Variable",0.10093032678535448,1.0
1,Furnishings,7,"Lognormal, Uniform",0.11356283809525701,5.0
1,Furnishings,7,"Lognormal, Variable",0.10097728411629908,2.0
1,Furnishings,7,"KDE, Uniform",0.1372001026561499,6.0
1,Furnishings,7,"KDE, Variable",0.11249048696686899,3.0
1,GlazedDoors,141,"Normal, Uniform",0.679789485937492,6.0
1,GlazedDoors,141,"Normal, Variable",0.3546362315810166,5.0
1,GlazedDoors,141,"Lognormal, Uniform",0.17522061504214437,3.0
1,GlazedDoors,141,"Lognormal, Variable",0.08202151072187995,2.0
1,GlazedDoors,141,"KDE, Uniform",0.24470735796275472,4.0
1,GlazedDoors,141,"KDE, Variable",0.07818019363295851,1.0
1,Grouting,219,"Normal, Uniform",3.293999390103363,6.0
1,Grouting,219,"Normal, Variable",2.4406492532349624,5.0
1,Grouting,219,"Lognormal, Uniform",0.6304691750147216,4.0
1,Grouting,219,"Lognormal, Variable",0.5139347432919608,3.0
1,Grouting,219,"KDE, Uniform",0.3305624557390391,2.0
1,Grouting,219,"KDE, Variable",0.12053696755151669,1.0
1,Gypsum,771,"Normal, Uniform",0.19092773849235847,5.0
1,Gypsum,771,"Normal, Variable",0.19270726764330798,6.0
1,Gypsum,771,"Lognormal, Uniform",0.04286450133524836,3.0
1,Gypsum,771,"Lognormal, Variable",0.04527028494963054,4.0
1,Gypsum,771,"KDE, Uniform",0.02176108410069038,2.0
1,Gypsum,771,"KDE, Variable",0.015934353869781204,1.0
1,GypsumSheathingBoard,19,"Normal, Uniform",0.07523085039850821,4.0
1,GypsumSheathingBoard,19,"Normal, Variable",0.059695153388730146,1.0
1,GypsumSheathingBoard,19,"Lognormal, Uniform",0.10068941911350796,6.0
1,GypsumSheathingBoard,19,"Lognormal, Variable",0.059720885308637006,2.0
