arm,dataset,n,weighting,family,method,w1,seconds,status,mass_below_zero,threshold
empirical,Tables,161,Uniform,lognormal_2p,mle,0.6067934288482939,0.0003172910073772073,,0.0,0.0
empirical,Tables,161,Uniform,lognormal_2p,w1,0.2588026508510528,0.047174125094898045,,0.0,0.0
empirical,Tables,161,Uniform,lognormal_3p,mle,0.30618155799648944,0.0022894999710842967,boundary_guard,0.12034731276357635,-0.3455953675813771
empirical,Tables,161,Uniform,lognormal_3p,w1,0.2702985469606985,0.11868666706141084,,0.9084621519350405,-1.5164781496916357
empirical,Tables,161,Uniform,lognormal_offset,mle,0.3255705089677502,0.00028120900969952345,,0.13250513735458552,-0.5
empirical,Tables,161,Uniform,lognormal_offset,w1,0.2562955470945445,0.0527312079211697,,0.3943805674011862,-0.5
empirical,Tables,161,Uniform,gamma,mle,0.3008745102154461,0.00028070900589227676,,0.0,0.0
empirical,Tables,161,Uniform,gamma,w1,0.21029388914134278,0.03861233300995082,,0.0,0.0
empirical,Tables,161,Uniform,kde,mle,0.6102304443310116,,,0.22747532540197346,
empirical,Tables,161,Variable,normal,mle,0.570814659812197,0.0002785000251606107,,0.23871040763864265,0.8095707097956559
empirical,Tables,161,Variable,normal,w1,0.19914327469686707,0.13175904098898172,,0.9999999999999999,-60.771171116496824
empirical,Tables,161,Variable,lognormal_2p,mle,0.5001091104063381,0.0003202910302206874,,0.0,0.0
empirical,Tables,161,Variable,lognormal_2p,w1,0.18392266540404847,0.05143145797774196,,0.0,0.0
empirical,Tables,161,Variable,lognormal_3p,mle,0.16657596672567218,0.0024734160397201777,boundary_guard,0.12238584709002975,-0.27478890233202996
empirical,Tables,161,Variable,lognormal_3p,w1,0.14630421957312417,0.1948564579943195,,0.9163236645399908,-1.2965473823839009
empirical,Tables,161,Variable,lognormal_offset,mle,0.207908115588437,0.0002494580112397671,,0.14063535779521885,-0.5
empirical,Tables,161,Variable,lognormal_offset,w1,0.14955019975559997,0.0514756670454517,,0.4484402905896092,-0.5
empirical,Tables,161,Variable,gamma,mle,0.12182780036513466,0.00029554206412285566,,0.0,0.0
empirical,Tables,161,Variable,gamma,w1,0.09622174704940854,0.037617458030581474,,0.0,0.0
empirical,Tables,161,Variable,kde,mle,0.36814253543935355,,,0.23527676720947965,
empirical,TileGrout,43,Uniform,normal,mle,0.7689287446491848,0.00030916708055883646,,0.23998005404916462,0.9999999999999997
empirical,TileGrout,43,Uniform,normal,w1,0.24662504471998,0.07823883299715817,,0.9999999999999999,-61.617561233287695
empirical,TileGrout,43,Uniform,lognormal_2p,mle,0.1868259317690461,0.00033133302349597216,,0.0,0.0
empirical,TileGrout,43,Uniform,lognormal_2p,w1,0.17566953678570818,0.04931283392943442,,0.0,0.0
empirical,TileGrout,43,Uniform,lognormal_3p,mle,0.22851787059260942,0.0022313330555334687,boundary_guard,0.015374110362676842,-0.25599965522777957
empirical,TileGrout,43,Uniform,lognormal_3p,w1,0.1603210059106734,0.198923125048168,,0.0,0.0979241509620481
empirical,TileGrout,43,Uniform,lognormal_offset,mle,0.25731005154865266,0.0002786250552162528,,0.04007892269684098,-0.5
empirical,TileGrout,43,Uniform,lognormal_offset,w1,0.21972920219809505,0.06371987506281585,,0.545392818640563,-0.5
empirical,TileGrout,43,Uniform,gamma,mle,0.261039110906159,0.00027020799461752176,,0.0,0.0
empirical,TileGrout,43,Uniform,gamma,w1,0.2482927109042462,0.03790929191745818,,0.0,0.0
empirical,TileGrout,43,Uniform,kde,mle,0.3790931230261947,,,0.19307414333208248,
empirical,TileGrout,43,Variable,normal,mle,0.690232064500526,0.00029545894358307123,,0.222704682684222,0.9794089103831002
empirical,TileGrout,43,Variable,normal,w1,0.24658132576645359,0.10172808298375458,,0.9999999999999999,-61.99694259128733
empirical,TileGrout,43,Variable,lognormal_2p,mle,0.17529990351313526,0.0003012079978361726,,0.0,0.0
empirical,TileGrout,43,Variable,lognormal_2p,w1,0.17131454386559208,0.03893033310305327,,0.0,0.0
empirical,TileGrout,43,Variable,lognormal_3p,mle,0.22253626517277927,0.0020640420261770487,boundary_guard,0.012559591608303063,-0.22294499282963798
empirical,TileGrout,43,Variable,lognormal_3p,w1,0.15445629517994985,0.19612004107329994,,0.0,0.09792415096035963
empirical,TileGrout,43,Variable,lognormal_offset,mle,0.2597227970537741,0.0002709169639274478,,0.037913000894984276,-0.5
empirical,TileGrout,43,Variable,lognormal_offset,w1,0.21286234193261058,0.12522629206068814,,0.2820943701801817,-0.5
empirical,TileGrout,43,Variable,gamma,mle,0.2527092980156117,0.0002673340495675802,,0.0,0.0
empirical,TileGrout,43,Variable,gamma,w1,0.24132913674204817,0.03470779093913734,,0.0,0.0
empirical,TileGrout,43,Variable,kde,mle,0.3645091629601232,,,0.19453088099232346,
empirical,Timber,17,Uniform,normal,mle,0.23542755347488842,0.0002940420527011156,,0.08118495775692947,0.9999999999999998
empirical,Timber,17,Uniform,normal,w1,0.14503186663104034,0.044861832982860506,,0.5377533461329558,-0.12160874321590942
empirical,Timber,17,Uniform,lognormal_2p,mle,0.18535353304672075,0.00031929207034409046,,0.0,0.0
empirical,Timber,17,Uniform,lognormal_2p,w1,0.17866719017454982,0.04097275005187839,,0.0,0.0
empirical,Timber,17,Uniform,lognormal_3p,mle,0.1913815735907635,0.0021388339810073376,boundary_guard,0.0,0.023980035976926384
empirical,Timber,17,Uniform,lognormal_3p,w1,0.14503762557317368,0.27631170907989144,,0.5370634115234874,-2229.918680222264
empirical,Timber,17,Uniform,lognormal_offset,mle,0.16243273633766508,0.00028262496925890446,,0.016727000002442656,-0.5
empirical,Timber,17,Uniform,lognormal_offset,w1,0.155456134479371,0.04514429101254791,,0.03323028773646352,-0.5
empirical,Timber,17,Uniform,gamma,mle,0.14782002207328185,0.0002877080114558339,,0.0,0.0
empirical,Timber,17,Uniform,gamma,w1,0.14587876494597127,0.04928133392240852,,0.0,0.0
empirical,Timber,17,Uniform,kde,mle,0.15546894649545,,,0.09576390255275977,
empirical,Timber,17,Variable,normal,mle,0.23990572763736814,0.00029058405198156834,,0.08339559328324558,1.0202980087532298
empirical,Timber,17,Variable,normal,w1,0.14360036055660808,0.06006762501783669,,0.4604535379449218,0.11969135435216824
empirical,Timber,17,Variable,lognormal_2p,mle,0.18473740085286763,0.0003280830569565296,,0.0,0.0
empirical,Timber,17,Variable,lognormal_2p,w1,0.17851665379710532,0.049179584020748734,,0.0,0.0
empirical,Timber,17,Variable,lognormal_3p,mle,0.18940003501732344,0.0025721669662743807,boundary_guard,0.0,0.01842575289099846
empirical,Timber,17,Variable,lognormal_3p,w1,0.1436777504135057,0.1521159999538213,,0.4552809981135849,-192.16212250412298
empirical,Timber,17,Variable,lognormal_offset,mle,0.1650824008913897,0.00026929203886538744,,0.016004822598550773,-0.5
empirical,Timber,17,Variable,lognormal_offset,w1,0.155187599673238,0.04746741696726531,,0.03010219817329003,-0.5
empirical,Timber,17,Variable,gamma,mle,0.14852133178911514,0.00026695907581597567,,0.0,0.0
empirical,Timber,17,Variable,gamma,w1,0.1453088923102454,0.045028749969787896,,0.0,0.0
empirical,Timber,17,Variable,kde,mle,0.17858518114758165,,,0.10418610014374116,
empirical,TranslucentWallAndRoofAssemblies,46,Uniform,normal,mle,0.6920785936621305,0.00029324996285140514,,0.20733766387351493,1.0
empirical,TranslucentWallAndRoofAssemblies,46,Uniform,normal,w1,0.2585300907440717,0.07537608407437801,,0.9999999999999999,-66.60633099868033
empirical,TranslucentWallAndRoofAssemblies,46,Uniform,lognormal_2p,mle,0.22064299667866225,0.0005255409050732851,,0.0,0.0
empirical,TranslucentWallAndRoofAssemblies,46,Uniform,lognormal_2p,w1,0.19923515716830567,0.0638362499885261,,0.0,0.0
empirical,TranslucentWallAndRoofAssemblies,46,Uniform,lognormal_3p,mle,0.26051608559944683,0.0027594160055741668,boundary_guard,0.04551988924843573,-0.28206492342882583
empirical,TranslucentWallAndRoofAssemblies,46,Uniform,lognormal_3p,w1,0.1967485275616287,0.2926367080071941,,0.0,0.024422660999502504
empirical,TranslucentWallAndRoofAssemblies,46,Uniform,lognormal_offset,mle,0.30612444338973754,0.0002669580280780792,,0.07125800774907795,-0.5
empirical,TranslucentWallAndRoofAssemblies,46,Uniform,lognormal_offset,w1,0.21796961655252067,0.04626158392056823,,0.5120288484100771,-0.5
empirical,TranslucentWallAndRoofAssemblies,46,Uniform,gamma,mle,0.2717764199874139,0.0002861670218408108,,0.0,0.0
empirical,TranslucentWallAndRoofAssemblies,46,Uniform,gamma,w1,0.24378916749626228,0.04871870798524469,,0.0,0.0
empirical,TranslucentWallAndRoofAssemblies,46,Uniform,kde,mle,0.4107964026693026,,,0.19279223535220663,
empirical,TranslucentWallAndRoofAssemblies,46,Variable,normal,mle,0.6380441251544235,0.0002845419803634286,,0.21102594467281915,0.9288922048204401
empirical,TranslucentWallAndRoofAssemblies,46,Variable,normal,w1,0.2362466727879871,0.07347970898263156,,0.9999999999999999,-57.86372788003706
empirical,TranslucentWallAndRoofAssemblies,46,Variable,lognormal_2p,mle,0.189547552396642,0.00034454104024916887,,0.0,0.0
empirical,TranslucentWallAndRoofAssemblies,46,Variable,lognormal_2p,w1,0.18158792168110832,0.04513637500349432,,0.0,0.0
empirical,TranslucentWallAndRoofAssemblies,46,Variable,lognormal_3p,mle,0.2435661535021833,0.0020269579254090786,boundary_guard,0.034774003697957544,-0.264819754244512
empirical,TranslucentWallAndRoofAssemblies,46,Variable,lognormal_3p,w1,0.1793358910062074,0.22903516597580165,,0.0,0.024422661002430606
empirical,TranslucentWallAndRoofAssemblies,46,Variable,lognormal_offset,mle,0.28554312732099646,0.0002830829471349716,,0.06212126266404663,-0.5
empirical,TranslucentWallAndRoofAssemblies,46,Variable,lognormal_offset,w1,0.20205922921042344,0.05560358299408108,,0.42624557834736193,-0.5
empirical,TranslucentWallAndRoofAssemblies,46,Variable,gamma,mle,0.2540579776423458,0.00027379102539271116,,0.0,0.0
empirical,TranslucentWallAndRoofAssemblies,46,Variable,gamma,w1,0.2242565001523716,0.05535591708030552,,0.0,0.0
empirical,TranslucentWallAndRoofAssemblies,46,Variable,kde,mle,0.33984336612536625,,,0.199575891779745,
empirical,UnitSkylights,17,Uniform,normal,mle,0.18197931530007255,0.00030908396001905203,,0.05829009380585608,1.0000000000000002
empirical,UnitSkylights,17,Uniform,normal,w1,0.1439534307314383,0.03889687510672957,,0.181729623145355,0.7413273843081648
empirical,UnitSkylights,17,Uniform,lognormal_2p,mle,0.21412581210920828,0.0003227499546483159,,0.0,0.0
empirical,UnitSkylights,17,Uniform,lognormal_2p,w1,0.19145148684592264,0.04313404206186533,,0.0,0.0
empirical,UnitSkylights,17,Uniform,lognormal_3p,mle,0.17437150902085038,0.0023188330233097076,interior,0.0025451950693466062,-0.26917785625684076
empirical,UnitSkylights,17,Uniform,lognormal_3p,w1,0.15294056988087534,0.1060588340042159,,0.03558813213363652,-1.2396921123094826
empirical,UnitSkylights,17,Uniform,lognormal_offset,mle,0.16394871070085937,0.00026287499349564314,,0.007405895482755743,-0.5
empirical,UnitSkylights,17,Uniform,lognormal_offset,w1,0.163832693823151,0.03926099999807775,,0.008562223033685323,-0.5
empirical,UnitSkylights,17,Uniform,gamma,mle,0.16171516757563512,0.00029108289163559675,,0.0,0.0
empirical,UnitSkylights,17,Uniform,gamma,w1,0.16023016027333276,0.04015566594898701,,0.0,0.0
empirical,UnitSkylights,17,Uniform,kde,mle,0.14327656278411913,,,0.06540960355534417,
empirical,UnitSkylights,17,Variable,normal,mle,0.19338505815288773,0.0002816669875755906,,0.06415704771776937,1.0418976103206044
empirical,UnitSkylights,17,Variable,normal,w1,0.14358342971172056,0.04467962495982647,,0.19487919964021105,0.7247582778171036
empirical,UnitSkylights,17,Variable,lognormal_2p,mle,0.23871944590069638,0.0003120830515399575,,0.0,0.0
empirical,UnitSkylights,17,Variable,lognormal_2p,w1,0.19019978598248946,0.051944667007774115,,0.0,0.0
empirical,UnitSkylights,17,Variable,lognormal_3p,mle,0.17881943371594547,0.0024012080393731594,interior,0.0066113822681708335,-0.3224565161042282
empirical,UnitSkylights,17,Variable,lognormal_3p,w1,0.14363994442328065,0.2855778340017423,,0.19148615590403428,-142.90351137692323
empirical,UnitSkylights,17,Variable,lognormal_offset,mle,0.16902783902502747,0.0002721250057220459,,0.011819740458542853,-0.5
empirical,UnitSkylights,17,Variable,lognormal_offset,w1,0.16363908330726004,0.051744834054261446,,0.007311157087972818,-0.5
empirical,UnitSkylights,17,Variable,gamma,mle,0.16691613155784474,0.000297166989184916,,0.0,0.0
empirical,UnitSkylights,17,Variable,gamma,w1,0.1601605376627196,0.04540104104671627,,0.0,0.0
empirical,UnitSkylights,17,Variable,kde,mle,0.17369395639479876,,,0.08723009731019699,
empirical,VinylSiding,11,Uniform,normal,mle,1.0114073315246515,0.00029858294874429703,,0.23506659871259988,0.9999999999999998
empirical,VinylSiding,11,Uniform,normal,w1,0.3009108239877079,0.0802397079532966,,0.9999999999999999,-58.485202339591844
empirical,VinylSiding,11,Uniform,lognormal_2p,mle,0.5181758685132257,0.00031633395701646805,,0.0,0.0
empirical,VinylSiding,11,Uniform,lognormal_2p,w1,0.4554508798625017,0.051933040958829224,,0.0,0.0
empirical,VinylSiding,11,Uniform,lognormal_3p,mle,0.4931784823591041,0.0023211250081658363,boundary_guard,0.10008616831069206,-0.3249704689252068
empirical,VinylSiding,11,Uniform,lognormal_3p,w1,0.4277814244681411,0.1399748750263825,,0.4165469110501715,-0.2897286647836967
empirical,VinylSiding,11,Uniform,lognormal_offset,mle,0.5290864015952254,0.0002806249540299177,,0.12091064886108427,-0.5
empirical,VinylSiding,11,Uniform,lognormal_offset,w1,0.4151982915316331,0.05266041599679738,,0.7015528762422263,-0.5
empirical,VinylSiding,11,Uniform,gamma,mle,0.49535051651999934,0.00030287494882941246,,0.0,0.0
empirical,VinylSiding,11,Uniform,gamma,w1,0.4487156197423162,0.0442953750025481,,0.0,0.0
empirical,VinylSiding,11,Uniform,kde,mle,1.0931841066346497,,,0.2804025946254672,
empirical,VinylSiding,11,Variable,normal,mle,0.37913296576054867,0.0002758330665528774,,0.21591889575785317,0.5511671176368158
empirical,VinylSiding,11,Variable,normal,w1,0.12418977607957021,0.10358933301176876,,0.9999999999999999,-35.54828959610438
empirical,VinylSiding,11,Variable,lognormal_2p,mle,0.12296981739923367,0.00032287498470395803,,0.0,0.0
empirical,VinylSiding,11,Variable,lognormal_2p,w1,0.10843519911721887,0.04379512497689575,,0.0,0.0
empirical,VinylSiding,11,Variable,lognormal_3p,mle,0.11969848415916494,0.002052875002846122,boundary_guard,0.04017030685443543,-0.154132155996635
empirical,VinylSiding,11,Variable,lognormal_3p,w1,0.10665416804098335,0.11995170800946653,,0.015915045202506736,-0.057895154951777786
empirical,VinylSiding,11,Variable,lognormal_offset,mle,0.170014151632766,0.0002907909220084548,,0.08850333556128448,-0.5
empirical,VinylSiding,11,Variable,lognormal_offset,w1,0.10942365364742579,0.047541625099256635,,0.5423388214122205,-0.5
empirical,VinylSiding,11,Variable,gamma,mle,0.1299703205345554,0.00035916606429964304,,0.0,0.0
empirical,VinylSiding,11,Variable,gamma,w1,0.12054580287670007,0.04816683300305158,,0.0,0.0
empirical,VinylSiding,11,Variable,kde,mle,0.28450150451402356,,,0.2362729474891886,
empirical,WallBase,14,Uniform,normal,mle,0.19372487172714198,0.00029129208996891975,,0.0025464332338811153,1.0000000000000004
empirical,WallBase,14,Uniform,normal,w1,0.1811114901151263,0.04508808406535536,,0.0022210761571993735,0.9809669131020522
empirical,WallBase,14,Uniform,lognormal_2p,mle,0.16928822132386537,0.0003269169246777892,,0.0,0.0
empirical,WallBase,14,Uniform,lognormal_2p,w1,0.1693987548226758,0.03633562498725951,,0.0,0.0
empirical,WallBase,14,Uniform,lognormal_3p,mle,0.17290330421561598,0.0021247080294415355,interior,1.1076400250453616e-07,-0.302993007131159
empirical,WallBase,14,Uniform,lognormal_3p,w1,0.17110651544221056,0.10254416707903147,,2.840493927710126e-05,-0.7990634875139349
empirical,WallBase,14,Uniform,lognormal_offset,mle,0.17494603051565338,0.00030750001315027475,,2.9286520841046804e-06,-0.5
empirical,WallBase,14,Uniform,lognormal_offset,w1,0.1691703368971601,0.05103500001132488,,2.8990468192720884e-06,-0.5
empirical,WallBase,14,Uniform,gamma,mle,0.17352794823179954,0.0002853330224752426,,0.0,0.0
empirical,WallBase,14,Uniform,gamma,w1,0.1691201622423098,0.04867516702506691,,0.0,0.0
empirical,WallBase,14,Uniform,kde,mle,0.17836157915985396,,,0.0023529491721839897,
empirical,WallBase,14,Variable,normal,mle,0.10890481817438152,0.00039479194674640894,,0.014776463412313987,0.8516393997769891
empirical,WallBase,14,Variable,normal,w1,0.09731621821039001,0.04641429195180535,,0.03562435884128536,0.786677932820436
empirical,WallBase,14,Variable,lognormal_2p,mle,0.09105907057279974,0.0003626249963417649,,0.0,0.0
empirical,WallBase,14,Variable,lognormal_2p,w1,0.09026015935262387,0.039235583040863276,,0.0,0.0
empirical,WallBase,14,Variable,lognormal_3p,mle,0.11706617481650554,0.0022742089349776506,boundary_guard,0.0,0.342933857024774
empirical,WallBase,14,Variable,lognormal_3p,w1,0.08891575711422275,0.11137425003107637,,3.328389756505761e-05,-0.24631015712592902
empirical,WallBase,14,Variable,lognormal_offset,mle,0.09126832435472951,0.00025779101997613907,,0.0002382686492832204,-0.5
empirical,WallBase,14,Variable,lognormal_offset,w1,0.0893853256843236,0.04319116601254791,,0.0006209310946632146,-0.5
empirical,WallBase,14,Variable,gamma,mle,0.0882687299293017,0.00029966700822114944,,0.0,0.0
empirical,WallBase,14,Variable,gamma,w1,0.0861527459087407,0.04675229103304446,,0.0,0.0
empirical,WallBase,14,Variable,kde,mle,0.10294786624976529,,,0.018420768040755937,
empirical,WallFinishes,173,Uniform,normal,mle,1.5635545677280671,0.0003167910035699606,,0.34310241160718724,1.0
empirical,WallFinishes,173,Uniform,normal,w1,0.5765541342613509,0.09503858408425003,,0.9999999999999999,-53.524316253934934
empirical,WallFinishes,173,Uniform,lognormal_2p,mle,0.24924479471483002,0.00032958295196294785,,0.0,0.0
empirical,WallFinishes,173,Uniform,lognormal_2p,w1,0.25834129107581816,0.043217041064053774,,0.0,0.0
empirical,WallFinishes,173,Uniform,lognormal_3p,mle,0.6147355877298267,0.0022574589820578694,boundary_guard,0.14637681703057082,-0.6141035212975979
empirical,WallFinishes,173,Uniform,lognormal_3p,w1,0.28004306199688184,0.2993892499944195,,0.9999999999999999,-0.6803529334007495
empirical,WallFinishes,173,Uniform,lognormal_offset,mle,0.5866736916674788,0.0002772919833660126,,0.1356929865322295,-0.5
empirical,WallFinishes,173,Uniform,lognormal_offset,w1,0.27022180583577976,0.07263745809905231,,0.9959893371205255,-0.5
empirical,WallFinishes,173,Uniform,gamma,mle,0.5035976778538745,0.00027775007765740156,,0.0,0.0
empirical,WallFinishes,173,Uniform,gamma,w1,0.26242101035942744,0.055696082999929786,,0.0,0.0
empirical,WallFinishes,173,Uniform,kde,mle,0.7089618898198431,,,0.2920768807390019,
empirical,WallFinishes,173,Variable,normal,mle,1.6038456102623484,0.0003179579507559538,,0.3246649830497195,1.1200226751763938
empirical,WallFinishes,173,Variable,normal,w1,0.5752956774971161,0.0913711249595508,,0.9999999999999999,-56.02077810980836
empirical,WallFinishes,173,Variable,lognormal_2p,mle,0.30781916914639146,0.00033487495966255665,,0.0,0.0
empirical,WallFinishes,173,Variable,lognormal_2p,w1,0.2320043023363897,0.045749417040497065,,0.0,0.0
empirical,WallFinishes,173,Variable,lognormal_3p,mle,0.6271805761179865,0.002410167013294995,boundary_guard,0.16654315607936226,-0.6111203801336671
empirical,WallFinishes,173,Variable,lognormal_3p,w1,0.23198017741364535,0.27148662507534027,,0.0,0.004657502947674774
empirical,WallFinishes,173,Variable,lognormal_offset,mle,0.5914110723025603,0.00027254107408225536,,0.15599651723487862,-0.5
empirical,WallFinishes,173,Variable,lognormal_offset,w1,0.2578222772463377,0.11020433297380805,,0.9999972819598697,-0.5
empirical,WallFinishes,173,Variable,gamma,mle,0.514714377347174,0.0002785420510917902,,0.0,0.0
empirical,WallFinishes,173,Variable,gamma,w1,0.2409315528276793,0.08435166697017848,,0.0,0.0
empirical,WallFinishes,173,Variable,kde,mle,0.880838987011583,,,0.31277089373548744,
empirical,WallPanels,163,Uniform,normal,mle,0.36627448801330054,0.000321083003655076,,0.16122791202704267,1.0
empirical,WallPanels,163,Uniform,normal,w1,0.22149233835332086,0.13566183298826218,,0.9999999999999999,-63.188434347946156
empirical,WallPanels,163,Uniform,lognormal_2p,mle,0.13848621217427332,0.0003209169954061508,,0.0,0.0
empirical,WallPanels,163,Uniform,lognormal_2p,w1,0.15760386622306444,0.04471545899286866,,0.0,0.0
empirical,WallPanels,163,Uniform,lognormal_3p,mle,0.14914878492989384,0.002574958954937756,boundary_guard,0.007873699187649966,-0.20928774344475692
empirical,WallPanels,163,Uniform,lognormal_3p,w1,0.15926723616616223,0.1061479999916628,,0.0,0.003628599719818805
empirical,WallPanels,163,Uniform,lognormal_offset,mle,0.16020049513766546,0.00030620803590863943,,0.02607901059665796,-0.5
empirical,WallPanels,163,Uniform,lognormal_offset,w1,0.1765173244562761,0.045782458037137985,,0.07967564726629722,-0.5
empirical,WallPanels,163,Uniform,gamma,mle,0.14567342695011368,0.00029679201543331146,,0.0,0.0
empirical,WallPanels,163,Uniform,gamma,w1,0.17978009034938847,0.03532383299898356,,0.0,0.0
empirical,WallPanels,163,Uniform,kde,mle,0.08904486202623338,,,0.08698222598068102,
empirical,WallPanels,163,Variable,normal,mle,0.500775383654272,0.00045320799108594656,,0.1667944023654953,1.1239465278438072
empirical,WallPanels,163,Variable,normal,w1,0.14738811000396124,0.13080912502482533,,0.9999999722449907,-31.71374214387602
empirical,WallPanels,163,Variable,lognormal_2p,mle,0.1094995054746117,0.0003142500063404441,,0.0,0.0
empirical,WallPanels,163,Variable,lognormal_2p,w1,0.09411811531020622,0.04414908401668072,,0.0,0.0
empirical,WallPanels,163,Variable,lognormal_3p,mle,0.11593720833742864,0.002390792011283338,boundary_guard,0.010761170270055007,-0.2472179768957255
empirical,WallPanels,163,Variable,lognormal_3p,w1,0.09276177460269645,0.10795966698788106,,8.024618476693564e-05,-0.040847078444368835
empirical,WallPanels,163,Variable,lognormal_offset,mle,0.1536481381146539,0.0002786669647321105,,0.027042521640276422,-0.5
empirical,WallPanels,163,Variable,lognormal_offset,w1,0.11588685736014796,0.04508908395655453,,0.06784308184355943,-0.5
empirical,WallPanels,163,Variable,gamma,mle,0.14242096213873195,0.0002952089998871088,,0.0,0.0
empirical,WallPanels,163,Variable,gamma,w1,0.1310670836138786,0.046191666973754764,,0.0,0.0
empirical,WallPanels,163,Variable,kde,mle,0.19825150415635787,,,0.11456646680715182,
empirical,WeatherBarriers,59,Uniform,normal,mle,0.9622878130602048,0.00030204199720174074,,0.24523284461552503,1.0
empirical,WeatherBarriers,59,Uniform,normal,w1,0.45718556042333947,0.07752554095350206,,0.9999999999999999,-54.567508023358315
empirical,WeatherBarriers,59,Uniform,lognormal_2p,mle,0.39521654992361954,0.0003293330082669854,,0.0,0.0
empirical,WeatherBarriers,59,Uniform,lognormal_2p,w1,0.37270604437294347,0.04666441702283919,,0.0,0.0
empirical,WeatherBarriers,59,Uniform,lognormal_3p,mle,0.4386191876296217,0.0022522499784827232,boundary_guard,0.008865812179792754,-0.16828860760513142
empirical,WeatherBarriers,59,Uniform,lognormal_3p,w1,0.3165591308442419,0.10889350005891174,,0.0,0.1842309225267369
empirical,WeatherBarriers,59,Uniform,lognormal_offset,mle,0.4939766197736047,0.000288749928586185,,0.046420143902614217,-0.5
empirical,WeatherBarriers,59,Uniform,lognormal_offset,w1,0.4055011101578128,0.06411070900503546,,0.3616964917915928,-0.5
empirical,WeatherBarriers,59,Uniform,gamma,mle,0.4995048299488722,0.00029308395460247993,,0.0,0.0
empirical,WeatherBarriers,59,Uniform,gamma,w1,0.45780393209911285,0.053376207943074405,,0.0,0.0
empirical,WeatherBarriers,59,Uniform,kde,mle,0.3924179100027597,,,0.19167254233455944,
empirical,WeatherBarriers,59,Variable,normal,mle,1.2126277172614683,0.00028633291367441416,,0.2618175007600816,1.188063992724911
empirical,WeatherBarriers,59,Variable,normal,w1,0.45393495709222453,0.1034307919908315,,0.9999999999999999,-57.57563436810083
empirical,WeatherBarriers,59,Variable,lognormal_2p,mle,0.40206389956304883,0.0003980420297011733,,0.0,0.0
empirical,WeatherBarriers,59,Variable,lognormal_2p,w1,0.3636347329282777,0.053709125029854476,,0.0,0.0
empirical,WeatherBarriers,59,Variable,lognormal_3p,mle,0.4751017764463643,0.00197804206982255,boundary_guard,0.027781029959103913,-0.27146616168484766
empirical,WeatherBarriers,59,Variable,lognormal_3p,w1,0.30921397275262913,0.18643608305137604,,0.0,0.19425704471391592
empirical,WeatherBarriers,59,Variable,lognormal_offset,mle,0.5224836203308111,0.0002892090706154704,,0.05877681007368258,-0.5
empirical,WeatherBarriers,59,Variable,lognormal_offset,w1,0.3898261620400854,0.05100229207891971,,0.6509296657419411,-0.5
empirical,WeatherBarriers,59,Variable,gamma,mle,0.5514826967685424,0.00026291701942682266,,0.0,0.0
empirical,WeatherBarriers,59,Variable,gamma,w1,0.4388354550373746,0.05003475002013147,,0.0,0.0
empirical,WeatherBarriers,59,Variable,kde,mle,0.6164791222918644,,,0.24382444286954746,
empirical,WindTurbines,3,Uniform,normal,mle,0.1697730569607195,0.00027724995743483305,,0.008032400765548911,1.0
empirical,WindTurbines,3,Uniform,normal,w1,0.17765480261286248,0.03724733297713101,,0.008538092127977988,0.9569357732683171
empirical,WindTurbines,3,Uniform,lognormal_2p,mle,0.189802645793703,0.00029737502336502075,,0.0,0.0
empirical,WindTurbines,3,Uniform,lognormal_2p,w1,0.18780097893644307,0.048398125101812184,,0.0,0.0
empirical,WindTurbines,3,Uniform,lognormal_3p,mle,0.2641900630602997,0.002017540973611176,boundary_guard,0.0,0.4495959550246335
empirical,WindTurbines,3,Uniform,lognormal_3p,w1,0.1816143441605634,0.09272612491622567,,3.875638935710811e-05,-0.6036204317919371
empirical,WindTurbines,3,Uniform,lognormal_offset,mle,0.17964306661896215,0.0002515410305932164,,5.334600856856851e-05,-0.5
empirical,WindTurbines,3,Uniform,lognormal_offset,w1,0.18156611566321137,0.04325091606006026,,1.559373825593345e-05,-0.5
empirical,WindTurbines,3,Uniform,gamma,mle,0.1768569665293931,0.00025929196272045374,,0.0,0.0
empirical,WindTurbines,3,Uniform,gamma,w1,0.18006261220860018,0.04326758300885558,,0.0,0.0
empirical,WindTurbines,3,Uniform,kde,mle,0.18391467587328328,,,0.02149025321995458,
empirical,WindTurbines,3,Variable,normal,mle,0.1706645246156291,0.00027183303609490395,,0.006092647356374178,1.069962835861313
empirical,WindTurbines,3,Variable,normal,w1,0.1680376028328633,0.04102320899255574,,0.006181000037035098,1.030018882669914
empirical,WindTurbines,3,Variable,lognormal_2p,mle,0.1876778907330952,0.00028033298440277576,,0.0,0.0
empirical,WindTurbines,3,Variable,lognormal_2p,w1,0.17920418472348368,0.05180987506173551,,0.0,0.0
empirical,WindTurbines,3,Variable,lognormal_3p,mle,0.2612831845767706,0.001953750033862889,boundary_guard,0.0,0.44673177924409846
empirical,WindTurbines,3,Variable,lognormal_3p,w1,0.215729575771726,0.0815285409335047,,0.0,0.5534407027818449
empirical,WindTurbines,3,Variable,lognormal_offset,mle,0.17740828776858772,0.0002561250003054738,,3.7400480928167395e-05,-0.5
empirical,WindTurbines,3,Variable,lognormal_offset,w1,0.17325467730767588,0.03847029199823737,,5.5029624287709314e-06,-0.5
