arm,dataset,n,weighting,rule,bandwidth,h_over_sd,w1,mass_below_zero,model_sd_ratio
empirical,CMU [<3000 psi],274,Variable,silverman,0.09934775997779227,0.30382775599118234,0.02059667152757904,1.6279594558761115e-06,1.0456405576319252
empirical,CMU [<3000 psi],274,Variable,silverman_guarded,0.09934775997779227,0.30382775599118234,0.02059667152757904,1.6279594558761115e-06,1.0456405576319252
empirical,CMU [>=6000 psi],8,Uniform,scott,0.1750474428919671,0.699339192709634,0.11679381206090184,1.8431051124743192e-05,1.5988904129749897
empirical,CMU [>=6000 psi],8,Uniform,silverman,0.14862518736110414,0.5937785598478024,0.10878076819725657,1.116120353324238e-06,1.5239545156923429
empirical,CMU [>=6000 psi],8,Uniform,silverman_guarded,0.14862518736110414,0.5937785598478024,0.10878076819725657,1.116120353324238e-06,1.5239545156923429
empirical,CMU [>=6000 psi],8,Variable,scott,0.15910096846490834,0.8325032861696148,0.07792869189397504,2.2957264077350472e-06,1.3020401711837897
empirical,CMU [>=6000 psi],8,Variable,silverman,0.12616924676271105,0.6601865064490102,0.06673733788420863,1.4383773938362743e-08,1.1991151860490732
empirical,CMU [>=6000 psi],8,Variable,silverman_guarded,0.13508572794190332,0.7068424127855221,0.06964512133161786,8.065574345303369e-08,1.225449465234802
empirical,CMU [strength not stated],39,Uniform,scott,0.12442088477403623,0.5094398852049531,0.08158890627956975,4.577145989189129e-08,1.2851390700110559
empirical,CMU [strength not stated],39,Uniform,silverman,0.09375304618248628,0.38387077194927005,0.07390302492749348,1.2995778011119813e-11,1.2264889383256705
empirical,CMU [strength not stated],39,Uniform,silverman_guarded,0.09375304618248628,0.38387077194927005,0.07390302492749348,1.2995778011119813e-11,1.2264889383256705
empirical,CMU [strength not stated],39,Variable,scott,0.12415282507100797,0.5817573679761874,0.04487584757997322,1.535877617527942e-08,1.1577977583531271
empirical,CMU [strength not stated],39,Variable,silverman,0.105412776003686,0.49394493507412124,0.038062549762904865,1.6770667017948562e-10,1.1161529833581283
empirical,CMU [strength not stated],39,Variable,silverman_guarded,0.105412776003686,0.49394493507412124,0.038062549762904865,1.6770667017948562e-10,1.1161529833581283
empirical,CableTrays,59,Uniform,scott,0.6255928578905479,0.46895963485024705,0.42184740891254924,0.2058027232680643,1.1936306933866563
empirical,CableTrays,59,Uniform,silverman,0.29145113089470137,0.2184788624057209,0.259153224005454,0.1409539665589743,1.1507996125787894
empirical,CableTrays,59,Uniform,silverman_guarded,0.29145113089470137,0.2184788624057209,0.259153224005454,0.1409539665589743,1.1507996125787894
empirical,CableTrays,59,Variable,scott,0.6455924552497824,0.5405489134378288,0.39401368430946715,0.21473459638809392,1.0655195795770325
empirical,CableTrays,59,Variable,silverman,0.3393426881180278,0.2841286632978101,0.24017344350645173,0.1596329093687586,1.0260430225905675
empirical,CableTrays,59,Variable,silverman_guarded,0.5481445374762303,0.4589566246170244,0.33976159996146504,0.19737516943968797,1.0507719727122158
empirical,Carpet,1989,Uniform,scott,0.10675543819166383,0.23204857652801542,0.015612247473915647,0.00030385219682975287,1.0183405924434905
empirical,Carpet,1989,Uniform,silverman,0.09064140978537495,0.19702237629737157,0.013469074313222279,0.0001795674602234703,1.0112759852436688
empirical,Carpet,1989,Uniform,silverman_guarded,0.09064140978537495,0.19702237629737157,0.013469074313222279,0.0001795674602234703,1.0112759852436688
