arm,dataset,n,method,w1,w1_heldout,model_sd_ratio,w1_rank,w1_heldout_rank,w1_heldout_rank_within,w1_relative
synthetic,dataset5842,186,"Normal, Uniform",0.036112905402526485,,1.4662709825290292,6.0,,,1.6147176164363755
synthetic,dataset5842,186,"Normal, Variable",0.012840593420415637,,1.0013070805086934,3.0,,,0.5741419077289633
synthetic,dataset5842,186,"Lognormal, Uniform",0.03229137571280012,,1.4518578339339188,5.0,,,1.4438454242669774
synthetic,dataset5842,186,"Lognormal, Variable",0.01187621918650477,,0.9912913999390915,2.0,,,0.5310218085019355
synthetic,dataset5842,186,"KDE, Uniform",0.031464215270587195,,1.5096773285673752,4.0,,,1.4068605701608585
synthetic,dataset5842,186,"KDE, Variable",0.009603746857908498,,1.103767406667865,1.0,,,0.42941267290488994
synthetic,dataset5843,369,"Normal, Uniform",0.1826723806380241,,0.752289116964888,5.0,,,1.2110320837459623
synthetic,dataset5843,369,"Normal, Variable",0.26904673991876715,,0.8543162433698063,6.0,,,1.7836535163710499
synthetic,dataset5843,369,"Lognormal, Uniform",0.17197357924397277,,0.8374894351562642,4.0,,,1.1401040556523425
synthetic,dataset5843,369,"Lognormal, Variable",0.09253940134423748,,1.0128043529427362,2.0,,,0.6134927658307876
synthetic,dataset5843,369,"KDE, Uniform",0.15252204009231135,,0.8923959362995241,3.0,,,1.0111494873228195
synthetic,dataset5843,369,"KDE, Variable",0.03628735067584372,,1.0108208342783942,1.0,,,0.24056809107703764
synthetic,dataset5844,289,"Normal, Uniform",0.29413973722283476,,0.7829273439817404,5.0,,,1.8675016531288762
synthetic,dataset5844,289,"Normal, Variable",0.3354120315269105,,0.8205329201494509,6.0,,,2.129540636943197
synthetic,dataset5844,289,"Lognormal, Uniform",0.1146348648563147,,0.8668491888541667,4.0,,,0.7278200546673821
synthetic,dataset5844,289,"Lognormal, Variable",0.1045528545396413,,0.9337306027650819,3.0,,,0.6638090811382051
synthetic,dataset5844,289,"KDE, Uniform",0.05977950154363049,,0.9703975460952585,2.0,,,0.37954177497403224
synthetic,dataset5844,289,"KDE, Variable",0.03650744195003951,,1.0093868466488278,1.0,,,0.23178679914830788
synthetic,dataset5845,774,"Normal, Uniform",0.48122677962048077,,1.2204513065727878,6.0,,,2.36272300849608
synthetic,dataset5845,774,"Normal, Variable",0.22124884570704148,,0.8505494609912497,5.0,,,1.0862856359895274
synthetic,dataset5845,774,"Lognormal, Uniform",0.20381904126374245,,1.1591444798459647,3.0,,,1.0007089354903411
synthetic,dataset5845,774,"Lognormal, Variable",0.0833842176517671,,0.7600951445762393,2.0,,,0.40939909816874687
synthetic,dataset5845,774,"KDE, Uniform",0.2186627790369715,,1.5038089932864607,4.0,,,1.0735885886063832
synthetic,dataset5845,774,"KDE, Variable",0.01370623117917253,,1.0092979133088595,1.0,,,0.06729473324892049
synthetic,dataset5846,873,"Normal, Uniform",0.25654839251095424,,0.8841049675484974,6.0,,,2.4265201639932292
synthetic,dataset5846,873,"Normal, Variable",0.24011151792103508,,0.8388326214624829,5.0,,,2.271054728271336
synthetic,dataset5846,873,"Lognormal, Uniform",0.040535029986218295,,1.011711257353295,4.0,,,0.38339381762226044
synthetic,dataset5846,873,"Lognormal, Variable",0.03453885655565332,,0.999332696027017,2.0,,,0.3266800117252108
synthetic,dataset5846,873,"KDE, Uniform",0.03498248033740273,,1.0887142104565504,3.0,,,0.3308759532437136
synthetic,dataset5846,873,"KDE, Variable",0.027644968849813246,,1.0138331406370253,1.0,,,0.2614753251442504
synthetic,dataset5848,125,"Normal, Uniform",0.12973898445726367,,0.7753883238584887,4.0,,,1.0591529777734148
synthetic,dataset5848,125,"Normal, Variable",0.19505291789241094,,0.8804896149941929,6.0,,,1.5923577610335924
synthetic,dataset5848,125,"Lognormal, Uniform",0.14700550994096348,,0.8765529946319867,5.0,,,1.2001120885477503
synthetic,dataset5848,125,"Lognormal, Variable",0.0699426366760373,,1.1315224638967907,2.0,,,0.5709922288866927
synthetic,dataset5848,125,"KDE, Uniform",0.1282425861903514,,0.8950943194187806,3.0,,,1.0469367985966986
synthetic,dataset5848,125,"KDE, Variable",0.064976264151391,,1.045615885013352,1.0,,,0.5304481451618512
synthetic,dataset5849,610,"Normal, Uniform",0.17553978332961026,,0.9496981281960939,6.0,,,2.1142194182073513
synthetic,dataset5849,610,"Normal, Variable",0.13967472464561348,,0.8805239992675808,5.0,,,1.6822569190713412
synthetic,dataset5849,610,"Lognormal, Uniform",0.048940987667868516,,1.128843537522361,3.0,,,0.5894503485820377
synthetic,dataset5849,610,"Lognormal, Variable",0.03979276864474631,,1.0882534637804282,2.0,,,0.47926824664573925
synthetic,dataset5849,610,"KDE, Uniform",0.0611926558747653,,1.1047903062554663,4.0,,,0.7370107154523636
synthetic,dataset5849,610,"KDE, Variable",0.03302813973123803,,1.0254081465500753,1.0,,,0.3977943520411671
synthetic,dataset585,6,"Normal, Uniform",0.15657061832696884,,0.875574707641993,3.0,,,0.9667656087810808
synthetic,dataset585,6,"Normal, Variable",0.1684654502759133,,0.943251745984207,4.0,,,1.0402117928311132
synthetic,dataset585,6,"Lognormal, Uniform",0.18077363901403196,,1.1136122191873021,6.0,,,1.1162103020376783
synthetic,dataset585,6,"Lognormal, Variable",0.1739153934256422,,1.3004606205809812,5.0,,,1.0738631743180724
synthetic,dataset585,6,"KDE, Uniform",0.14333782755703123,,1.0545376042715748,1.0,,,0.8850580242976653
synthetic,dataset585,6,"KDE, Variable",0.14865524323966423,,1.149887672753951,2.0,,,0.9178910977343899
synthetic,dataset5850,988,"Normal, Uniform",0.16203158425385275,,0.883290687888941,5.0,,,2.1608899597865623
synthetic,dataset5850,988,"Normal, Variable",0.1746650945271808,,0.8810311949413999,6.0,,,2.329373318337973
synthetic,dataset5850,988,"Lognormal, Uniform",0.03943850620456057,,1.0218044778823752,4.0,,,0.525960864228164
synthetic,dataset5850,988,"Lognormal, Variable",0.028311174916406567,,1.025164569312776,2.0,,,0.3775642502561623
synthetic,dataset5850,988,"KDE, Uniform",0.028617149072643205,,1.0227952908097735,3.0,,,0.3816447910051194
synthetic,dataset5850,988,"KDE, Variable",0.016838857001984862,,1.0149101824114954,1.0,,,0.22456681638601914
synthetic,dataset5851,730,"Normal, Uniform",0.4440060531832526,,1.3405708157351792,6.0,,,2.162788167925676
synthetic,dataset5851,730,"Normal, Variable",0.1597684601599696,,0.8822891859968754,3.0,,,0.7782446495139823
synthetic,dataset5851,730,"Lognormal, Uniform",0.26845355830175305,,1.5734103403998323,4.0,,,1.3076582523368108
synthetic,dataset5851,730,"Lognormal, Variable",0.0646581810599039,,0.8063556812665844,2.0,,,0.3149550506200866
synthetic,dataset5851,730,"KDE, Uniform",0.2782758062148546,,1.6208514066590078,5.0,,,1.355503189171762
synthetic,dataset5851,730,"KDE, Variable",0.016598110017469806,,1.0192362031662483,1.0,,,0.08085069043168254
synthetic,dataset5852,105,"Normal, Uniform",0.3203322107724066,,1.083013398063148,6.0,,,2.0103708064492563
synthetic,dataset5852,105,"Normal, Variable",0.2030687415967579,,0.8709813403664708,5.0,,,1.2744377745345237
synthetic,dataset5852,105,"Lognormal, Uniform",0.1570904665445992,,1.236700799143499,4.0,,,0.9858830217268919
synthetic,dataset5852,105,"Lognormal, Variable",0.09394900625366036,,0.8774877662011302,2.0,,,0.5896139480068386
synthetic,dataset5852,105,"KDE, Uniform",0.1488768431750314,,1.32554072736818,3.0,,,0.9343351970559585
synthetic,dataset5852,105,"KDE, Variable",0.03272191530898717,,1.0204143906979288,1.0,,,0.20535925222653062
synthetic,dataset5853,178,"Normal, Uniform",0.024670505659141237,,1.0806567846614916,4.0,,,1.5115728386116014
synthetic,dataset5853,178,"Normal, Variable",0.010707345690156852,,1.0013070805086932,3.0,,,0.6560438258738746
synthetic,dataset5853,178,"Lognormal, Uniform",0.024715670652071784,,1.059994210451297,5.0,,,1.514340117787519
synthetic,dataset5853,178,"Lognormal, Variable",0.007070291513339913,,0.9940544931459337,2.0,,,0.4331999011406864
synthetic,dataset5853,178,"KDE, Uniform",0.025609461834386643,,1.1183949421742772,6.0,,,1.5691031004861364
synthetic,dataset5853,178,"KDE, Variable",0.00515322225244054,,1.0594490344440088,1.0,,,0.315740216100182
synthetic,dataset5854,110,"Normal, Uniform",0.4793166294923994,,1.5167728772410125,6.0,,,2.181377875362096
synthetic,dataset5854,110,"Normal, Variable",0.12982512059673063,,0.8909611187134824,3.0,,,0.5908362621088965
synthetic,dataset5854,110,"Lognormal, Uniform",0.28320210245193345,,1.7540842258300062,4.0,,,1.2888574327139495
synthetic,dataset5854,110,"Lognormal, Variable",0.06840016440053948,,0.8758354723526088,2.0,,,0.311290274765718
synthetic,dataset5854,110,"KDE, Uniform",0.3068094701992886,,1.845128553599181,5.0,,,1.396294952155227
synthetic,dataset5854,110,"KDE, Variable",0.05083330381205792,,1.0756254257624145,1.0,,,0.23134320289411361
synthetic,dataset5855,661,"Normal, Uniform",0.12640949203019464,,1.1206727431044534,4.0,,,1.3247399084724827
synthetic,dataset5855,661,"Normal, Variable",0.08646983688780333,,0.986621507417559,3.0,,,0.9061822966349491
synthetic,dataset5855,661,"Lognormal, Uniform",0.14018780150977567,,1.1047178042978958,5.0,,,1.46913315098726
synthetic,dataset5855,661,"Lognormal, Variable",0.06307712762402584,,0.9532558088889612,2.0,,,0.6610325453677123
synthetic,dataset5855,661,"KDE, Uniform",0.1407276916178866,,1.2035364139159033,6.0,,,1.4747910644945244
synthetic,dataset5855,661,"KDE, Variable",0.015660777192692148,,1.023562571964653,1.0,,,0.1641210340430714
synthetic,dataset5856,381,"Normal, Uniform",0.17659506685075016,,1.0010726590476975,6.0,,,1.7579763036029061
synthetic,dataset5856,381,"Normal, Variable",0.07831955659117314,,0.9142662815745969,3.0,,,0.7796589511321579
synthetic,dataset5856,381,"Lognormal, Uniform",0.14475847451354917,,1.0686716947916028,4.0,,,1.4410480002569996
synthetic,dataset5856,381,"Lognormal, Variable",0.027796115292240013,,1.0089680331778248,2.0,,,0.2767059855486826
synthetic,dataset5856,381,"KDE, Uniform",0.14930084243129535,,1.0959295670586264,5.0,,,1.4862665632896392
synthetic,dataset5856,381,"KDE, Variable",0.0259516072540769,,1.027210565621747,1.0,,,0.258344196169615
synthetic,dataset5857,326,"Normal, Uniform",0.44649006826459015,,0.8855585188988541,6.0,,,2.1204691715587267
synthetic,dataset5857,326,"Normal, Variable",0.3411116913502711,,0.8026202963202372,5.0,,,1.6200065286510867
synthetic,dataset5857,326,"Lognormal, Uniform",0.1889510150421964,,0.883060348642742,4.0,,,0.8973655425058026
synthetic,dataset5857,326,"Lognormal, Variable",0.0997825781834371,,0.6510172756108638,2.0,,,0.47388709388097944
synthetic,dataset5857,326,"KDE, Uniform",0.1606266739856354,,1.1070824510961168,3.0,,,0.7628476746199694
synthetic,dataset5857,326,"KDE, Variable",0.026409516377343803,,1.0123119740899795,1.0,,,0.12542398878343447
synthetic,dataset586,3,"Normal, Uniform",0.10962909355122719,,0.892620993405074,2.0,,,1.011098545241143
synthetic,dataset586,3,"Normal, Variable",0.11092323094512191,,1.0009777204859243,5.0,,,1.0230342494773337
synthetic,dataset586,3,"Lognormal, Uniform",0.1096598708327787,,0.8928492618093242,3.0,,,1.0113824011373762
synthetic,dataset586,3,"Lognormal, Variable",0.11095979110909929,,1.0012213183764644,6.0,,,1.0233714403398488
synthetic,dataset586,3,"KDE, Uniform",0.09929659055596658,,1.1006440729500147,1.0,,,0.9158028677089192
synthetic,dataset586,3,"KDE, Variable",0.11008577737933231,,1.262278748446204,4.0,,,1.0153104960953794
synthetic,dataset5860,399,"Normal, Uniform",0.228541963098681,,0.8388113947015803,5.0,,,1.6277383117768818
synthetic,dataset5860,399,"Normal, Variable",0.27150992742422536,,0.852216737288652,6.0,,,1.9337678949810462
synthetic,dataset5860,399,"Lognormal, Uniform",0.11774573527702102,,0.8504155953405265,4.0,,,0.838617301436193
synthetic,dataset5860,399,"Lognormal, Variable",0.08152959011485447,,0.8901773749802234,2.0,,,0.5806760192924075
synthetic,dataset5860,399,"KDE, Uniform",0.11430227378442608,,1.0186727612037045,3.0,,,0.8140920277375285
synthetic,dataset5860,399,"KDE, Variable",0.02879817122817509,,1.0166202110887863,1.0,,,0.20510844477594248
synthetic,dataset5861,107,"Normal, Uniform",0.32915087721269326,,0.7222162480251404,5.0,,,1.6014737362497637
synthetic,dataset5861,107,"Normal, Variable",0.3851918269491784,,0.8032984422920602,6.0,,,1.8741392989773393
synthetic,dataset5861,107,"Lognormal, Uniform",0.14026467479199395,,0.7192756628463843,3.0,,,0.6824535748019269
synthetic,dataset5861,107,"Lognormal, Variable",0.1171350821524721,,0.7816110747883195,2.0,,,0.5699172344584851
synthetic,dataset5861,107,"KDE, Uniform",0.11303158711475655,,0.8791631434229458,1.0,,,0.5499518022366953
synthetic,dataset5861,107,"KDE, Variable",0.14840587760202623,,1.0728480626003893,4.0,,,0.7220643532757892
synthetic,dataset5862,442,"Normal, Uniform",0.1592314270795175,,0.9709937801238261,6.0,,,1.6143572636729995
synthetic,dataset5862,442,"Normal, Variable",0.1511449090070101,,0.9032360957393112,5.0,,,1.5323726364696264
synthetic,dataset5862,442,"Lognormal, Uniform",0.10281125454855489,,1.0064448149667782,4.0,,,1.0423450860922612
synthetic,dataset5862,442,"Lognormal, Variable",0.06378847333691295,,0.9227086793228712,2.0,,,0.6467152066572367
synthetic,dataset5862,442,"KDE, Uniform",0.08999077694904256,,1.1352820583792882,3.0,,,0.912365524167001
synthetic,dataset5862,442,"KDE, Variable",0.024840551392728286,,1.0215252029921018,1.0,,,0.25184428294087524
synthetic,dataset5863,542,"Normal, Uniform",0.34925706931986455,,0.9517920072052447,6.0,,,2.307395762127835
synthetic,dataset5863,542,"Normal, Variable",0.24727113754385,,0.8336838100634768,5.0,,,1.6336172549815227
synthetic,dataset5863,542,"Lognormal, Uniform",0.10488025382613742,,1.0131546405362695,3.0,,,0.6929000855461195
synthetic,dataset5863,542,"Lognormal, Variable",0.06401626579225297,,0.8998778304660459,2.0,,,0.4229287632858583
synthetic,dataset5863,542,"KDE, Uniform",0.11214253250819772,,1.163982477058184,4.0,,,0.740878931291488
synthetic,dataset5863,542,"KDE, Variable",0.030617825820080897,,1.0182051847252285,1.0,,,0.20227920276717698
synthetic,dataset5864,471,"Normal, Uniform",0.02505694015497215,,1.0345423610417994,6.0,,,1.3011249897698947
synthetic,dataset5864,471,"Normal, Variable",0.02133427288682362,,1.0013070802245418,4.0,,,1.1078190481333885
synthetic,dataset5864,471,"Lognormal, Uniform",0.024526218312741186,,1.030124163781467,5.0,,,1.2735663394609344
synthetic,dataset5864,471,"Lognormal, Variable",0.020571203363275527,,0.9981329920996128,3.0,,,1.0681953422906294
synthetic,dataset5864,471,"KDE, Uniform",0.018566442773649182,,1.0557791404198074,2.0,,,0.9640946785409472
synthetic,dataset5864,471,"KDE, Variable",0.005492346554571745,,1.025135397636039,1.0,,,0.28519960180420606
synthetic,dataset5865,214,"Normal, Uniform",0.3057547131162238,,0.6745609881631006,5.0,,,1.4905149470549712
synthetic,dataset5865,214,"Normal, Variable",0.3947170050889848,,0.8155592129035362,6.0,,,1.9241946917046138
synthetic,dataset5865,214,"Lognormal, Uniform",0.1783182140667988,,0.7805824011240902,4.0,,,0.8692783855720345
synthetic,dataset5865,214,"Lognormal, Variable",0.1239264119325199,,1.0781971797924006,2.0,,,0.6041253377183385
synthetic,dataset5865,214,"KDE, Uniform",0.15230762843981532,,0.8204661989814267,3.0,,,0.7424801221420442
synthetic,dataset5865,214,"KDE, Variable",0.07577769245944554,,1.0150790575339397,1.0,,,0.36940651580799844
synthetic,dataset5866,670,"Normal, Uniform",0.013308276383292333,,0.9581171353079652,3.0,,,1.0924130085504467
synthetic,dataset5866,670,"Normal, Variable",0.015880266776984453,,1.0013063677535754,5.0,,,1.3035354471754381
synthetic,dataset5866,670,"Lognormal, Uniform",0.013628523400344966,,0.9580017231841635,4.0,,,1.118700560544556
synthetic,dataset5866,670,"Lognormal, Variable",0.015906849161706187,,1.0014074421904682,6.0,,,1.3057174685005115
synthetic,dataset5866,670,"KDE, Uniform",0.008382378322904978,,0.9796686843413782,2.0,,,0.6880695034278602
synthetic,dataset5866,670,"KDE, Variable",0.005988458282651512,,1.0289938000171561,1.0,,,0.4915640118011877
synthetic,dataset5867,519,"Normal, Uniform",0.18214543498977953,,1.0373835404637801,6.0,,,1.6793897444041825
synthetic,dataset5867,519,"Normal, Variable",0.16618568258581803,,0.9471077574701016,5.0,,,1.5322400532140252
synthetic,dataset5867,519,"Lognormal, Uniform",0.11271716069252753,,1.0410792958303463,4.0,,,1.039257688209483
synthetic,dataset5867,519,"Lognormal, Variable",0.10522610688705379,,0.9234291528762931,3.0,,,0.9701898088174005
synthetic,dataset5867,519,"KDE, Uniform",0.06783612225810412,,1.1347894537196381,2.0,,,0.6254523371766125
synthetic,dataset5867,519,"KDE, Variable",0.016645288601422913,,1.0134707807141714,1.0,,,0.15347036817829673
synthetic,dataset5868,134,"Normal, Uniform",0.34398282149360854,,1.1129387492980731,6.0,,,2.2939860736183815
synthetic,dataset5868,134,"Normal, Variable",0.18882085510243884,,0.8670039124879961,5.0,,,1.2592268710772156
synthetic,dataset5868,134,"Lognormal, Uniform",0.13391685141140072,,1.1682762131154147,4.0,,,0.8930777148308362
synthetic,dataset5868,134,"Lognormal, Variable",0.06844876301361268,,0.8861355015998021,2.0,,,0.45647776370876125
synthetic,dataset5868,134,"KDE, Uniform",0.1282874730799914,,1.3821483668312482,3.0,,,0.8555359694631187
synthetic,dataset5868,134,"KDE, Variable",0.03624221519841531,,1.0269208791763904,1.0,,,0.24169560730168604
synthetic,dataset5869,156,"Normal, Uniform",0.5629260964755514,,1.18479876485135,6.0,,,2.223385259653945
synthetic,dataset5869,156,"Normal, Variable",0.23476130781093277,,0.8125901223208309,3.0,,,0.927235092833505
synthetic,dataset5869,156,"Lognormal, Uniform",0.2903935280714789,,1.2088163975633937,4.0,,,1.1469652834634074
synthetic,dataset5869,156,"Lognormal, Variable",0.05004911167834688,,1.0195469541164004,1.0,,,0.1976786257754237
synthetic,dataset5869,156,"KDE, Uniform",0.3248485052163962,,1.4805411659525145,5.0,,,1.2830518653173184
synthetic,dataset5869,156,"KDE, Variable",0.05612686182616479,,1.0206375889881243,2.0,,,0.22168387295640035
synthetic,dataset587,4,"Normal, Uniform",0.033948762474091496,,0.9183062170405981,5.0,,,1.0277982398907541
synthetic,dataset587,4,"Normal, Variable",0.03376243066919588,,1.0013070805086934,3.0,,,1.0221570474834158
synthetic,dataset587,4,"Lognormal, Uniform",0.03396325682676271,,0.9185092881972895,6.0,,,1.0282370561856102
synthetic,dataset587,4,"Lognormal, Variable",0.033778760513394845,,1.0016758291998844,4.0,,,1.0226514332548617
synthetic,dataset587,4,"KDE, Uniform",0.031445456686029036,,1.1108128019904882,2.0,,,0.952010697271418
synthetic,dataset587,4,"KDE, Variable",0.031284757299320294,,1.2309343109287536,1.0,,,0.9471455259139401
synthetic,dataset5870,433,"Normal, Uniform",0.03767785741891042,,0.9371193513915267,5.0,,,1.2380006947923048
synthetic,dataset5870,433,"Normal, Variable",0.04526050964204881,,0.953683108221661,6.0,,,1.4871477897622607
synthetic,dataset5870,433,"Lognormal, Uniform",0.031133444759702367,,0.9662369015803658,3.0,,,1.0229675699246268
synthetic,dataset5870,433,"Lognormal, Variable",0.03476580519899966,,0.983812875691128,4.0,,,1.142317900745964
synthetic,dataset5870,433,"KDE, Uniform",0.016718623289938346,,1.0000401408253365,1.0,,,0.5493323842381327
synthetic,dataset5870,433,"KDE, Variable",0.01705039752543737,,1.03042761656769,2.0,,,0.5602336605367109
synthetic,dataset5871,194,"Normal, Uniform",0.03303797470835089,,1.208495678159225,4.0,,,1.405069806094536
synthetic,dataset5871,194,"Normal, Variable",0.015634203561074554,,1.0013070805086934,2.0,,,0.6649059925712991
synthetic,dataset5871,194,"Lognormal, Uniform",0.03395633018220668,,1.2071808871963812,6.0,,,1.4441264843251858
synthetic,dataset5871,194,"Lognormal, Variable",0.015661758484909284,,1.0014534120917191,3.0,,,0.6660778740752712
synthetic,dataset5871,194,"KDE, Uniform",0.033521207666532354,,1.2446593115001714,5.0,,,1.425621188097952
synthetic,dataset5871,194,"KDE, Variable",0.009268952426448622,,1.0585052881616528,1.0,,,0.3941986548357558
synthetic,dataset5872,131,"Normal, Uniform",0.008461589580904458,,1.0615457282315548,5.0,,,1.1748895629684701
synthetic,dataset5872,131,"Normal, Variable",0.0077905294897030975,,1.0013070805086934,3.0,,,1.081713039841373
synthetic,dataset5872,131,"Lognormal, Uniform",0.008464357308566314,,1.0616314759789174,6.0,,,1.1752738612509575
synthetic,dataset5872,131,"Lognormal, Variable",0.007791748142159089,,1.0015892123727392,4.0,,,1.0818822494251918
synthetic,dataset5872,131,"KDE, Uniform",0.006744988402101755,,1.1052291474222975,2.0,,,0.9365399255308327
synthetic,dataset5872,131,"KDE, Variable",0.003958965553283288,,1.0620398546052383,1.0,,,0.5497013609831746
synthetic,dataset5873,142,"Normal, Uniform",0.19660879594415515,,1.0648673233600527,6.0,,,1.5645218371213696
synthetic,dataset5873,142,"Normal, Variable",0.12454831939301317,,0.89349748461337,3.0,,,0.9910979034858837
synthetic,dataset5873,142,"Lognormal, Uniform",0.1633109213520814,,1.2319697037633779,5.0,,,1.2995527563696347
synthetic,dataset5873,142,"Lognormal, Variable",0.08671927232296034,,0.9105527276408485,2.0,,,0.6900718485000193
synthetic,dataset5873,142,"KDE, Uniform",0.12744954925692972,,1.3027301292550801,4.0,,,1.0141845484897796
synthetic,dataset5873,142,"KDE, Variable",0.05536525769711881,,1.0172517051822878,1.0,,,0.44057110603331295
synthetic,dataset5875,300,"Normal, Uniform",0.2204035309891082,,0.7329976646741692,5.0,,,1.4128668387997971
synthetic,dataset5875,300,"Normal, Variable",0.28391636408439525,,0.8350756305504436,6.0,,,1.8200072113512327
synthetic,dataset5875,300,"Lognormal, Uniform",0.13586859698714704,,0.8051582698588899,3.0,,,0.870967149464046
synthetic,dataset5875,300,"Lognormal, Variable",0.08231158803907682,,1.0799185017569612,2.0,,,0.5276472326348922
synthetic,dataset5875,300,"KDE, Uniform",0.14485628152286514,,0.8729599539760581,4.0,,,0.928581477969234
synthetic,dataset5875,300,"KDE, Variable",0.06862794320971587,,1.0124229308685238,1.0,,,0.439930089780798
synthetic,dataset5876,404,"Normal, Uniform",0.3595623529478806,,0.914966350220644,6.0,,,2.0526425444241583
synthetic,dataset5876,404,"Normal, Variable",0.23631026891288892,,0.8282665575252944,5.0,,,1.349030307756441
synthetic,dataset5876,404,"Lognormal, Uniform",0.18414244562686827,,1.0713100087627294,3.0,,,1.0512185578639013
synthetic,dataset5876,404,"Lognormal, Variable",0.052836975287676204,,0.9024723672396676,2.0,,,0.3016317545621717
synthetic,dataset5876,404,"KDE, Uniform",0.18782147791431947,,1.0929825598285063,4.0,,,1.0722211409586535
synthetic,dataset5876,404,"KDE, Variable",0.03034928089246379,,1.019905775736325,1.0,,,0.1732556944346739
synthetic,dataset5877,150,"Normal, Uniform",0.4393108640734663,,1.0429571522249375,6.0,,,2.5252868504145476
synthetic,dataset5877,150,"Normal, Variable",0.2623003775815742,,0.8302579121531031,5.0,,,1.507778997823166
synthetic,dataset5877,150,"Lognormal, Uniform",0.11791438156357875,,0.9630924929080873,4.0,,,0.6778062224008033
synthetic,dataset5877,150,"Lognormal, Variable",0.0851666356705197,,0.8495897800723465,2.0,,,0.4895626371690266
synthetic,dataset5877,150,"KDE, Uniform",0.1108835318060758,,1.3390742181208573,3.0,,,0.6373908493885544
synthetic,dataset5877,150,"KDE, Variable",0.028212634373445483,,1.0142642617765463,1.0,,,0.1621744428039025
synthetic,dataset5879,190,"Normal, Uniform",0.22674427859296678,,0.6849257365854999,5.0,,,1.3182153467569553
synthetic,dataset5879,190,"Normal, Variable",0.2459763810688367,,0.8462737635203541,6.0,,,1.4300243537643786
synthetic,dataset5879,190,"Lognormal, Uniform",0.17555574860524853,,0.8416738048556106,4.0,,,1.0206223656839069
synthetic,dataset5879,190,"Lognormal, Variable",0.11062615405680523,,1.2490032248027771,1.0,,,0.6431434342480615
synthetic,dataset5879,190,"KDE, Uniform",0.14975571725174808,,0.7943148089072389,3.0,,,0.8706296184003162
synthetic,dataset5879,190,"KDE, Variable",0.12339287572674232,,1.0304764459755646,2.0,,,0.7173648811463811
synthetic,dataset588,3,"Normal, Uniform",0.03265875583982547,,1.2185562181085963,4.0,,,0.9825748087550659
synthetic,dataset588,3,"Normal, Variable",0.02712816413834275,,1.0013070805086932,2.0,,,0.8161808374097147
synthetic,dataset588,3,"Lognormal, Uniform",0.04371887398629234,,3.4270458589676016,6.0,,,1.3153307020252238
synthetic,dataset588,3,"Lognormal, Variable",0.026374103065851508,,1.0499499706881437,1.0,,,0.7934940756198118
synthetic,dataset588,3,"KDE, Uniform",0.03990290555573781,,1.5023245344064262,5.0,,,1.20052306914243
synthetic,dataset588,3,"KDE, Variable",0.029644796506610623,,1.2615515386155087,3.0,,,0.891896507047754
synthetic,dataset5884,310,"Normal, Uniform",0.009149534319840417,,1.0719550945381071,5.0,,,1.261933395497221
synthetic,dataset5884,310,"Normal, Variable",0.0065248460216731745,,1.0013070805086932,2.0,,,0.899927887845791
synthetic,dataset5884,310,"Lognormal, Uniform",0.009152227550210855,,1.072005255362922,6.0,,,1.2623048545493885
synthetic,dataset5884,310,"Lognormal, Variable",0.006534006099605643,,1.0013151149885315,3.0,,,0.9011912754504775
synthetic,dataset5884,310,"KDE, Uniform",0.00857458407902038,,1.1100962538178747,4.0,,,1.1826343968512845
synthetic,dataset5884,310,"KDE, Variable",0.0035672610252915522,,1.0469647693965387,1.0,,,0.49200818980583727
synthetic,dataset5886,182,"Normal, Uniform",0.20796088762868808,,0.9797262217267896,6.0,,,1.479272165134223
synthetic,dataset5886,182,"Normal, Variable",0.17418678807963958,,0.8709119897074319,5.0,,,1.2390294640423487
synthetic,dataset5886,182,"Lognormal, Uniform",0.11872212229594345,,1.119236945711991,3.0,,,0.8444969287283581
synthetic,dataset5886,182,"Lognormal, Variable",0.10410105673891705,,1.0626873676531758,2.0,,,0.7404940291940506
synthetic,dataset5886,182,"KDE, Uniform",0.1373505041455924,,1.1784715514472368,4.0,,,0.9770047626095013
synthetic,dataset5886,182,"KDE, Variable",0.10117813713459758,,1.0148149732091405,1.0,,,0.7197026502915187
synthetic,dataset5887,143,"Normal, Uniform",0.12893468986769807,,0.9051689271698459,6.0,,,1.3509027322621714
synthetic,dataset5887,143,"Normal, Variable",0.07869991881876484,,0.95397236989601,2.0,,,0.8245720020746392
synthetic,dataset5887,143,"Lognormal, Uniform",0.11333615393239081,,0.927452045546419,4.0,,,1.1874703399717903
synthetic,dataset5887,143,"Lognormal, Variable",0.08880623936642991,,1.2616086428414888,3.0,,,0.9304601540915035
synthetic,dataset5887,143,"KDE, Uniform",0.11500138653919298,,0.9716306689986023,5.0,,,1.204917679246344
synthetic,dataset5887,143,"KDE, Variable",0.04788174512610313,,1.0777617215471995,1.0,,,0.501677092353551
synthetic,dataset5889,121,"Normal, Uniform",0.36904831110824377,,0.8327341238126237,6.0,,,1.9963716417466415
synthetic,dataset5889,121,"Normal, Variable",0.31042844316622065,,0.8172615117423915,5.0,,,1.6792667032334196
synthetic,dataset5889,121,"Lognormal, Uniform",0.16183291306390474,,0.8967639625330756,4.0,,,0.8754372493179311
synthetic,dataset5889,121,"Lognormal, Variable",0.08082025154774536,,0.8674950752547552,2.0,,,0.43719820254488295
synthetic,dataset5889,121,"KDE, Uniform",0.1369207803449495,,1.0042635669597453,3.0,,,0.7406747431674459
