arm,dataset,n,method,w1,w1_heldout,model_sd_ratio,w1_rank,w1_heldout_rank,w1_heldout_rank_within,w1_relative
synthetic,dataset9767,4487,"Lognormal, Uniform",0.10606457309981411,0.1095661013268466,0.7777353986095806,4.0,3.0,1.0,0.6361548186703908
synthetic,dataset9767,4487,"Lognormal, Variable",0.06201955682295767,0.08277938370784191,0.9421362127736446,2.0,1.0,1.0,0.37198132016802304
synthetic,dataset9767,4487,"KDE, Uniform",0.10435673713586174,0.11260942275619128,0.859561260459757,3.0,4.0,2.0,0.6259115484981301
synthetic,dataset9767,4487,"KDE, Variable",0.030703252117299303,0.0872983734099392,1.0073272657342764,1.0,2.0,2.0,0.18415217458982128
synthetic,dataset9775,1281,"Normal, Uniform",0.29528056761017224,0.29801665496112384,1.0649444374307704,6.0,6.0,3.0,2.2728227855361585
synthetic,dataset9775,1281,"Normal, Variable",0.15098636401139404,0.16572078791663508,0.8692780051256211,5.0,5.0,3.0,1.1621667189538791
synthetic,dataset9775,1281,"Lognormal, Uniform",0.12132271313943166,0.13134522204651752,1.196664237781848,3.0,3.0,1.0,0.9338407503686609
synthetic,dataset9775,1281,"Lognormal, Variable",0.05081168698759364,0.10406530676313566,1.0045414953126424,2.0,1.0,1.0,0.391105858714678
synthetic,dataset9775,1281,"KDE, Uniform",0.13719682639681985,0.15250775529964605,1.2741619539882176,4.0,4.0,2.0,1.056026394359988
synthetic,dataset9775,1281,"KDE, Variable",0.02390978102860291,0.10770021681284989,1.0215907954821177,1.0,2.0,2.0,0.18403749206663603
synthetic,dataset9776,1312,"Normal, Uniform",0.12438063585806065,0.13114565195557168,0.9802050197615124,6.0,6.0,3.0,1.9957297769338755
synthetic,dataset9776,1312,"Normal, Variable",0.11524019682030637,0.12197349879968422,0.9471254691525273,5.0,5.0,3.0,1.8490683112157547
synthetic,dataset9776,1312,"Lognormal, Uniform",0.053643967302130724,0.0690657743394388,0.9615717272487448,4.0,4.0,2.0,0.8607357741755054
synthetic,dataset9776,1312,"Lognormal, Variable",0.05305398931452334,0.06612127760255747,0.9488813017715616,3.0,3.0,2.0,0.8512693758934832
synthetic,dataset9776,1312,"KDE, Uniform",0.01647084992254924,0.0521847665623473,1.0534575679529181,2.0,2.0,1.0,0.26428041161770816
synthetic,dataset9776,1312,"KDE, Variable",0.011150672629112388,0.051754940497279564,1.0154585157640081,1.0,1.0,1.0,0.17891635016367344
synthetic,dataset9781,3286,"Normal, Uniform",0.01267103206641084,0.013369952627576356,0.9785387747159604,5.0,5.0,2.0,1.3441845915107458
synthetic,dataset9781,3286,"Normal, Variable",0.012397566571638145,0.0131497881045614,1.0013070805086934,3.0,3.0,2.0,1.315174475960826
synthetic,dataset9781,3286,"Lognormal, Uniform",0.01274750932294038,0.013427178523421235,0.9781567602518976,6.0,6.0,3.0,1.3522975494205067
synthetic,dataset9781,3286,"Lognormal, Variable",0.012400858434460864,0.013158908007812636,1.0010147836786971,4.0,4.0,3.0,1.3155236875530998
synthetic,dataset9781,3286,"KDE, Uniform",0.004795371295044646,0.007670121846120252,0.9857326678559831,2.0,2.0,1.0,0.5087086964651476
synthetic,dataset9781,3286,"KDE, Variable",0.0015470016135052194,0.007611501279429883,1.0131087362624025,1.0,1.0,1.0,0.1641109990896739
synthetic,dataset9782,4579,"Normal, Uniform",0.2694903784585821,0.27023685841184075,0.85608629460214,6.0,6.0,3.0,2.144467977722478
synthetic,dataset9782,4579,"Normal, Variable",0.2388219946045634,0.24016016058721978,0.8443852770519766,5.0,5.0,3.0,1.9004245076749864
synthetic,dataset9782,4579,"Lognormal, Uniform",0.09375158856580507,0.09553323802340857,0.976686644483387,4.0,4.0,2.0,0.7460276715255001
synthetic,dataset9782,4579,"Lognormal, Variable",0.054672243434386356,0.06698045886369955,0.9183382181198636,2.0,2.0,2.0,0.43505403044772734
synthetic,dataset9782,4579,"KDE, Uniform",0.0842930194799664,0.09059206244472887,1.0047240705378517,3.0,3.0,1.0,0.6707611680025397
synthetic,dataset9782,4579,"KDE, Variable",0.012977031343417105,0.0555798163325046,1.0092046008735298,1.0,1.0,1.0,0.10326464462676874
synthetic,dataset9795,4057,"Normal, Uniform",0.3635036096514658,0.3645018029239221,0.7045730844327273,5.0,5.0,3.0,1.9168636461076514
synthetic,dataset9795,4057,"Normal, Variable",0.45305920884299045,0.45260900289396433,0.7882338732891493,6.0,6.0,3.0,2.389117202434693
synthetic,dataset9795,4057,"Lognormal, Uniform",0.11936165412578809,0.12481838829530048,0.6867473602365366,3.0,3.0,2.0,0.6294298308409547
synthetic,dataset9795,4057,"Lognormal, Variable",0.11938533144309449,0.12683962092176146,0.767705406101864,4.0,4.0,2.0,0.6295546884423016
synthetic,dataset9795,4057,"KDE, Uniform",0.06442710242450927,0.08073098624582427,0.8802648778356281,2.0,1.0,1.0,0.3397434500857039
synthetic,dataset9795,4057,"KDE, Variable",0.018070502159886162,0.08152977427853794,1.0055460790771227,1.0,2.0,1.0,0.09529118208869457
synthetic,dataset98,3,"Normal, Uniform",0.11654562179182737,,1.2808538019084592,4.0,,,1.1033756686831349
synthetic,dataset98,3,"Normal, Variable",0.08973878961720425,,1.0012510227785836,2.0,,,0.8495865865948922
synthetic,dataset98,3,"Lognormal, Uniform",0.11662405421139826,,1.281237170837195,5.0,,,1.1041182141521104
synthetic,dataset98,3,"Lognormal, Variable",0.08982054428348772,,1.0019773332234223,3.0,,,0.8503605848643391
synthetic,dataset98,3,"KDE, Uniform",0.13706878588759447,,1.5794987896267514,6.0,,,1.297675201857436
synthetic,dataset98,3,"KDE, Variable",0.0839607241743476,,1.2535541754507404,1.0,,,0.7948837438480878
synthetic,dataset9809,5858,"Normal, Uniform",0.30860591529943926,0.30933318756935735,0.944543582305244,6.0,6.0,3.0,2.156046579600314
synthetic,dataset9809,5858,"Normal, Variable",0.18559509316364792,0.18611381957937972,0.8456580997570827,5.0,5.0,3.0,1.2966428897444138
synthetic,dataset9809,5858,"Lognormal, Uniform",0.16252763773379605,0.16480863535414556,1.069833658146851,3.0,3.0,1.0,1.1354842537171115
synthetic,dataset9809,5858,"Lognormal, Variable",0.021940296658076376,0.03207909444107293,1.0060649685578176,2.0,1.0,1.0,0.15328384590153618
synthetic,dataset9809,5858,"KDE, Uniform",0.16369906754331848,0.17077151849016603,1.1005132117838023,4.0,4.0,2.0,1.1436683393384517
synthetic,dataset9809,5858,"KDE, Variable",0.01644251313869026,0.04011207180039847,1.0063596176495264,1.0,2.0,2.0,0.11487409169817288
synthetic,dataset981,8,"Normal, Uniform",0.3983771504623717,,0.71688690167933,4.0,,,1.236500608855282
synthetic,dataset981,8,"Normal, Variable",0.22753056295742544,,0.9706999555447196,2.0,,,0.7062194187179304
synthetic,dataset981,8,"Lognormal, Uniform",0.4319230941462761,,0.7579320431741206,6.0,,,1.340621991674628
synthetic,dataset981,8,"Lognormal, Variable",0.2275900548541602,,0.9710249475522512,3.0,,,0.7064040722967039
synthetic,dataset981,8,"KDE, Uniform",0.4228277849962966,,0.8480011948177695,5.0,,,1.31239156909988
synthetic,dataset981,8,"KDE, Variable",0.22483806977244838,,1.1692264385187132,1.0,,,0.6978623393555755
synthetic,dataset9815,1494,"Normal, Uniform",0.18988631676250245,0.19203095434334405,1.1357281297675026,5.0,5.0,2.0,1.3810688377102411
synthetic,dataset9815,1494,"Normal, Variable",0.11351032490701661,0.115301753899303,0.9895032961049312,2.0,2.0,2.0,0.825575929641721
synthetic,dataset9815,1494,"Lognormal, Uniform",0.2108807276255918,0.2107034557940899,1.1670230277379496,6.0,6.0,3.0,1.5337640245117357
synthetic,dataset9815,1494,"Lognormal, Variable",0.11367438494036514,0.11545949361943116,0.9898407770670031,3.0,3.0,3.0,0.8267691604307238
synthetic,dataset9815,1494,"KDE, Uniform",0.1834087829682211,0.18900023471668365,1.215424072009666,4.0,4.0,1.0,1.3339568592326876
synthetic,dataset9815,1494,"KDE, Variable",0.013593201137079373,0.034565912876264884,1.013402855975499,1.0,1.0,1.0,0.09886518847289023
synthetic,dataset9820,6603,"Normal, Uniform",0.02648125796226327,0.02734781428926762,0.8291598602613822,4.0,4.0,1.0,1.3036501845379775
synthetic,dataset9820,6603,"Normal, Variable",0.020183941937807322,0.02170909336360296,1.001306469137914,3.0,3.0,3.0,0.993638582782699
synthetic,dataset9820,6603,"Lognormal, Uniform",0.029660034489079046,0.02981905174539174,0.8206495101237303,6.0,6.0,3.0,1.4601386947021753
synthetic,dataset9820,6603,"Lognormal, Variable",0.013902838735240931,0.01662400757128688,0.9993615067513943,2.0,2.0,2.0,0.6844251246910759
synthetic,dataset9820,6603,"KDE, Uniform",0.029231543382793265,0.029494524433702235,0.8337241528576529,5.0,5.0,2.0,1.439044435865289
synthetic,dataset9820,6603,"KDE, Variable",0.002419358127327061,0.012135909517716065,1.012421493114926,1.0,1.0,1.0,0.11910297742078325
synthetic,dataset9829,3274,"Normal, Uniform",0.0664079378106849,0.06725538954562757,0.9975598148770898,6.0,5.0,3.0,1.663011660201073
synthetic,dataset9829,3274,"Normal, Variable",0.06639567004578868,0.0684718240842645,0.9984191044599986,5.0,6.0,3.0,1.662704446383876
synthetic,dataset9829,3274,"Lognormal, Uniform",0.036520893595155736,0.03831921510463382,0.9775342682976024,3.0,3.0,2.0,0.91456946100101
synthetic,dataset9829,3274,"Lognormal, Variable",0.0383283246040128,0.041061656804880615,0.976672649492653,4.0,4.0,2.0,0.9598318037544792
synthetic,dataset9829,3274,"KDE, Uniform",0.018630456370809477,0.023584949109822423,1.015613210244184,2.0,1.0,1.0,0.4665506444101398
synthetic,dataset9829,3274,"KDE, Variable",0.013310724278187813,0.025665194074897247,1.0274760445599218,1.0,2.0,1.0,0.33333198424942245
synthetic,dataset9839,9228,"Normal, Uniform",0.42850165956421,0.43593450238352394,0.7109931965574314,5.0,5.0,3.0,2.0118254843099335
synthetic,dataset9839,9228,"Normal, Variable",0.5163178197417018,0.5325827343132767,0.7731184694991142,6.0,6.0,3.0,2.4241244452030997
synthetic,dataset9839,9228,"Lognormal, Uniform",0.12268842409294997,0.13349665397598479,0.6254862616900189,4.0,4.0,2.0,0.5760250694735874
synthetic,dataset9839,9228,"Lognormal, Variable",0.11906137612108847,0.13337376258129566,0.706272245382379,3.0,3.0,2.0,0.5589959929700642
synthetic,dataset9839,9228,"KDE, Uniform",0.07383846001879382,0.10276283137159725,0.9231576469397649,2.0,1.0,1.0,0.3466733261642121
synthetic,dataset9839,9228,"KDE, Variable",0.017541057430159098,0.11140464773622599,1.008236196781638,1.0,2.0,1.0,0.08235568187910397
synthetic,dataset9840,3934,"Normal, Uniform",0.04815491024955071,0.050099318961149414,0.9460363199539161,6.0,5.0,3.0,1.4561311007389044
synthetic,dataset9840,3934,"Normal, Variable",0.04633772482515838,0.05224963168250761,0.941462835821804,5.0,6.0,3.0,1.4011821827873487
synthetic,dataset9840,3934,"Lognormal, Uniform",0.04152690548690767,0.0430092394017033,0.9865672788258886,4.0,3.0,2.0,1.2557103374000265
synthetic,dataset9840,3934,"Lognormal, Variable",0.0410616917479327,0.044917007392362214,0.9811116787869673,3.0,4.0,2.0,1.24164298289138
synthetic,dataset9840,3934,"KDE, Uniform",0.012634919269372363,0.024753567175425414,1.010272988320188,2.0,1.0,1.0,0.38206070384338486
synthetic,dataset9840,3934,"KDE, Variable",0.008706546315992204,0.03383107852509165,1.0060882516821783,1.0,2.0,1.0,0.26327269233895556
synthetic,dataset9843,4359,"Normal, Uniform",0.0601716573902283,0.06029027863018403,1.3148831691684193,6.0,6.0,3.0,1.670915178614981
synthetic,dataset9843,4359,"Normal, Variable",0.03430818714409224,0.03457311720670072,1.0013070731884248,3.0,3.0,3.0,0.9527088522433931
synthetic,dataset9843,4359,"Lognormal, Uniform",0.05110789873645845,0.05132662016526245,1.2877738924018185,5.0,5.0,2.0,1.4192223955548555
synthetic,dataset9843,4359,"Lognormal, Variable",0.029631634589086707,0.02988408142094448,0.9707485096337252,2.0,2.0,2.0,0.8228450095861621
synthetic,dataset9843,4359,"KDE, Uniform",0.038722802462686605,0.03946841878472311,1.3225481934928844,4.0,4.0,1.0,1.0752989231092729
synthetic,dataset9843,4359,"KDE, Variable",0.0021250078638803222,0.009248127076519461,1.0082457603026673,1.0,1.0,1.0,0.0590096408913352
synthetic,dataset9847,2453,"Normal, Uniform",0.14070327107613168,0.1437686211855054,1.052277140700839,4.0,4.0,1.0,1.5367564378313137
synthetic,dataset9847,2453,"Normal, Variable",0.056403737042786506,0.0678568482029882,0.9996396459178551,2.0,2.0,2.0,0.6160397363565668
synthetic,dataset9847,2453,"Lognormal, Uniform",0.14366507009820303,0.14838366777514878,1.0521768293955294,6.0,5.0,2.0,1.569105108049989
synthetic,dataset9847,2453,"Lognormal, Variable",0.059752656469013204,0.06915799606935523,0.9935501363794278,3.0,3.0,3.0,0.6526165227288436
synthetic,dataset9847,2453,"KDE, Uniform",0.14176905142395788,0.14876516587040609,1.074827011177737,5.0,6.0,3.0,1.5483968552737042
synthetic,dataset9847,2453,"KDE, Variable",0.007057825943774423,0.04657891374983833,1.0155960312348853,1.0,1.0,1.0,0.07708533975958225
synthetic,dataset9857,4098,"Normal, Uniform",0.22596477857252623,0.22874119963856945,0.6488887084510429,5.0,5.0,3.0,1.4906144751960955
synthetic,dataset9857,4098,"Normal, Variable",0.3292162255192729,0.33196268389526434,0.8272004658807266,6.0,6.0,3.0,2.171729923258562
synthetic,dataset9857,4098,"Lognormal, Uniform",0.12195072045894466,0.13063499172569135,0.6458417331670387,3.0,4.0,2.0,0.8044683349549119
synthetic,dataset9857,4098,"Lognormal, Variable",0.09437147737606418,0.10652963752541786,0.8854739672908567,2.0,2.0,2.0,0.6225372427997747
synthetic,dataset9857,4098,"KDE, Uniform",0.12489959953605395,0.12873188705333416,0.7406667332317179,4.0,3.0,1.0,0.8239211092576609
synthetic,dataset9857,4098,"KDE, Variable",0.013147383374031478,0.0770457314499561,1.006756886815161,1.0,1.0,1.0,0.08672891453299515
synthetic,dataset9858,3300,"Normal, Uniform",0.564188146132039,0.5644982654129983,1.0099960211894987,6.0,6.0,3.0,2.4530441635512723
synthetic,dataset9858,3300,"Normal, Variable",0.3584368539816327,0.35860417362893915,0.7992197189132663,5.0,5.0,3.0,1.5584542828298753
synthetic,dataset9858,3300,"Lognormal, Uniform",0.18470936054282103,0.18551689640922067,0.8506225839237876,4.0,4.0,2.0,0.803101273820124
synthetic,dataset9858,3300,"Lognormal, Variable",0.12721850845346966,0.12787298277497056,0.6641435271333544,2.0,2.0,2.0,0.5531357257272939
synthetic,dataset9858,3300,"KDE, Uniform",0.1339612764190121,0.13962171105235122,1.3168170453964236,3.0,3.0,1.0,0.582452732327754
synthetic,dataset9858,3300,"KDE, Variable",0.0114564750943341,0.03547977863982453,1.0100123609840925,1.0,1.0,1.0,0.049811821743680644
synthetic,dataset9864,1142,"Normal, Uniform",0.35320416556776085,0.3608569549500549,0.5970955965970012,5.0,5.0,3.0,1.3252360143046864
synthetic,dataset9864,1142,"Normal, Variable",0.591444411391866,0.5856409786263141,0.7721169533235361,6.0,6.0,3.0,2.219122849742745
synthetic,dataset9864,1142,"Lognormal, Uniform",0.25165084945925975,0.25608962541287844,0.5378360204438942,4.0,4.0,2.0,0.9442039512690799
synthetic,dataset9864,1142,"Lognormal, Variable",0.12759321913141675,0.1606922277856656,0.7653238175554968,2.0,1.0,1.0,0.47873481022574105
synthetic,dataset9864,1142,"KDE, Uniform",0.22963600388075917,0.24978123871981273,0.765723748407242,3.0,3.0,1.0,0.8616033789822612
synthetic,dataset9864,1142,"KDE, Variable",0.04560159645080946,0.16510738319109652,1.0121519937308094,1.0,2.0,2.0,0.171098995475487
synthetic,dataset9869,8412,"Normal, Uniform",0.16894086791540291,0.17253098267240813,0.6738719643673877,3.0,3.0,1.0,0.9366529827398246
synthetic,dataset9869,8412,"Normal, Variable",0.26245246703426844,0.2677933903092789,0.8521369882453853,4.0,4.0,3.0,1.4551060919029417
synthetic,dataset9869,8412,"Lognormal, Uniform",0.3035945888307942,0.3040462473461137,0.7664285422950194,6.0,6.0,3.0,1.6832089279571394
synthetic,dataset9869,8412,"Lognormal, Variable",0.03541027370637476,0.06873786769015357,1.0191395555144402,2.0,1.0,1.0,0.1963239498883002
synthetic,dataset9869,8412,"KDE, Uniform",0.29323622286822165,0.29267565399980333,0.8018638391207832,5.0,5.0,2.0,1.625779399537689
synthetic,dataset9869,8412,"KDE, Variable",0.01856488522701307,0.07382513451506355,1.007110149554398,1.0,2.0,2.0,0.10292864797410513
synthetic,dataset9875,2278,"Normal, Uniform",0.22019210857002025,0.2215295892638257,0.8848225070090476,6.0,6.0,3.0,2.122854709678495
synthetic,dataset9875,2278,"Normal, Variable",0.164857159267295,0.16836744879628313,0.8642982154265619,5.0,5.0,3.0,1.5893748383971102
synthetic,dataset9875,2278,"Lognormal, Uniform",0.09815254126553886,0.10131432552229638,0.9927912513905192,4.0,3.0,1.0,0.9462808901082991
synthetic,dataset9875,2278,"Lognormal, Variable",0.01745261781152565,0.040263130129473496,1.0413614855439737,1.0,1.0,1.0,0.16825930846488285
synthetic,dataset9875,2278,"KDE, Uniform",0.09772506042569733,0.10501396657310744,1.0063967624612902,3.0,4.0,2.0,0.9421595811292974
synthetic,dataset9875,2278,"KDE, Variable",0.02396769704175437,0.04999903701912735,1.0155419249893896,2.0,2.0,2.0,0.23107067222191555
synthetic,dataset9879,2256,"Normal, Uniform",0.30080466504995973,0.30255896376274843,0.6919115521249882,5.0,5.0,3.0,1.7645257581583358
synthetic,dataset9879,2256,"Normal, Variable",0.3869972053158295,0.3895088954146027,0.8079227690675768,6.0,6.0,3.0,2.270132801968533
synthetic,dataset9879,2256,"Lognormal, Uniform",0.11809313069729796,0.12606081583603232,0.7500923209921686,4.0,4.0,2.0,0.6927365004207372
synthetic,dataset9879,2256,"Lognormal, Variable",0.10183630305718386,0.12056588595883796,0.8800564511613646,3.0,3.0,2.0,0.5973736472144632
synthetic,dataset9879,2256,"KDE, Uniform",0.09578970812760726,0.10325195724492946,0.8363081385033784,2.0,2.0,1.0,0.5619042089309331
synthetic,dataset9879,2256,"KDE, Variable",0.0193192506131675,0.08270667893474029,1.0061343274106733,1.0,1.0,1.0,0.11332708330699753
synthetic,dataset9882,4430,"Normal, Uniform",0.048368921798545864,0.04861313460388644,0.8605248194533175,6.0,6.0,3.0,1.606667143704427
synthetic,dataset9882,4430,"Normal, Variable",0.047630597633359036,0.047770687240356456,1.001242786978502,5.0,5.0,3.0,1.5821422807655898
synthetic,dataset9882,4430,"Lognormal, Uniform",0.03339644036635745,0.033547198218114714,0.8233739448864322,4.0,4.0,2.0,1.10932725928416
synthetic,dataset9882,4430,"Lognormal, Variable",0.01996909080063455,0.01935143929798732,0.9352689293912377,2.0,2.0,2.0,0.6633119136427476
synthetic,dataset9882,4430,"KDE, Uniform",0.027589151246623984,0.027680123564043473,0.8665778873013422,3.0,3.0,1.0,0.9164269366032344
synthetic,dataset9882,4430,"KDE, Variable",0.0036765728164552414,0.008120805561318941,1.0154065004910648,1.0,1.0,1.0,0.12212446599984102
synthetic,dataset9886,5601,"Normal, Uniform",0.17684422770986938,0.1784210727700303,0.887366924212465,6.0,6.0,3.0,2.2867500701880648
synthetic,dataset9886,5601,"Normal, Variable",0.16611996353728334,0.1691533027532119,0.87015847403601,5.0,5.0,3.0,2.148075983015652
synthetic,dataset9886,5601,"Lognormal, Uniform",0.04643038884130907,0.05461795387724047,0.9542408611077164,4.0,3.0,2.0,0.6003854144219671
synthetic,dataset9886,5601,"Lognormal, Variable",0.045063653513010754,0.061645887304044425,0.9428363795510648,3.0,4.0,2.0,0.582712334851385
synthetic,dataset9886,5601,"KDE, Uniform",0.018009890677584642,0.03823243033798342,1.027369617233156,2.0,1.0,1.0,0.2328835908549569
synthetic,dataset9886,5601,"KDE, Variable",0.011537706568890737,0.04907963413471213,1.0047819792984525,1.0,2.0,1.0,0.1491926066679741
synthetic,dataset9896,4523,"Normal, Uniform",0.005256628025508912,0.005461092959848592,0.9725929891472467,3.0,3.0,2.0,1.2297999071994696
synthetic,dataset9896,4523,"Normal, Variable",0.005271444900693286,0.005742588618559799,1.0013070805086932,4.0,5.0,2.0,1.2332663483549602
synthetic,dataset9896,4523,"Lognormal, Uniform",0.00528432291791892,0.0054876367979173404,0.9726955183577009,5.0,4.0,3.0,1.236279189345828
synthetic,dataset9896,4523,"Lognormal, Variable",0.005301338879215381,0.005771137166270652,1.0014986719714878,6.0,6.0,3.0,1.2402601116256144
synthetic,dataset9896,4523,"KDE, Uniform",0.0033045346481133508,0.0040191185924043785,0.982184730364747,2.0,2.0,1.0,0.7731032867203476
synthetic,dataset9896,4523,"KDE, Variable",0.0012279906163855702,0.0033675032251068815,1.0175124304057317,1.0,1.0,1.0,0.28729115675378
synthetic,dataset9901,1592,"Normal, Uniform",0.10497885578595112,0.10888720365042068,0.9339154824740074,2.0,2.0,1.0,0.9503307831404576
synthetic,dataset9901,1592,"Normal, Variable",0.11163956328568167,0.11438481013107071,0.924738784984554,3.0,3.0,2.0,1.010627452665937
synthetic,dataset9901,1592,"Lognormal, Uniform",0.1732430766670691,0.17387396775444897,1.0381475717751272,6.0,6.0,3.0,1.568298944488124
synthetic,dataset9901,1592,"Lognormal, Variable",0.12043318350138973,0.1243352100661086,0.973423248646623,4.0,4.0,3.0,1.0902325114529463
synthetic,dataset9901,1592,"KDE, Uniform",0.12168264281018437,0.13114408308431302,1.0635000221510462,5.0,5.0,2.0,1.101543357189825
synthetic,dataset9901,1592,"KDE, Variable",0.030816250345886545,0.058589086888038475,1.0245376633239465,1.0,1.0,1.0,0.2789669510627104
synthetic,dataset9913,1789,"Normal, Uniform",0.4348153959833983,0.44230016058212496,1.0092240779415902,6.0,6.0,3.0,2.248910267918808
synthetic,dataset9913,1789,"Normal, Variable",0.3052646688466256,0.31402914810327254,0.8230873744663504,5.0,5.0,3.0,1.5788604877924395
synthetic,dataset9913,1789,"Lognormal, Uniform",0.1429846653647138,0.14813766934072287,0.9150641927620137,4.0,4.0,2.0,0.7395315001815554
synthetic,dataset9913,1789,"Lognormal, Variable",0.13233170716205325,0.14576177832112389,0.8143780938763949,3.0,3.0,2.0,0.6844332968819926
synthetic,dataset9913,1789,"KDE, Uniform",0.1284475528373088,0.13665501876897768,1.2976377851609782,2.0,2.0,1.0,0.6643440483783988
synthetic,dataset9913,1789,"KDE, Variable",0.016225583553152182,0.07439262687348427,1.008087716265185,1.0,1.0,1.0,0.08392039884680555
synthetic,dataset9918,1282,"Normal, Uniform",0.305094452740715,0.31823560692402364,0.8491379140124702,6.0,6.0,3.0,2.287627092218529
synthetic,dataset9918,1282,"Normal, Variable",0.2975501790510693,0.31734435784539783,0.8246301953830745,5.0,5.0,3.0,2.231059413820875
synthetic,dataset9918,1282,"Lognormal, Uniform",0.0757414625137859,0.09573714263522273,0.8473833229664371,3.0,2.0,2.0,0.5679166569378533
synthetic,dataset9918,1282,"Lognormal, Variable",0.07819253166410246,0.11272341480679697,0.8716541560683577,4.0,3.0,1.0,0.5862950054879348
synthetic,dataset9918,1282,"KDE, Uniform",0.025830052198778222,0.09514240197620721,1.052921216472854,2.0,1.0,1.0,0.1936761769102409
synthetic,dataset9918,1282,"KDE, Variable",0.01779460787893368,0.11422845202575448,1.008503202327544,1.0,4.0,2.0,0.1334256546245672
synthetic,dataset9931,4794,"Normal, Uniform",0.23202043887531554,0.23234080021574802,0.7331223301735846,5.0,5.0,3.0,1.7405719231176962
synthetic,dataset9931,4794,"Normal, Variable",0.31114931504843296,0.31160862899152636,0.8231961040949332,6.0,6.0,3.0,2.3341812656497947
synthetic,dataset9931,4794,"Lognormal, Uniform",0.09715656360528468,0.09851190659453206,0.8233098034694416,4.0,4.0,2.0,0.7288495254025157
synthetic,dataset9931,4794,"Lognormal, Variable",0.05736627427059433,0.06898621393591495,0.9374127250858708,2.0,2.0,2.0,0.43035056227491925
synthetic,dataset9931,4794,"KDE, Uniform",0.08195716384167925,0.08757191639624765,0.8850550965689971,3.0,3.0,1.0,0.6148266030900972
synthetic,dataset9931,4794,"KDE, Variable",0.020157833325391165,0.054435661087058135,1.0056982279364968,1.0,1.0,1.0,0.15122012046497715
synthetic,dataset9946,6590,"Normal, Uniform",0.1407999147815509,0.14126660763812943,0.8577913951242457,5.0,5.0,3.0,1.9583895691179773
synthetic,dataset9946,6590,"Normal, Variable",0.15593954868477464,0.15638277267556805,0.8768208025589749,6.0,6.0,3.0,2.1689671192701825
synthetic,dataset9946,6590,"Lognormal, Uniform",0.053890670298697346,0.054324637506976026,0.9101735193524515,3.0,3.0,2.0,0.7495666936268182
synthetic,dataset9946,6590,"Lognormal, Variable",0.05596819985278664,0.05727947064804708,0.9243460764248536,4.0,4.0,2.0,0.7784631046408106
synthetic,dataset9946,6590,"KDE, Uniform",0.014123826064556574,0.020526369051525002,0.9878494166042063,2.0,1.0,1.0,0.19644865328063754
synthetic,dataset9946,6590,"KDE, Variable",0.010652425850065806,0.027549016730357548,1.0120948832205021,1.0,2.0,1.0,0.1481648600635736
synthetic,dataset9950,1010,"Normal, Uniform",0.28298766976975465,0.28854514509347234,0.9734006113499384,6.0,6.0,3.0,2.0538681389960054
synthetic,dataset9950,1010,"Normal, Variable",0.17667444469039148,0.1897497920421753,0.8553095382902429,5.0,5.0,3.0,1.2822679278558082
synthetic,dataset9950,1010,"Lognormal, Uniform",0.14494614836356745,0.14940610847171606,1.252066845826155,3.0,3.0,1.0,1.0519902730614907
synthetic,dataset9950,1010,"Lognormal, Variable",0.03987445320425312,0.0746658289008822,1.0597592885988598,2.0,1.0,1.0,0.28940083878119444
synthetic,dataset9950,1010,"KDE, Uniform",0.15585801667162208,0.1693583436830915,1.1453502910148623,4.0,4.0,2.0,1.1311864397109712
synthetic,dataset9950,1010,"KDE, Variable",0.026355970161056938,0.07542430700898402,1.0150165514525813,1.0,2.0,2.0,0.19128638159453046
synthetic,dataset9955,2996,"Normal, Uniform",0.03603210999687539,0.03797942664942913,1.0006489456277012,6.0,6.0,3.0,1.605506475746124
synthetic,dataset9955,2996,"Normal, Variable",0.024377103005529636,0.02645056620712755,1.0007567155642116,3.0,3.0,3.0,1.086186646818686
synthetic,dataset9955,2996,"Lognormal, Uniform",0.028316084618102397,0.031038131157079474,0.9940409299399908,5.0,5.0,2.0,1.261698446915291
synthetic,dataset9955,2996,"Lognormal, Variable",0.015403740684415489,0.01844454028484484,0.9902790238484136,2.0,2.0,2.0,0.6863546270725663
synthetic,dataset9955,2996,"KDE, Uniform",0.02490039051426778,0.028905254314540177,1.0172819441900964,4.0,4.0,1.0,1.1095031132712194
synthetic,dataset9955,2996,"KDE, Variable",0.005627555283462371,0.014602389906713644,1.0217481622618327,1.0,1.0,1.0,0.25075069017611373
synthetic,dataset9956,5553,"Normal, Uniform",0.21058396638063226,0.21106820894686285,0.8622666034780978,6.0,6.0,3.0,2.3733927166369613
synthetic,dataset9956,5553,"Normal, Variable",0.20554975650825053,0.20624568018218709,0.8522101190506794,5.0,5.0,3.0,2.3166545078811422
synthetic,dataset9956,5553,"Lognormal, Uniform",0.046360408516255246,0.04748011336758282,0.9453509049072217,4.0,3.0,2.0,0.522506332290805
synthetic,dataset9956,5553,"Lognormal, Variable",0.04482222956857206,0.04806313962342337,0.9357889592000227,3.0,4.0,2.0,0.5051702417324341
synthetic,dataset9956,5553,"KDE, Uniform",0.013765942817606822,0.02307952170526903,1.0211104992711126,2.0,1.0,1.0,0.15514945882391648
synthetic,dataset9956,5553,"KDE, Variable",0.011279571859058899,0.029720236649529316,1.007340355084911,1.0,2.0,1.0,0.12712674263474114
