corpus,empirical_arm,n_datasets,weighted_objective,mean_w1_unweighted,mode_tv,visible_tv,unimodal_empirical,unimodal_synthetic,visible_unimodal_empirical,visible_unimodal_synthetic,worst_metric,worst_w1
2026-09-14c_draft1k,unsplit (136),136,0.2213557663011642,0.24516502615942576,0.1990394877267876,0.005579446292924866,0.49264705882352944,0.67982924226254,0.9485294117647058,0.9530416221985059,fit_norm_SW,0.43660640031854314
2026-09-14c_draft1k,split (149),149,0.20134349971281595,0.22698605452562762,0.14061727776066701,0.0056441735368483025,0.5570469798657718,0.67982924226254,0.9530201342281879,0.9530416221985059,fit_lognorm_SW,0.39967024644435556
