corpus,empirical_arm,n_datasets,weighted_objective,mean_w1_unweighted,mode_tv,visible_tv,unimodal_empirical,unimodal_synthetic,visible_unimodal_empirical,visible_unimodal_synthetic,worst_metric,worst_w1
2026-09-14d,unsplit (136),136,0.22875321191397,0.25313019297541217,0.21119633535740912,0.0025402778561088887,0.49264705882352944,0.6917012890167252,0.9485294117647058,0.945989133908597,fit_norm_SW,0.4557188747713144
2026-09-14d,split (149),149,0.20751308690458845,0.23261003687312728,0.15127303717907745,0.01278363694471077,0.5570469798657718,0.6917012890167252,0.9530201342281879,0.945989133908597,fit_lognorm_SW,0.38604361502679974
