dataset,coeffvar,coeffvar_uw,crit_bw_1,crit_bw_1_uw,entropy,entropy_uw,fit_lognorm_SW,fit_lognorm_SW_uw,fit_norm_SW,fit_norm_SW_uw,kurtosis,kurtosis_uw,mean,mean_uw,modality_index,modality_index_uw,n,skewness,skewness_uw,w_v_uw_wasserstein,weight_outliers,weight_outliers_uw,n_modes_silverman,n_modes_visible
Insulation,6.049000569850186,7.642047017836716,3.2774359398014092,3.051510575717041,1.2089677052820447,1.1195555164030784,0.93911325950822,0.9670262234813197,0.1268581146285948,0.07711019537595032,54.60035012768381,160.677830254125,2.0979597849373075,1.0000000000000002,1.0172610649892906,1.0061898732902594,666.0,7.502681014193137,12.697460227733735,1.098251762747391,0.05948319917607889,0.07807807807807805,2,1
JointProtection,0.46385605079848014,0.45390140510083554,0.8097598392374318,0.6341654686834309,1.4672835310237042,1.609437912434105,0.8871627786014125,0.9221432656698454,0.918653701935489,0.9586818964757403,-2.3575159216511365,-1.804763179560318,1.0601382949955993,1.0,1.0,1.0,5.0,-0.5722293410977389,-0.23044684031140392,0.07420497310756777,0.0,0.0,1,1
Laminate,0.7015311782717396,0.74334801540831,0.447475851557278,0.44311653211693003,2.990517980566894,3.2047775241322665,0.9492397019991253,0.9402502757783897,0.9080328322905369,0.9015980887993379,-0.6612397412624589,-0.1875768365585184,1.0594925727888866,1.0,1.0,1.0,26.0,0.6796374152662644,0.882568457528503,0.0761603249518992,0.0,0.038461538461538464,1,1
MBQ,0.7520441762890825,0.6820535858471657,1.0677491637957943,0.8498974070113486,3.031838411857313,3.329224660239863,0.7644668122055117,0.8981257801072224,0.48016381956309545,0.6750436308567354,17.03093091271075,8.996858999513204,0.8551147537042798,1.0000000000000002,1.030572122238322,1.0258661333629808,40.0,3.9427419285826892,2.759513275496998,0.15988018062302192,0.07336827058058697,0.125,1,1
ManufacturingInputs,0.805512882605481,1.0871601992641038,1.062564801613918,0.7528280063162834,2.3410121123018643,2.458311329683096,0.8750896688221301,0.9289216977324047,0.8158574072223479,0.7613129615821838,-2.2095445582700943,-1.100851799947804,1.4842235841985951,1.0000000000000002,1.2805038028038207,1.0836309560059076,13.0,0.009720013378852161,0.9207019456045611,0.48422358419859507,0.0,0.0,2,2
Masonry,1.5741485443014882,1.8302846040230079,0.7873657657843622,1.0716966390316236,2.6337141438613174,2.916372065829677,0.8713581891256088,0.9421268960845763,0.5782032368181594,0.49783950607230754,6.502694969582722,14.681460022131022,1.0496447518930472,0.9999999999999999,1.0677939764097675,1.032141528074596,35.0,2.401763253958485,3.6154307695858505,0.310077614407775,0.15965056537029781,0.11428571428571428,3,1
MasonryCement,0.22318972931969314,0.3237293279094594,0.5282725836431336,0.5006100962631125,2.7612079809954615,3.044820482464581,0.8666386697230382,0.869410368239242,0.8643529163081951,0.9493417630816191,4.0409246256398905,1.1534566914275688,1.031286698079882,1.0,1.024523510585554,1.0,26.0,0.9173160653838927,0.251521169960115,0.08452647157386334,0.09878463735124969,0.11538461538461539,1,1
MassTimber,0.9954997516854572,1.04318880150003,0.6614046105703967,0.708770062491879,3.3703238945330076,3.582894310677048,0.9222809805022177,0.9230169916136531,0.6589279632167366,0.6961936673662437,3.607664401158456,2.013190636773612,0.8892429492710654,1.0,1.0737214465123988,1.096834633890862,66.0,2.1336365208470096,1.7782003698856765,0.1375535564575651,0.12965853313228132,0.16666666666666663,2,2
MechanicalInsulation,0.7662289278414284,0.9476337195459129,0.6241970373537477,0.7351111812197573,2.5690284837589137,2.9650156932565217,0.9498116266504352,0.960933685011536,0.9049703933468647,0.7460767094876462,0.7280829395190724,6.426835399965928,1.5311387551953055,1.0000000000000004,1.0,1.016696448388154,22.0,1.0829989649352043,2.3323114283104944,0.5348158179033113,0.08364119314737734,0.09090909090909091,1,1
MembraneRoofing,0.7831114072507791,0.8222270188907448,1.1614359811465764,1.2244651637643629,3.790174251500806,4.056193062930781,0.9175887224390993,0.9234880977288256,0.7677043029920526,0.7442330447541452,14.61960369460061,16.53015506031871,1.054719836792797,1.0000000000000002,1.0225674513961598,1.0231244654702034,167.0,2.8699532192108754,3.179973573222936,0.06552189117007201,0.017620722705728252,0.017964071856287428,3,1
MetalDoorAndFrames,0.6211718381693592,0.6972591588198472,0.6716878847102832,0.6951691188120159,3.1820075688069753,3.527169277557572,0.9599285800621404,0.9720853567966534,0.822266568146786,0.7955210846159941,3.1361916704066584,4.483238255739873,1.0425663154893887,0.9999999999999999,1.0256911253620107,1.0232675041148538,42.0,1.627804898880422,1.9888414151017664,0.09402797565305154,0.0467520872457413,0.07142857142857142,1,1
MetalRailings,0.5425971346865082,0.5896104063833748,0.7102833691515884,0.7292945761877507,2.254998445725083,2.5649493574615443,0.8782070203855502,0.9107115863194318,0.7512810186696256,0.8132098059093047,3.2455560631928226,1.3365778843517007,0.964573879262306,1.0000000000000002,1.02738807093067,1.0377765009248077,13.0,1.8477906145065992,1.3830146135366737,0.0827384400733604,0.12178318382262698,0.15384615384615385,1,1
MetalStairs,0.190759435338714,0.2320632784439827,0.691746980790254,0.6780831023465442,1.350610173346086,1.609437912434103,0.7649096687182814,0.936883139231212,0.7341427109941541,0.9022659119957648,1.7797266484257768,2.407895735982705,1.0612571041951722,1.0,1.0,1.0,5.0,1.607732086193668,1.030221572208379,0.06604643444257043,0.2548570013236684,0.2,1,1
Mirrors,0.45373085130066093,0.41975540924482935,0.4309092527416901,0.45338180710288667,2.288204867779176,2.6980110198441203,0.8456792844695598,0.8858439186529469,0.9510522837616211,0.9820656466956146,0.43292556013685907,-0.3762755533147122,0.9014262168057112,1.0000000000000002,1.0,1.0,19.0,0.4102804175537789,-0.006150723052177727,0.10019525587170264,0.3447845839361371,0.0,1,1
MiscMetalFabrication,0.6277099064094847,0.6338980214091733,0.89260440174061,0.7865961516113336,3.3708865641225496,3.658651571329605,0.9074157726089733,0.9566613035823043,0.7473191323975155,0.8292234295161287,9.845323307626238,6.479443290701568,0.9886978180145448,1.0000000000000007,1.025724160817855,1.0221440607243317,69.0,2.494952898910014,2.00584244311886,0.0782318229194254,0.045113600157054665,0.043478260869565216,1,1
Mortar,1.4863411261583277,1.4787698532521978,1.074735873898386,1.0898572957017194,3.5833300981278127,3.6628181955593093,0.9640534188773633,0.975913112366247,0.5440253280148543,0.5156560993004654,14.547323065915366,22.740721067742186,1.1305614927247625,1.0000000000000004,1.0438530208961883,1.0224184972413328,248.0,3.5776630751389646,4.350860885955785,0.1446580034935295,0.09005993971435373,0.07258064516129031,2,1
NetworkingCableTrays,0.575614988254466,0.5291522708788817,0.7148608989593845,0.4109637766773989,2.362496491536159,2.8152049266199537,0.9309002681236365,0.9265091341415583,0.8551581230437142,0.939080963356312,1.1453581913399746,-0.04491065968880898,0.9844792802583434,1.0000000000000002,1.0004013430174745,1.0,22.0,1.1767900442534927,0.6034103970635916,0.11294997960541969,0.12506552310988867,0.0,1,1
NetworkingRaceways,1.2369372430174723,1.2691544358768312,0.6079547200621325,0.5366621801414383,2.7601924567412146,3.1191623125197734,0.9338182611462943,0.9529889523315745,0.7813206850488177,0.7508793217006176,1.808846973688807,3.2126140860415147,1.0242181177586813,1.0,1.0033233748291361,1.000255009972166,32.0,1.5494198523478024,1.8577702184997966,0.11406329035906188,0.17021023958496856,0.15625,1,1
NonStructuralWood,0.5594639660662479,0.7706589557932153,1.1813274740175064,1.3963645591093194,3.127494144248897,3.4365559609289176,0.9300680884117553,0.922348923426846,0.8935854149879883,0.7095817101604576,13.762398089916916,18.83696409628284,0.8841111766027231,1.0,1.0038012417208124,1.0336887728097444,57.0,1.8542389190445365,3.4287981167898742,0.13641084407046766,0.018035522390274474,0.017543859649122806,3,1
OilPatch,1.2842711402732978,1.1989426866844564,1.9744801536129124,1.9214981000207352,3.464072097036496,3.566221575936878,0.9591795941151628,0.9692030010918883,0.4576718652063099,0.4711389954270896,31.59902578632765,45.294234581001305,1.1264047911391835,1.0000000000000002,1.0238413641286557,1.039029327919982,282.0,5.222070256643468,6.023495277186705,0.12661350750936318,0.07014167342230265,0.053191489361702114,2,1
OpenWebMembranes,0.21770313974628117,0.3481079363035392,0.5040903713015298,0.8180371805281382,2.040678484661291,2.4762471329830382,0.8871676685005473,0.8791687543492166,0.8615573091733196,0.7648029350820403,1.1778678136258125,5.891795459787323,0.8660813276365685,0.9999999999999998,1.000347140972972,1.0404386036000532,17.0,1.1912494516171903,2.194861197103704,0.13391867236343116,0.017686607018709465,0.058823529411764705,2,1
Openings,0.7651940787133369,0.7136213974783935,0.7194825265771617,0.6628725007735987,2.071497639039719,2.369382119694685,0.7612901986376264,0.7403192118213865,0.9110182257592286,0.9050004718726442,-1.3623420625727911,-1.1120532267081946,0.9527554537928539,0.9999999999999999,1.0006121329458668,1.0072364735941037,12.0,-0.07683966955778412,-0.17258585371032126,0.06754560424994989,0.0,0.0,1,1
OtherFlooring,0.9127531883440781,1.0660257945486111,0.37180462930905744,0.5006019455536815,3.971989465177889,4.2126418860233095,0.9282920417941357,0.9559257847486657,0.8594016593062725,0.7871854560053695,4.46019112712948,6.307879930484763,0.9013529751158039,1.0,1.008855777587151,1.0090969367734997,217.0,1.6594219933919692,2.1704384660123175,0.11895802938230292,0.03808731616476651,0.05069124423963134,1,1
PaintingAndCoating,1.0426215065436897,1.3255904299225347,0.8556632116351276,0.8919552342346238,2.4594253950488407,2.7985132569433167,0.8996453009748022,0.9689069065859512,0.6459023844646231,0.6995724358613418,18.682112583090895,7.720439185119085,0.9081585976092109,1.0,1.0272249961381683,1.047486164796515,19.0,3.6454720290701452,2.562917840510117,0.3204924200188946,0.11790904957712409,0.05263157894736842,2,1
PlateSteel,0.4678895287272094,0.8083643271484691,0.8128094521940162,0.9587934301674894,3.4255230249862074,3.6892282155780887,0.9058623543096419,0.947195553437719,0.8473840760520954,0.6190449216717577,22.865582922401504,19.900147709363136,0.8976701189258859,0.9999999999999998,1.007071296387913,1.036482101907221,72.0,2.2744736722454757,3.908362795964312,0.13727440597323978,0.007544722891714243,0.041666666666666664,1,1
PostTensioningSteel,0.11474320297082309,0.12080269980975851,0.5461335342700928,0.5323997619521273,3.0642895097709495,3.248189295336034,0.9293062868562693,0.9584969216698123,0.8916938255182151,0.9296500354873902,2.4326269331576333,1.316853972162096,0.9844401390597609,0.9999999999999998,1.0010610524403416,1.0008581966474808,35.0,1.3315539956454936,1.023361735976383,0.017388421793539492,0.024343346703965985,0.02857142857142857,1,1
PowerCabling,13.404095640398957,12.828546721187017,4.175688026156343,4.146832406273914,0.23307542213722318,0.19425306257670585,0.9299110110853639,0.9237387140813667,0.03933279113409366,0.04600312568793574,347.02337640455306,317.9583438867255,0.933379765835682,1.0,1.0040941960549092,1.0050438331473366,400.0,18.330479636803602,17.412882710732227,0.11386083171788254,0.16359463697906526,0.14250000000000002,3,1
PrecastConcrete,0.3786825381440391,0.4139935392052079,0.5213861998549613,0.606841084710584,4.10855010168048,4.182741758969894,0.9470780582933653,0.9302077316110111,0.8140167374036025,0.7336729667981577,9.302569536348297,12.101410410853392,0.9751404761879316,1.0000000000000002,1.0109546651727865,1.0150713171169783,499.0,2.3031761051761985,2.9065579849364807,0.025025371817782152,0.048739737152597364,0.0501002004008016,1,1
ProcessedNonInsulatingGlassPanes,1.3344623857103897,1.4486129539550832,0.6881025032050327,0.6113143746920594,3.546016452620567,3.7033518384113355,0.9474301938836615,0.9607776179559141,0.7127931567166175,0.6561514067583674,6.9938108827124275,9.588530078040709,1.1642504427945943,1.0,1.0098937259764722,1.0205414751202506,130.0,2.4170493951662766,2.8698918209768816,0.17261704809524658,0.06381066808003505,0.06923076923076923,1,1
ReadyMix,0.29095197959625496,0.2909845604249281,0.6846305795100622,0.5153703803405862,4.434617601504179,4.433677739630799,0.9870453238000487,0.987965882497951,0.9806788719522553,0.9796251503495242,1.3056381610061072,1.3982624158691794,1.0006377907520572,1.0000000000000002,1.0015375241638578,1.001822199521841,86770.0,0.6220325513957662,0.6429799944743362,0.0011074474253368696,0.011305396868537366,0.011951135184971769,1,1
RebarSteel,0.9342361934783976,0.9381636366760756,1.6613633386180522,1.6518612437950675,3.6644242247787746,3.751123252407115,0.9680636738527292,0.9746013036068354,0.6875658452951185,0.7006694797153243,20.995199486785435,20.6025159996925,0.9974560885017318,1.0000000000000007,1.0074552365542742,1.0252714661014808,204.0,3.4148167830510205,3.36976542456875,0.031062697801073368,0.1207410319314589,0.08823529411764705,3,1
ResilientFlooring,1.0843543439075614,1.0895263019744847,1.0485988968607032,1.0684733156148338,3.915868751342284,3.9951491720820913,0.9384346422416922,0.9360211490591377,0.5506846500526584,0.5447395756348599,12.726788608949507,12.743435548041221,1.0116405029557056,1.0000000000000002,1.0389765447596708,1.0378106248950725,468.0,3.4889558104131666,3.5122807152031275,0.025204820830348647,0.08316791825924923,0.09401709401709404,2,1
RoofCoverBoards,0.20526400895930386,0.20012410867681027,0.6846773439688794,0.47180362926006125,2.5437833425027954,2.9264175554979985,0.7591825066523465,0.8980326989054888,0.8004099537943093,0.9393258346928226,0.04147614781625295,0.7934112410859429,0.9768535432132915,0.9999999999999998,1.0070154565251372,1.0,20.0,-1.0581631254794919,-0.36812075268569155,0.0436559872099314,0.0,0.0,1,1
RoofPanels,0.745973544696887,0.8136678978089753,0.3853193452093117,0.42018105896944086,3.4496932548503407,3.7159516956027874,0.9396276723664576,0.9652075554857067,0.923417045201437,0.8885601779274186,-0.46772861362680607,1.4880714421242163,1.0912702220231034,1.0000000000000002,1.0,1.0,61.0,0.6888254212557682,1.2249458808356204,0.1270133769611202,0.002674418540895177,0.01639344262295082,1,1
SheathingPanels,0.8791106428021422,0.9276204385819743,0.43814019366283063,0.47368896331413574,3.422862831835396,3.7255440183909716,0.8992945415794971,0.8999491904844276,0.7577563043655118,0.769626178997154,1.2142876048574613,1.4063643964372143,0.9778903919942947,1.0000000000000002,1.0,1.00123504297487,71.0,1.4908407493079439,1.5047293010246805,0.06592609035373777,0.13016712579591697,0.08450704225352113,1,1
Shotcrete,0.20612402571100844,0.2088770449700179,0.2059043117074972,0.2953234364491428,4.852066389845827,4.928685215250402,0.9946071392706413,0.9961483874264266,0.9855533066567019,0.9830732894153505,0.341197960431295,0.5220493719608227,1.001251398196377,0.9999999999999998,1.0,1.0031641043546695,1669.0,0.46567251228538364,0.5310968586525006,0.004261886147028044,0.012193129583418068,0.01318154583582984,1,1
SinglePlyEPDM,0.4358591106778351,0.34292691616165283,1.0124117803630772,0.691677623209071,2.442855553318303,2.823416998397396,0.9226673453469799,0.9430512033296627,0.8318027219855723,0.8438402111619846,-0.2080023265869152,3.621526818691267,1.199151078807034,1.0000000000000002,1.0077774244594586,1.0220208979699077,29.0,1.0255051799206898,1.6859047926828987,0.20359568500331693,0.1800080011824223,0.034482758620689655,1,1
SinglePlyKEE,0.2375175161157313,0.22683337493697137,0.47361581147853976,0.5456010963617324,1.9615107704449166,2.271868512696562,0.9617146086840636,0.9442930210267295,0.9455208862675365,0.9477417689983973,-1.2245296370387027,-1.092193674990339,1.0143132520542708,1.0,1.0,1.0,11.0,0.3461965781098211,0.1932887635188584,0.0316613160507849,0.0,0.0,1,1
SinglePlyPVC,0.5139083244130161,0.5697844926120312,1.5778677068141749,1.6281146097856025,3.3603288616726266,3.580155174195158,0.9307528474348624,0.94268343126057,0.646043008293982,0.6277805150881279,35.68071805113103,29.367183239044298,0.9599927591045546,1.0000000000000002,1.0131502264759538,1.0212236146758435,74.0,4.7003465063752845,4.52945457277894,0.04456402920810431,0.05896447331394603,0.04054054054054054,2,1
SinglePlyPolyurethane,1.0526558476631585,1.4799323579954102,0.8178729393394245,0.945407429712929,2.014987073692391,2.4125524321158003,0.8871166200130614,0.912454605945104,0.7765846155466269,0.6706855173315315,7.807711274457489,8.41012405520817,0.8813126756598268,1.0,1.0109638739072526,1.0452903621918959,27.0,1.739460911994443,2.586558181307767,0.3059427237263445,0.004575005067148818,0.037037037037037035,3,1
SinglePlyTPO,0.2993369040417522,0.28948968639615846,0.5243308716300528,0.3482466623663282,3.319222202643261,3.569549989986674,0.9496686631194888,0.9628177563247164,0.9567995493782506,0.970432080527098,-0.1785070810978135,-0.24808514837523196,1.028131826936511,1.0,1.0,1.0,62.0,0.3600575355469509,0.3458057653557264,0.033058793807245725,0.07694031895308452,0.0,1,1
SprayedInsulation,1.0068869855957467,0.9697947138020934,0.9482368714663055,0.9664301163130178,1.832062777947439,2.3978952727983844,0.8914574667257523,0.9069414764011795,0.6053408251649799,0.6129075333222098,11.983133051057136,8.799933580686853,0.8902717323966147,1.0000000000000002,1.0439997699969141,1.0779462715886574,11.0,3.1802781285271884,2.8463994367097922,0.12246189687515063,0.07152232190490906,0.09090909090909091,2,1
Steel,1.3812416488888692,1.5669298124647266,2.150199572809753,2.364227317204637,3.036874975264181,3.096306281467452,0.9462607410924028,0.9355756648166935,0.359820302942662,0.31834764625857803,118.63720060352642,113.91733133095659,0.9263682952918006,0.9999999999999999,1.0093627831820162,1.0109669425751375,554.0,9.821989752526187,9.804880883772157,0.08134939839932363,0.020834997628486576,0.03249097472924188,6,1
SteelSuspensionAssembly,0.16076121547911718,0.17751690458518551,1.0838855362775117,1.0564167191076925,3.538738371017739,3.799116738187332,0.898945551679846,0.8890456976663696,0.7898639318757688,0.7802496254202818,12.386274724219852,10.275644329855286,0.9885989775417648,1.0000000000000002,1.0257822515171737,1.034552392430763,99.0,2.66663841204372,2.6044271838062603,0.013207263988593914,0.020123315230734497,0.04040404040404041,2,1
StoneCladding,0.7778554304874405,0.9558796840416389,0.5742692839980315,0.6752562077596506,2.4655049234242763,2.8714761180548782,0.8902670687288543,0.9293250095388597,0.9018427458553473,0.8190954874447443,-1.1038190712286122,-0.7438563083664108,1.1536017727605206,1.0000000000000002,1.0,1.0458781823582648,19.0,0.5513200988965944,0.9008376289479634,0.18417034377187658,0.0,0.0,2,1
StorageFurniture,0.34823520899146865,0.4654584517878537,0.564548520134097,0.7812530624112051,2.2188380018372285,2.615630577027558,0.920991550537899,0.961507346072651,0.916898270823452,0.8159698579517914,5.078547098091626,5.1632349742705825,0.9557832437667452,1.0000000000000002,1.0032126011656535,1.0315848101112135,15.0,1.0647486127431927,1.9830093119020336,0.10107316196597216,0.10027926442481418,0.06666666666666667,1,1
StructuralSteel,1.7612502267031735,1.3461490122091935,2.629326880938862,2.363041057153155,2.923011526212917,3.015652951195378,0.8034890322440559,0.8505410303616352,0.29715686143575093,0.2848634747074299,20.825040062378093,84.93769601858503,1.4459729933310956,1.0000000000000002,1.0423340365281129,1.0123447403521928,103.0,4.672572863377227,8.785365836662631,0.4459729933310957,0.038857631227810184,0.009708737864077669,2,1
SupplementaryCementitiousMaterials,0.5850765240017057,0.6785534637936887,0.45963606051488265,0.5403061702655045,2.8940833672540225,3.1341624585866596,0.8198598691081508,0.8792057181561285,0.9348060212576879,0.9016795102115777,0.644274067629103,1.8625458453644894,0.915197657366311,1.0,1.0,1.0,28.0,0.6952762095073944,1.2590710963469338,0.0974221713568257,0.005488659894453104,0.03571428571428571,1,1
Tables,1.40754481138985,1.4227329130234618,1.4848781072050308,1.5527343470755668,3.0847534301036235,3.3269090919024285,0.8915580580551598,0.8940085624857316,0.6832362286231244,0.6767488200663816,23.20285075355689,19.41964680217087,0.809570709795656,1.0000000000000002,1.005243726951597,1.0100520846598342,161.0,3.4566249446713155,3.3685197015509734,0.19070747217958894,0.04815173800946337,0.06211180124223602,2,1
ThermalMoistureProtection,0.8875404851516723,0.8253240274314084,0.9376364336787344,0.8294424098154558,1.1895360477061825,1.3862943611198995,0.8319446469147392,0.8171922783769087,0.8227693515122829,0.8527462263722759,-5.166345192366014,-4.168587394141225,1.0238724730097766,1.0,1.0,1.0079709579253313,4.0,0.43147104487291243,0.3209332241114087,0.1476411818658854,0.0,0.0,1,1
TileGrout,1.3104603823391012,1.4156952247595267,1.177187487658947,1.2720896709090186,2.9660102947524525,3.200961690512133,0.9606060147057622,0.9452086398049784,0.5296291252817421,0.49420275055298923,23.0586054696122,21.000293933166038,0.9794089103831004,0.9999999999999998,1.019779094781289,1.028004806138072,43.0,4.301494336286658,4.263071936016621,0.07539327501076835,0.10893216500637933,0.13953488372093023,2,1
Timber,0.7232811916098527,0.7157452272244843,0.6270307807416442,0.49183007394921496,2.371362515213716,2.6701198898068257,0.9682220641444185,0.9472277148076841,0.8957644788216702,0.8891830643148253,-0.5228737801711257,-0.6612808274714739,1.0202980087532298,0.9999999999999998,1.0,1.0,17.0,0.8728583014274085,0.7762759986306239,0.07785094710466912,0.0,0.0,1,1
TranslucentWallAndRoofAssemblies,1.2455370547667561,1.2259503377251046,0.759664567368557,0.6943586052753362,3.266548717600072,3.4254875956560005,0.9576374152704024,0.9549088030554224,0.6291891017625849,0.681419677490616,6.09647201553334,3.856817957815732,0.92889220482044,0.9999999999999998,1.0214295040333483,1.021736585612737,46.0,2.550063488248152,2.138730143454938,0.10672132741314884,0.12821989077685325,0.13043478260869565,1,1
UnitSkylights,0.6575556533639743,0.6372305118437162,0.6485524908118037,0.55608713754734,2.5153670426313863,2.639340587232442,0.9208483665563526,0.9393172999575172,0.9112207558086641,0.9022556790137422,-0.4165425314789139,0.5566068457998969,1.0418976103206044,1.0,1.0,1.0,17.0,0.6915859731887382,0.9785275424222478,0.09613029841044696,0.029847196764799203,0.11764705882352941,1,1
VinylSiding,1.272182588215972,1.3845384619690293,0.4857480314913799,0.6943472311202832,2.0908066209679292,2.397895272798388,0.9720288126065325,0.9799075377812185,0.6382700162309799,0.6868774911084219,23.004219327694926,4.389694439131625,0.5511671176368158,0.9999999999999999,1.0151558676517294,1.0038169098027372,11.0,3.8494362915100533,2.1481102322363004,0.4552356302167588,0.05704518364057862,0.18181818181818182,1,1
WallBase,0.4595522319585266,0.3570025496450679,0.6136782049633925,0.5065159058766877,2.0192694258740427,2.441015278026709,0.9681139100160299,0.9662404692278658,0.9269262931830053,0.9412145242170876,0.2478778917058951,-0.11525581453034624,0.8516393997769891,1.0000000000000002,1.0,1.0,14.0,0.9567116660103139,0.5686335102790787,0.14836060022301134,0.0,0.0,1,1
WallFinishes,2.1992850936677106,2.4751817387410004,2.3385222550732525,2.5255793222541123,2.6112877021354235,2.703165945311127,0.9844274126410508,0.9809802278442254,0.4237422910337682,0.33452548963143225,58.172656745599966,87.2069190746648,1.1200226751763944,0.9999999999999998,1.0204133919499685,1.0104926197869581,173.0,6.223904940906609,8.36344894730795,0.25733136950098257,0.11644933409738789,0.08092485549132947,2,1
WallPanels,1.0342219440584457,1.010689229240488,1.2516298945005648,0.9260735457240363,3.8932309664615783,4.0636983318715805,0.9881674008309478,0.9856935628953374,0.6774120471869016,0.6870348852696693,11.51200395612495,13.915727699551647,1.1239465278438072,1.0,1.032575533870016,1.033932292630582,163.0,3.0211019804837806,3.2230480327244324,0.12554667107458425,0.06117989852082235,0.0736196319018405,3,1
WeatherBarriers,1.5680071418744133,1.4501826092776267,1.3612231785509867,1.2038506325599954,3.106428276517223,3.3019643441030273,0.8808236646950579,0.9252327779453707,0.4720476949310664,0.4928442127330489,9.058462764842714,16.439443590511278,1.188063992724911,0.9999999999999999,1.0669587340480036,1.0375699787406485,59.0,3.156829667099132,3.922462462830909,0.19890450806032178,0.09603208430333636,0.0847457627118644,2,1
WindTurbines,0.3989257195156556,0.4153789910288454,0.822334180669847,0.7190962020828512,1.0842237117270082,1.0986122886681136,0.9996282146198306,0.9981966088328774,0.9771598841771193,0.966668504417591,,,1.069962835861313,1.0,1.0,1.0,3.0,0.19051649249438105,0.9064969307395134,0.0699628358613127,0.0,0.0,1,1
Windows,0.9837663146858279,0.9470498289022686,0.9185567161942861,0.7414686595908531,3.879639213605753,3.994912591847233,0.8976603124129124,0.9058813516735246,0.628474710843386,0.6544545514974429,19.87096425476178,19.2192015804776,0.9655063077976336,0.9999999999999998,1.0177279044115854,1.0123120893818554,358.0,3.878523692484617,3.7345776123065155,0.04622617007454531,0.054706777933146475,0.05586592178770949,1,1
WireMeshSteel,0.7490184834473188,0.9281123703275191,0.5735094355854033,0.6384995828501319,3.1290309844818918,3.474962360214349,0.9643001620431965,0.9821929129457144,0.8243188167737956,0.7204815130384645,5.227208621196781,7.628868477339268,1.0596275976953302,1.0000000000000002,1.00557437476491,1.0379005701636774,53.0,1.8994143643158254,2.5455243983060534,0.14872091510045624,0.06662691262845767,0.07547169811320754,1,1
WoodDoors,0.7619135220461626,0.7851614306847334,0.5398249230900236,0.5347831307565294,2.9041499122974543,3.14613250681212,0.8624887507882475,0.88727920197009,0.8322231756648512,0.8345202118701367,2.4775694879983963,1.145034504994338,0.8505071509555647,1.0,1.0127827554560618,1.0002789316118015,32.0,1.576269932998556,1.3634347635970867,0.1495797502656855,0.1283725245153101,0.09375,1,1
WoodFlooring,0.7272922710971119,0.7629643150502472,0.46978317477162806,0.43732132631475684,3.2718799384066553,3.5172714472404056,0.8897426380015548,0.898500164593806,0.898153998545116,0.8865250577638243,-0.19452567252783023,0.40828716682646327,1.03770068470998,1.0000000000000002,1.0,1.0001441204135324,86.0,0.8601329234915431,1.0392744927875892,0.06422663949696464,0.001505695639488217,0.08139534883720931,1,1
WoodFraming,0.4845021405176518,0.5500719124716609,0.5668988138145282,0.7258724228388833,1.6027559579405823,1.9459101490553208,0.8457985588734399,0.9330783948343561,0.8875395705508148,0.8565311507370187,8.21800057730905,3.279366218317636,0.7574387372228915,1.0000000000000002,1.0025866086186246,1.0008933032991265,7.0,1.046584952875219,1.506255263709312,0.24447930425768913,0.0,0.14285714285714285,1,1
WoodJoists,0.42048526563767824,0.4718213786193156,0.5724381055187128,0.6312889582991137,1.2085656525202713,1.3321790402101268,0.9396581500159067,0.7946017684845508,0.9372025573840849,0.7794993846516854,-1.1782837349912603,0.8355693823115756,1.129751680504357,0.9999999999999999,1.0,1.0,5.0,0.5927797837953724,1.3543000965976584,0.1298758075264771,0.0,0.2,1,1
WorkSurfaces,0.33678191498212956,0.47419893688971987,0.5859529952200963,0.7892017609315067,2.1960614563412015,2.4849066497880083,0.8062726345199401,0.931095573596477,0.9170056577822541,0.8502937991478721,3.0338998202859737,4.478796333399863,0.9072432565893767,1.0,1.0048354351313846,1.0413798658841604,12.0,-0.256052564058103,1.6503467309040771,0.1194784357290234,0.004962090400331437,0.08333333333333333,2,1
