corpus,empirical_arm,n_datasets,weighted_objective,mean_w1_unweighted,mode_tv,visible_tv,unimodal_empirical,unimodal_synthetic,visible_unimodal_empirical,visible_unimodal_synthetic,worst_metric,worst_w1
2026-09-13b,unsplit (136),136,0.22386065845151729,0.24713507090073702,0.2105879846612697,0.004389207749567704,0.49264705882352944,0.6845973583297827,0.9485294117647058,0.9522795057520239,fit_norm_SW,0.44310123460069867
2026-09-13b,split (142),142,0.24026281349972653,0.2684435890215541,0.19650347761901624,0.002214394162160913,0.5070422535211268,0.6845973583297827,0.9507042253521126,0.9522795057520239,entropy,0.4815769818863025
