stratum,truncated_mass
s3_100_999,1.1088167717332453e-07
s3_100_999,8.680834939767124e-10
s3_100_999,1.7977974664518115e-10
s3_100_999,0.426089281462239
s3_100_999,0.02055797479972654
s3_100_999,1.749493061531382e-08
s3_100_999,0.0013273162113298653
s3_100_999,1.0291656415972739e-11
s3_100_999,1.0611778122893156e-10
s3_100_999,1.1733652942602646e-06
s3_100_999,0.014694861099451728
s3_100_999,9.268042666654708e-09
s3_100_999,0.21323837762159414
s3_100_999,0.010990927248475613
s3_100_999,1.3828591605147267e-09
s3_100_999,0.0016029842514397874
s3_100_999,1.1204925587371406e-07
s3_100_999,0.2160555875132556
s3_100_999,0.009704207576623158
s3_100_999,6.694158560804908e-10
s3_100_999,0.0015128157767654304
s3_100_999,0.0008850421391392027
s3_100_999,0.021622620692215544
s3_100_999,0.011559403814167202
s3_100_999,0.0124781653271272
s3_100_999,2.5309745164125985e-06
s3_100_999,0.014960050856813623
s3_100_999,1.0495595274107039e-05
s3_100_999,0.027205931929121685
s3_100_999,0.029438802733930625
s3_100_999,0.003754595128549809
s3_100_999,1.2857492848183938e-12
s3_100_999,5.905321320831547e-08
s3_100_999,2.1546453510268293e-10
s3_100_999,0.0034692474978053056
s3_100_999,4.5975068196923985e-09
s3_100_999,0.2231795050604013
s3_100_999,2.6602919867002583e-10
s3_100_999,6.669185905849861e-05
s3_100_999,0.03756899462671204
s3_100_999,0.0022875889530877824
s3_100_999,0.01873525149609756
s3_100_999,2.0426438318565943e-10
s3_100_999,1.3167245072054357e-13
s3_100_999,0.17882075345137305
s3_100_999,2.530822218460571e-10
s3_100_999,9.947864454407096e-08
s3_100_999,1.6553857311585318e-06
s3_100_999,2.5832713745899127e-10
s3_100_999,1.3707471824275785e-09
s3_100_999,5.343431030979673e-09
s3_100_999,0.3895995788583464
s3_100_999,1.0549392339465058e-05
s3_100_999,1.6641760192115385e-09
s3_100_999,4.440892098500626e-16
s3_100_999,1.4948217130772434e-07
s3_100_999,5.674112291131905e-10
s3_100_999,0.011436767666361147
s3_100_999,0.007369176550255707
s3_100_999,0.002929051682450279
s3_100_999,1.0724754417879012e-12
s3_100_999,0.0005860918181856967
s3_100_999,1.5841683520534389e-10
s3_100_999,0.0015824200353061757
s3_100_999,1.3541217480650403e-08
s3_100_999,0.010308798968388877
s3_100_999,3.929248260092777e-09
s3_100_999,0.015030260776472293
s3_100_999,0.23034876395365234
s3_100_999,5.489019300197739e-07
s3_100_999,0.11217881546919894
s3_100_999,1.4562503425352702e-09
s3_100_999,0.013004277804811615
s3_100_999,0.01176939294771484
s3_100_999,0.014296102107966613
s3_100_999,3.745549981282181e-09
s3_100_999,6.038910862482538e-07
s3_100_999,5.618558152065134e-08
s3_100_999,1.0634559899358464e-10
s3_100_999,3.3642866270611194e-11
s3_100_999,0.02027530597900351
s3_100_999,9.08385466846795e-09
s3_100_999,2.533413479000046e-10
s3_100_999,2.914097851913766e-10
s3_100_999,8.476386259559376e-11
s3_100_999,2.52393994593092e-10
s3_100_999,1.0006862005695893e-10
s3_100_999,3.071179994429407e-06
s3_100_999,0.00022093273348033904
s3_100_999,0.011882186231334968
s3_100_999,0.00014878935755202605
s3_100_999,8.672420670485792e-09
s3_100_999,0.01175398098583924
s3_100_999,1.0805459751406232e-06
s3_100_999,3.362075062796066e-10
s3_100_999,1.0611762945478276e-05
s3_100_999,0.040992180249069476
s3_100_999,1.5772907091538002e-08
s3_100_999,0.01619319316301604
s3_100_999,1.3376371821305355e-07
s3_100_999,0.0027160273932164136
s3_100_999,3.204396747946703e-10
s3_100_999,5.194970653654707e-08
s3_100_999,2.336982656903075e-05
s3_100_999,3.6930725144657117e-10
s3_100_999,3.9034431575935e-08
s3_100_999,0.014174151204338736
s3_100_999,2.2917157060931004e-10
s3_100_999,1.204503530249923e-08
s3_100_999,0.005804855337635528
s3_100_999,1.929318926841006e-10
s3_100_999,0.0047820591854008665
s3_100_999,2.1588182463894157e-07
s3_100_999,3.78190999628103e-06
s3_100_999,0.005459991046873891
s3_100_999,0.012929350256381755
s3_100_999,1.039417418802202e-08
s3_100_999,0.17702600677162716
s3_100_999,7.76334552199387e-12
s3_100_999,0.013621169586842119
s3_100_999,8.317679056224492e-05
s3_100_999,2.7836877247722214e-10
s3_100_999,2.2473345406837097e-10
s3_100_999,0.0005839175259190199
s3_100_999,0.0001642522750551212
s3_100_999,8.879212929358005e-07
s3_100_999,0.00028311914134371285
s3_100_999,5.10702591327572e-15
s3_100_999,0.026794423322408
s3_100_999,3.6415735404915495e-06
s3_100_999,0.0041350500129305745
s3_100_999,0.20586100241231675
s3_100_999,6.763650289576262e-05
s3_100_999,2.6824099608191432e-08
s3_100_999,0.0
s3_100_999,9.496468944547587e-09
s3_100_999,0.00010600838300423021
s3_100_999,0.00010494932395321843
s3_100_999,0.00165769208747657
s3_100_999,0.00807779766697203
s3_100_999,1.1057008642012534e-09
s3_100_999,1.7793089224227288e-10
s3_100_999,2.369215934550084e-13
s3_100_999,2.8947999552997317e-10
s3_100_999,8.607967304108399e-05
s3_100_999,6.784572903484332e-12
s3_100_999,2.4400802711710412e-08
s3_100_999,5.581170192670015e-07
s3_100_999,7.61624191603083e-07
s3_100_999,4.195328484501992e-06
s3_100_999,1.6146772141567567e-08
s3_100_999,9.212516494105927e-08
s3_100_999,2.9283557800852122e-09
s3_100_999,1.3817609278987675e-09
s3_100_999,7.298970724489706e-07
s3_100_999,1.4192290476167102e-07
s3_100_999,0.00046957592281349214
s3_100_999,0.09455504817494731
s3_100_999,1.346045497285786e-10
s3_100_999,1.3044276769846874e-10
s3_100_999,4.9652060241101026e-11
s3_100_999,1.0945788719851635e-10
s3_100_999,3.5106396714112975e-06
s3_100_999,0.0061391333750131505
s3_100_999,1.998845533535132e-12
s3_100_999,0.03205127219440773
s3_100_999,0.00010126013647182575
s3_100_999,4.440892098500626e-16
s3_100_999,0.056361194718320795
s3_100_999,1.0208278444778784e-08
s3_100_999,0.0016150439098162606
s3_100_999,1.7747248115540515e-10
s3_100_999,6.034816276256905e-06
s3_100_999,5.529570839213349e-06
s3_100_999,0.1652192613511726
s3_100_999,0.0068113642232275895
s3_100_999,0.03039971735616942
s3_100_999,8.259298134305482e-09
s3_100_999,0.00045401240835030165
s3_100_999,0.011259953871970652
s3_100_999,0.03383497904990829
s3_100_999,2.650053509967165e-10
s3_100_999,0.00969347240525753
s3_100_999,2.1159718421870366e-10
s3_100_999,5.699039573592302e-09
s3_100_999,0.04072445079480458
s3_100_999,0.009003681483207737
s3_100_999,0.006703083773505147
s3_100_999,2.6090996030347924e-10
s3_100_999,0.0003449180065695501
s3_100_999,3.832853602281361e-07
s4_1000_9999,1.368270880641731e-05
s4_1000_9999,0.016974988019509363
s4_1000_9999,3.41191075392544e-10
s4_1000_9999,1.0603728365365939e-06
s4_1000_9999,0.010712451464444994
s4_1000_9999,0.01062772228050024
s4_1000_9999,0.01371690543613957
s4_1000_9999,1.6714185591126807e-10
s4_1000_9999,9.883435185265022e-06
s4_1000_9999,6.182799010545637e-07
s4_1000_9999,0.014566647819615919
s4_1000_9999,8.602452084005563e-12
s4_1000_9999,0.014299031001247076
s4_1000_9999,1.645013014694996e-10
s4_1000_9999,0.0
s4_1000_9999,8.350165003889742e-11
s4_1000_9999,2.4330004677608486e-10
s4_1000_9999,0.0010908906860997991
s4_1000_9999,1.1074866250737614e-06
s4_1000_9999,6.642922700805798e-08
s4_1000_9999,3.94629995348339e-10
s4_1000_9999,3.558391359348434e-10
s4_1000_9999,0.0003833796164472991
s4_1000_9999,0.013554000427703605
s4_1000_9999,1.6603363128808724e-10
s4_1000_9999,1.0510734504975972e-09
s4_1000_9999,0.012315822206175553
s4_1000_9999,0.010535766607065122
s4_1000_9999,0.009438651296589828
s4_1000_9999,0.18709114434308272
s4_1000_9999,0.015174566999422101
s4_1000_9999,0.0010204719775248616
s4_1000_9999,0.020896184164679865
