arm,effective_metric_dimension,sd__coeffvar,range99__coeffvar,sd__entropy,range99__entropy,sd__skewness,range99__skewness,sd__kurtosis,range99__kurtosis,sd__mode_count_est,range99__mode_count_est,sd__weight_outliers,range99__weight_outliers,sd__fit_norm_SW,range99__fit_norm_SW,sd__fit_lognorm_SW,range99__fit_lognorm_SW,sd__w_v_uw_wasserstein,range99__w_v_uw_wasserstein
A_legacy,5.697653942162307,0.32291176915754266,1.6062293480316105,1.1000458109098281,4.016520571504223,1.337077241491865,9.763806539585426,16.85775729573088,83.57668188537724,0.1774885291538969,0.8011121891562882,0.06442602121355254,0.32607996926931043,0.10525689268744377,0.5514070719252278,0.11714516257846806,0.68296850627884,0.08525188119491381,0.5130458095575271
B_values_only,5.776449466296542,0.32511592287475233,1.6370542316957297,1.0937343487221904,4.059978719141451,1.3341917175106437,9.764638440248309,16.091537295558684,76.63740246002315,0.17207095420698776,0.7891086817581283,0.06241699677809824,0.30939232156803875,0.1034820054718579,0.5399124268861184,0.11985288859445883,0.7397248348327232,0.08983216562472608,0.5326048440347892
C_current,5.79803589565486,0.3475024028771708,1.8472472019533226,1.0904342251040435,4.0419980002523115,1.5729209575989271,11.888345281519488,26.33446711287218,126.06816690177926,0.1686729240473525,0.7800687770072681,0.06238060733850803,0.3100442429976099,0.11107990654869686,0.6396553648376647,0.12954495665540844,0.831795677580645,0.09312385074996699,0.5503515442709148
