arm,dataset,n,estimate_maxima,crit_bw_1,n_modes_silverman
shipped_synthetic,dataset4529,11,1.0,0.5770508222066906,1
shipped_synthetic,dataset7437,26,1.1239550299336072,0.7012612314919209,2
shipped_synthetic,dataset5014,41,1.0,0.31367738052035954,1
shipped_synthetic,dataset10893,29,1.068575133941278,0.6341771290049194,2
shipped_synthetic,dataset5530,5,1.0375401333955818,0.8288357262611928,2
shipped_synthetic,dataset11550,7,1.0,0.7167187386926611,1
shipped_synthetic,dataset5228,16,1.0,0.3399266172507926,1
shipped_synthetic,dataset11352,12,1.0,0.360119460718528,1
shipped_synthetic,dataset2794,53,1.5275102967823921,0.9086313557794283,2
shipped_synthetic,dataset7441,323,1.3328712588226483,0.6226187961758194,2
shipped_synthetic,dataset13448,376,1.475282923278905,0.7397324160329148,2
shipped_synthetic,dataset9159,35,1.0,0.43424219619897825,1
shipped_synthetic,dataset13759,179,1.0,0.323159892714612,1
shipped_synthetic,dataset12990,57,1.0,0.4528098316222882,1
shipped_synthetic,dataset6813,7,1.126192171989346,0.8544886226634354,2
shipped_synthetic,dataset6257,70,1.0,0.3438106387155767,1
shipped_synthetic,dataset11349,39,1.03712893712548,0.7905634549255549,1
shipped_synthetic,dataset6060,59,1.0,0.3447155983087466,1
shipped_synthetic,dataset9036,607,1.6228467860455311,0.6616752130365988,2
shipped_synthetic,dataset872,176,1.3900393595701348,0.6995048245638383,2
shipped_synthetic,dataset5021,50,1.5397099234047755,0.9123915216872824,2
shipped_synthetic,dataset947,255,1.2879212887760407,0.6284703954311442,2
shipped_synthetic,dataset4810,170,1.0336729977887473,0.854829188749179,2
shipped_synthetic,dataset11370,146,1.0031414430933514,0.46521544453139746,1
shipped_synthetic,dataset2590,43,1.28851050737556,0.7650130641649464,2
shipped_synthetic,dataset13554,148,1.359809974394073,0.7102909821427291,2
shipped_synthetic,dataset11704,19,1.0,0.578171480391422,1
shipped_synthetic,dataset8201,280,1.0,0.21578862466026624,1
shipped_synthetic,dataset2963,42,1.0996712741846117,0.6590017532556768,2
shipped_synthetic,dataset2835,17,1.0382257671989068,0.7710701524312636,2
shipped_synthetic,dataset2379,9,1.0,0.42701782340869404,1
shipped_synthetic,dataset5039,653,1.2775055918239766,0.44147032977604095,3
shipped_synthetic,dataset13406,10,1.0557761511840826,0.7660449982966052,2
shipped_synthetic,dataset971,224,1.4751781364564829,0.7556402656975564,2
shipped_synthetic,dataset6306,137,1.5893511500727444,0.7345349182960607,2
shipped_synthetic,dataset9991,38,1.0,0.40026062010881674,1
shipped_synthetic,dataset11295,80,1.054115225376132,0.4995625280689881,2
shipped_synthetic,dataset13099,6,1.0055605881067053,0.7582920422787506,1
shipped_synthetic,dataset2645,75,1.0,0.35559064661248496,1
shipped_synthetic,dataset12275,8,1.0360628290202998,0.8071595528471717,2
shipped_synthetic,dataset13013,636,1.3858102419713207,0.5985121194979488,2
shipped_synthetic,dataset62,93,1.0,0.361745812355281,1
shipped_synthetic,dataset2206,390,1.0,0.244023755984129,1
shipped_synthetic,dataset7197,277,1.3451268309088633,0.7046247742078323,3
shipped_synthetic,dataset9061,120,1.3336763257089783,0.7343230820901234,2
shipped_synthetic,dataset10116,117,1.137024822424517,0.6152618502205062,2
shipped_synthetic,dataset8059,560,1.0109683156438383,0.8350005531542342,1
shipped_synthetic,dataset11882,24,1.0101544597762442,0.59221470619934,1
shipped_synthetic,dataset3356,10,1.0,0.3389996894435083,1
shipped_synthetic,dataset11087,217,1.2083202770177006,0.5432946783085225,2
shipped_synthetic,dataset10641,12,1.0913774876339921,0.7758058455343931,2
shipped_synthetic,dataset12930,20,1.2642343676268695,0.8050372331271858,2
shipped_synthetic,dataset6713,280,1.2257525513146803,0.669023993614501,5
shipped_synthetic,dataset2447,123,1.0172326118202901,0.9014911487652815,2
shipped_synthetic,dataset7828,121,1.3706003762316816,0.6954979222550418,3
shipped_synthetic,dataset4825,43,1.0,0.4453770883688111,1
shipped_synthetic,dataset6011,24,1.1012066309035093,0.6625531961400268,2
shipped_synthetic,dataset10130,24,1.0,0.4109287211868894,1
shipped_synthetic,dataset7595,41,1.1775481793982634,0.6786523209102824,2
shipped_synthetic,dataset3149,38,1.0211276427276204,0.7008380080784126,1
shipped_synthetic,dataset2215,252,1.0072645100414974,0.43714546073273425,1
shipped_synthetic,dataset4163,26,1.15083720003565,0.7167324796840733,2
shipped_synthetic,dataset8943,88,1.0,0.3397934776054194,1
shipped_synthetic,dataset12766,193,1.3269975862648506,0.5383333664953656,3
shipped_synthetic,dataset6288,464,1.2978811989774781,0.6221641685467398,1
shipped_synthetic,dataset1693,114,1.1169242509812707,0.7617144037780782,2
shipped_synthetic,dataset11197,9,1.0,0.4550787590881137,1
shipped_synthetic,dataset12193,7,1.097025720831539,0.8343716726466633,2
shipped_synthetic,dataset6428,10,1.0,0.661283784967364,1
shipped_synthetic,dataset13503,70,1.0,0.3313975774451619,1
shipped_synthetic,dataset12544,184,1.314357291712471,0.6797725052462245,2
shipped_synthetic,dataset3829,429,1.0,0.23530975914219113,1
shipped_synthetic,dataset6503,33,1.430884044101122,0.828536729785913,2
shipped_synthetic,dataset6310,69,1.2725499303839136,0.762487096891273,2
shipped_synthetic,dataset8026,98,1.2104626664291809,0.650860359627433,2
shipped_synthetic,dataset1692,212,1.2418099440640815,0.5269995635336363,2
shipped_synthetic,dataset12233,463,1.0,0.2749213752510228,1
shipped_synthetic,dataset2032,209,1.0135870314586795,1.0328922177624809,2
shipped_synthetic,dataset3006,664,1.50792555181856,0.6765775785097098,2
shipped_synthetic,dataset11113,295,1.0,0.22946325522194805,1
shipped_synthetic,dataset7234,97,1.6679040708826969,0.8672019945039657,2
shipped_synthetic,dataset12746,5,1.0055269679793386,0.7855430093882483,1
shipped_synthetic,dataset5119,412,1.0071317311516106,0.4321120488527344,1
shipped_synthetic,dataset10142,13,1.0099661007045544,0.6874667974691442,1
shipped_synthetic,dataset13746,712,1.0,0.23668763958876857,1
shipped_synthetic,dataset13172,665,1.0106091108239688,0.5897545806512267,1
shipped_synthetic,dataset2017,42,1.574877703721152,0.8796231373163051,2
shipped_synthetic,dataset5374,131,1.461607033546135,0.6358242895853969,3
shipped_synthetic,dataset5950,6,1.0,0.5852408001933285,1
shipped_synthetic,dataset13486,5,1.001013365238853,0.7738300637551822,1
shipped_synthetic,dataset10934,6,1.0316621016305847,0.7970974741648434,1
shipped_synthetic,dataset8582,24,1.0,0.47787628995640036,1
shipped_synthetic,dataset8245,432,1.297074986942013,0.6174532451977557,2
shipped_synthetic,dataset1146,12,1.1505302697366067,0.8066160480176746,2
shipped_synthetic,dataset10774,39,1.0,0.4727614613786505,1
shipped_synthetic,dataset5999,68,1.2466092002740286,0.6970934341987367,2
shipped_synthetic,dataset6198,602,1.0,0.21744241129768652,1
shipped_synthetic,dataset9096,25,1.197734519099869,0.7640855751336049,2
shipped_synthetic,dataset4313,20,1.0240544049196758,0.6296050782586604,1
shipped_synthetic,dataset5703,28,1.046009847905996,0.9692642045401544,2
shipped_synthetic,dataset5971,185,1.0,0.3530801624415093,1
shipped_synthetic,dataset8892,5,1.0384638615654027,0.8298552705452548,2
shipped_synthetic,dataset7538,11,1.0,0.5915705750509354,1
shipped_synthetic,dataset5154,5,1.0,0.6864270086030937,1
shipped_synthetic,dataset2424,197,1.1506911562241795,0.4815844671503756,4
shipped_synthetic,dataset8853,70,1.0,0.3685481248238937,1
shipped_synthetic,dataset11819,9,1.0,0.5003080293390101,1
shipped_synthetic,dataset5885,605,1.0561385034126658,0.48331010602335206,2
shipped_synthetic,dataset4279,104,1.3784232723508851,0.7184170664508592,2
shipped_synthetic,dataset12012,26,1.0754366944386269,0.713348403987266,2
shipped_synthetic,dataset6430,171,1.0593286366802874,0.49489007221161263,2
shipped_synthetic,dataset10063,9,1.0,0.3576570021223973,1
shipped_synthetic,dataset2000,41,1.2395582089959802,0.704037624966017,2
shipped_synthetic,dataset13216,493,1.553595608964764,0.7850360893117203,2
shipped_synthetic,dataset9642,17,1.0,0.42541956353293503,1
shipped_synthetic,dataset7736,12,1.0745464170988324,0.740279486151026,1
shipped_synthetic,dataset4379,25,1.021841037505943,0.697603088763063,1
shipped_synthetic,dataset621,19,1.0,0.4917921943814562,1
shipped_synthetic,dataset9633,10,1.035153558785155,0.7334178283545676,3
shipped_synthetic,dataset1366,40,1.0,0.45806017595232656,1
shipped_synthetic,dataset10789,315,1.5191542310792854,0.7767117203055135,2
shipped_synthetic,dataset2081,31,1.0,0.46599915842116324,1
shipped_synthetic,dataset12670,37,1.5164483160733413,0.8888637319533002,2
shipped_synthetic,dataset9552,5,1.0240238574683524,0.8134280870988797,2
shipped_synthetic,dataset1514,50,1.0,0.37225365509257075,1
shipped_synthetic,dataset728,70,1.1286868057785364,0.6401988541609009,3
shipped_synthetic,dataset8402,395,1.2633094890359116,0.7164766931767897,2
shipped_synthetic,dataset3359,9,1.2018145040821615,0.8710980871811396,2
shipped_synthetic,dataset5519,52,1.3242149288699239,0.7702302927878621,2
shipped_synthetic,dataset2617,12,1.0,0.5421458289656675,1
shipped_synthetic,dataset1176,97,1.0,0.3214244494439687,1
shipped_synthetic,dataset7130,190,1.0,0.2788450661394555,1
shipped_synthetic,dataset7186,6,1.0,0.7182471696718288,1
shipped_synthetic,dataset7959,657,1.2957338736739534,0.6334837614820747,1
shipped_synthetic,dataset4245,82,1.0,0.29224539073078887,1
shipped_synthetic,dataset9836,60,1.1690074135756585,0.6549997617175181,2
shipped_synthetic,dataset11999,114,1.1716152146092926,0.5917963866797116,2
shipped_synthetic,dataset5761,40,1.1223850431311937,0.6567206638186744,2
shipped_synthetic,dataset4906,55,1.2805864471225983,0.7456954534595335,2
shipped_synthetic,dataset2933,111,1.0891854432406871,0.5105443311777267,3
shipped_synthetic,dataset12206,678,1.4075505402677435,0.6908184324260962,2
shipped_synthetic,dataset10044,328,1.004084601708673,0.4288465245943847,1
shipped_synthetic,dataset4437,32,1.068904513355235,0.6527324290603658,2
shipped_synthetic,dataset1537,10,1.0,0.43969807419255696,1
shipped_synthetic,dataset431,431,1.002531586859589,0.369021094611146,1
shipped_synthetic,dataset5049,59,1.0,0.3022703601673003,1
shipped_synthetic,dataset10651,82,1.2036189944685498,0.5976534250282638,1
shipped_synthetic,dataset10186,19,1.2428980411015917,0.7996436901511288,2
shipped_synthetic,dataset5053,5,1.0,0.599434523858725,1
shipped_synthetic,dataset9445,82,1.004920517539712,0.4933263460281633,1
shipped_synthetic,dataset7147,486,1.117350548809171,0.5596206544082484,1
shipped_synthetic,dataset8329,153,1.3995278510442626,0.7439054374559019,2
shipped_synthetic,dataset10770,63,1.0,0.4210738726705139,1
shipped_synthetic,dataset6225,5,1.0405800330977415,0.8321664289549059,2
shipped_synthetic,dataset13425,634,1.1482846801930442,0.393712631489438,3
shipped_synthetic,dataset2826,23,1.0,0.44110156007572054,1
shipped_synthetic,dataset12162,301,1.5735466775924398,0.88430935348434,3
shipped_synthetic,dataset4788,9,1.0,0.4876844526969105,1
shipped_synthetic,dataset13803,244,1.0038881321041553,0.524677112663711,1
shipped_synthetic,dataset93,52,1.0965699451557853,0.6626678504592255,2
shipped_synthetic,dataset2467,138,1.0,0.31547561892079395,1
shipped_synthetic,dataset13553,20,1.0,0.37063697701687476,1
shipped_synthetic,dataset7154,12,1.0,0.5747521520537182,1
shipped_synthetic,dataset8684,175,1.2555382307091232,0.6295538785807284,2
shipped_synthetic,dataset7445,40,1.0368422185541495,0.5717556224211603,1
shipped_synthetic,dataset1813,46,1.0,0.37528993124990795,1
shipped_synthetic,dataset2529,7,1.1117290652233016,0.8445714596410939,2
shipped_synthetic,dataset4647,523,1.0088965356111879,0.45695727003080633,1
shipped_synthetic,dataset3427,59,1.0,0.4321990674042445,1
shipped_synthetic,dataset3348,24,1.0,0.556850660930599,1
shipped_synthetic,dataset528,66,1.0526425420166465,1.0527345462647204,2
shipped_synthetic,dataset4855,8,1.000097370246681,0.7007507285402301,1
shipped_synthetic,dataset8161,52,1.0,0.4614017884462744,1
shipped_synthetic,dataset5989,420,1.2027391683989097,0.6176690468102526,2
shipped_synthetic,dataset8864,599,1.0036217689003095,0.4669055120635026,1
shipped_synthetic,dataset10560,52,1.0948314671471544,0.6333693563736145,2
shipped_synthetic,dataset10438,56,1.0,0.46300990565460326,1
shipped_synthetic,dataset8755,299,1.5390372152677638,0.7517525737768597,2
shipped_synthetic,dataset11884,18,1.0,0.5659814533266625,1
shipped_synthetic,dataset11211,6,1.0,0.5511010259947579,1
shipped_synthetic,dataset3786,50,1.0,0.3911147542309172,1
shipped_synthetic,dataset8283,69,1.0591511473481667,0.5715148573310463,1
shipped_synthetic,dataset9759,176,1.0008286813224656,0.39839682746718763,1
shipped_synthetic,dataset10360,6,1.0372137593779247,0.8034567417694322,1
shipped_synthetic,dataset9326,9,1.0,0.4017983911066901,1
shipped_synthetic,dataset4988,413,1.2883001800957938,1.1172462012828406,3
shipped_synthetic,dataset8914,261,1.0685111745696823,0.4544388586175912,3
shipped_synthetic,dataset6291,138,1.4077383056725923,0.6643467868705525,2
shipped_synthetic,dataset1360,196,1.4063565914803007,0.683252402575807,2
shipped_synthetic,dataset7810,8,1.0579178931172204,0.7799545333390817,2
shipped_synthetic,dataset1506,104,1.44382615469375,0.7603380347495464,2
shipped_synthetic,dataset5833,51,1.018776088379019,0.5404623653416624,3
shipped_synthetic,dataset13309,189,1.0,0.30484625009580407,1
shipped_synthetic,dataset3605,29,1.3065394442171498,0.7665837374818215,2
shipped_synthetic,dataset7525,45,1.0,0.4000915687773578,1
shipped_synthetic,dataset10993,320,1.5186301496535222,0.7878969279408039,3
shipped_synthetic,dataset6747,37,1.12912118937866,0.6299797003149686,1
shipped_synthetic,dataset1436,121,1.0195019121733757,0.43467603557133166,2
shipped_synthetic,dataset3678,34,1.3355388277720939,0.7741356595448426,2
shipped_synthetic,dataset2655,14,1.0,0.4969458647157335,1
shipped_synthetic,dataset6076,58,1.0833473850645856,0.5892213844350115,2
shipped_synthetic,dataset255,75,1.3544394003821518,0.6954869121675702,2
shipped_synthetic,dataset3908,117,1.4675743716602414,0.7829886817908708,2
shipped_synthetic,dataset9489,464,1.1460587296528744,0.4915718146984024,2
shipped_synthetic,dataset9362,41,1.0771940000829479,0.6148176805995388,2
shipped_synthetic,dataset8522,121,1.521152688148677,0.7600234312232984,2
shipped_synthetic,dataset12029,301,1.4815620267401,0.7804561826305948,2
shipped_synthetic,dataset10103,34,1.050429480333278,0.595351769095321,1
shipped_synthetic,dataset3481,48,1.5060960755793587,0.8299275058121525,2
shipped_synthetic,dataset5459,364,1.015795953968174,0.39935488956142245,1
shipped_synthetic,dataset10375,7,1.116786635419586,0.8488732325939904,2
shipped_synthetic,dataset3341,158,1.3022246670491604,0.8110663996737866,3
shipped_synthetic,dataset6696,366,1.476882733623501,0.7085086841562586,2
shipped_synthetic,dataset299,25,1.0535622406885494,0.6510983036198176,1
shipped_synthetic,dataset11584,13,1.0403221111130718,0.7028047426080529,2
shipped_synthetic,dataset2421,15,1.0169717725600076,0.720132958461617,2
shipped_synthetic,dataset13527,145,1.1778804456538414,0.5858982185079651,3
shipped_synthetic,dataset11906,82,1.0,0.2534362492081769,1
shipped_synthetic,dataset3752,106,1.3029669940632893,0.6980647819918452,2
shipped_synthetic,dataset6161,504,1.62513699833174,0.5776127010486124,4
shipped_synthetic,dataset8869,442,1.161181513470344,0.4563614638884114,2
shipped_synthetic,dataset866,94,1.1173289442046808,0.631626084824769,2
shipped_synthetic,dataset3695,5,1.0,0.6955740610323943,1
shipped_synthetic,dataset2764,5,1.0,0.5553532571239552,1
shipped_synthetic,dataset10583,20,1.0152603859221498,0.6583457719262186,1
shipped_synthetic,dataset10454,18,1.0,0.5132677873567366,1
shipped_synthetic,dataset10061,84,1.0432820088910266,0.6788216146475438,2
shipped_synthetic,dataset13189,77,1.0104334932793828,0.5414216890333318,1
shipped_synthetic,dataset11326,19,1.0,0.4883795087179149,1
shipped_synthetic,dataset10499,6,1.0,0.4530969568283789,1
shipped_synthetic,dataset13158,392,1.0,0.2710819924428501,1
shipped_synthetic,dataset6163,27,1.0,0.43141077874362194,1
shipped_synthetic,dataset2480,94,1.0031295859098035,0.470662609288945,1
shipped_synthetic,dataset1065,235,1.0640382774748793,0.5179154186338574,2
shipped_synthetic,dataset539,490,1.0,0.23137496009174022,1
shipped_synthetic,dataset8319,90,1.0938672876075972,0.581106425826115,1
shipped_synthetic,dataset3053,137,1.032065327941063,0.9286047746040005,3
shipped_synthetic,dataset10991,706,1.0942185425946027,0.6003141979854436,2
shipped_synthetic,dataset5219,61,1.4206399755270513,0.7658970575382622,2
shipped_synthetic,dataset4922,19,1.18863709727813,0.7557616911500193,2
shipped_synthetic,dataset6615,10,1.0478281277836532,0.7513056637073737,2
shipped_synthetic,dataset12733,7,1.0208385527158987,0.7655114567010857,1
shipped_synthetic,dataset7276,93,1.3715584068258804,0.7564779721954492,2
shipped_synthetic,dataset7962,137,1.1815641182914125,0.5595726747321066,3
shipped_synthetic,dataset481,11,1.1505460423293055,0.8111672083798401,2
shipped_synthetic,dataset4164,37,1.187730559997533,0.6810912406633239,2
shipped_synthetic,dataset4447,9,1.0,0.49932574002155455,1
shipped_synthetic,dataset4739,101,1.000012394259685,0.4221196105316086,1
shipped_synthetic,dataset8613,42,1.0,0.41098723870945386,1
shipped_synthetic,dataset8872,248,1.0,0.31862711139692584,1
shipped_synthetic,dataset11437,11,1.0,0.41364340616583906,1
shipped_synthetic,dataset113,354,1.2597502134099183,0.5959394733816887,2
shipped_synthetic,dataset9884,28,1.1983545369113904,0.7826053898105468,2
shipped_synthetic,dataset7952,378,1.0,0.19008371084630854,1
shipped_synthetic,dataset582,261,1.3803092525600573,0.56803840968304,3
shipped_synthetic,dataset12774,226,1.0,0.2570357610368884,1
shipped_synthetic,dataset7645,270,1.0,0.3130751359762616,1
shipped_synthetic,dataset13410,43,1.0556400414779619,0.6077811568275978,2
shipped_synthetic,dataset3626,6,1.0810727609751902,0.8754847520963344,2
shipped_synthetic,dataset13555,18,1.0,0.5508603999670427,1
shipped_synthetic,dataset13134,9,1.0,0.37441053479273134,1
shipped_synthetic,dataset12299,507,1.0225683583159193,0.35068364067553,1
shipped_synthetic,dataset11353,95,1.3067593683244372,0.695682448772589,2
shipped_synthetic,dataset2883,6,1.0,0.7145030310799274,1
shipped_synthetic,dataset13112,346,1.0019314570668367,0.35746855110904,1
shipped_synthetic,dataset986,16,1.0,0.45065366877624247,1
shipped_synthetic,dataset11023,84,1.0388523286887397,0.6351593347636126,2
shipped_synthetic,dataset6502,25,1.0,0.4330407404121108,1
shipped_synthetic,dataset4451,10,1.0,0.5425227954150729,1
shipped_synthetic,dataset566,38,1.0901454189741935,0.6801334414527824,3
shipped_synthetic,dataset9383,516,1.0863289509413538,0.5129039056424258,2
shipped_synthetic,dataset11072,39,1.018710405874059,0.6594873477553733,1
shipped_synthetic,dataset10707,5,1.0134782948197587,0.799231020406488,1
shipped_synthetic,dataset10779,94,1.0227867153806542,1.2055261843312624,2
shipped_synthetic,dataset6817,709,1.1338873489931427,0.555078645738282,2
shipped_synthetic,dataset13586,79,1.4856837905329834,0.7786266305909942,2
shipped_synthetic,dataset300,146,1.0116146818035443,0.6701171178267721,1
shipped_synthetic,dataset494,36,1.0,0.3479051413460564,1
shipped_synthetic,dataset11916,47,1.3028510740292962,0.7511652140436782,2
shipped_synthetic,dataset810,5,1.0006873796106885,0.7725739012235752,1
shipped_synthetic,dataset9337,109,1.143704378201503,0.5373027501264759,3
shipped_synthetic,dataset2400,10,1.132417954847113,0.8098231322272591,2
shipped_synthetic,dataset3129,12,1.0163724202552775,0.6979798454125152,1
shipped_synthetic,dataset6472,5,1.025832924864252,0.8158911490346807,1
shipped_synthetic,dataset1423,216,1.0402962471931496,0.4460090951070776,1
shipped_synthetic,dataset549,38,1.0,0.45587710762813505,1
shipped_synthetic,dataset3937,5,1.0328378777105076,0.8238247059030145,2
shipped_synthetic,dataset5820,29,1.570221352821538,0.9389637280932751,2
shipped_synthetic,dataset2232,254,1.4880157309105437,0.7742470175430429,2
shipped_synthetic,dataset4979,54,1.0,0.364115087413439,1
shipped_synthetic,dataset13089,75,1.1863340059982652,0.6028263312201592,2
shipped_synthetic,dataset4452,32,1.1226130758481188,0.6959548512781697,2
shipped_synthetic,dataset2224,281,1.0,0.22127329295569423,1
shipped_synthetic,dataset8750,7,1.0,0.5445178576624843,1
shipped_synthetic,dataset7475,37,1.0907952361692554,0.6099321443910318,2
shipped_synthetic,dataset4936,10,1.0552073289448545,0.7506324122929372,1
shipped_synthetic,dataset7812,223,1.2741662231941322,0.5846768280743604,3
shipped_synthetic,dataset4408,378,1.0,0.2722704322978276,1
shipped_synthetic,dataset4010,61,1.0132692829448107,0.5505605271725801,1
shipped_synthetic,dataset12323,509,1.3718005949579408,0.6241011040341022,1
shipped_synthetic,dataset6049,30,1.0,0.5045940570846853,1
shipped_synthetic,dataset7233,113,1.0,0.33484014958161457,1
shipped_synthetic,dataset8801,32,1.1492459541818087,0.6645574410576722,3
shipped_synthetic,dataset7811,77,1.2457480212182925,0.6595609846476255,2
shipped_synthetic,dataset3309,64,1.4487123937426454,0.8076124011684316,2
shipped_synthetic,dataset8813,12,1.036817515974817,0.7085227238907392,1
shipped_synthetic,dataset10704,22,1.051053598271514,0.8232034213293332,2
shipped_synthetic,dataset8418,96,1.0097697995130173,0.5427922938667402,1
shipped_synthetic,dataset7098,37,1.0310903759349022,0.8080777863075593,2
shipped_synthetic,dataset4528,85,1.1899969298399484,0.596014619744802,2
shipped_synthetic,dataset12188,10,1.0198286960088572,0.7455020714824677,1
shipped_synthetic,dataset450,329,1.280254309865306,0.6725349096583482,2
shipped_synthetic,dataset3132,16,1.0,0.3471947431218721,1
shipped_synthetic,dataset13196,162,1.61631781468989,0.6749898742609256,3
shipped_synthetic,dataset12213,99,1.0956173123078918,0.5509899201477351,3
shipped_synthetic,dataset3705,140,1.2947996470056133,0.6469700761548091,3
shipped_synthetic,dataset10632,90,1.0000235685026546,0.4316101715934418,1
shipped_synthetic,dataset8855,118,1.4062650149413032,0.701080487208149,3
shipped_synthetic,dataset2353,9,1.155897435105568,0.8425010345508661,2
shipped_synthetic,dataset8856,306,1.345858695647992,0.6218422750515815,3
shipped_synthetic,dataset1875,64,1.5594474391493471,0.8371667880172555,2
shipped_synthetic,dataset12863,39,1.2240599491784854,0.7558358144409582,2
shipped_synthetic,dataset11350,621,1.0118225592723502,1.2497333141138984,2
shipped_synthetic,dataset11513,262,1.0132376035845538,0.5346423706787645,1
shipped_synthetic,dataset2282,17,1.006090217473259,0.6358619120843384,1
shipped_synthetic,dataset8417,29,1.0119748746007324,0.5724848792745869,1
shipped_synthetic,dataset6179,16,1.044767246369999,0.6677779057436447,1
shipped_synthetic,dataset10589,245,1.0,0.3448652967619077,1
shipped_synthetic,dataset11798,11,1.060505653674769,0.7524931386808519,2
shipped_synthetic,dataset338,16,1.0,0.4698329731727923,1
shipped_synthetic,dataset11428,51,1.0,0.38852982089224847,1
shipped_synthetic,dataset5798,14,1.0,0.3212082007886642,1
shipped_synthetic,dataset2819,17,1.0495065977245117,0.7626675567184674,1
shipped_synthetic,dataset1203,218,1.0,0.33897762848410906,1
shipped_synthetic,dataset2250,543,1.1950759426473254,0.6055188700254189,1
shipped_synthetic,dataset10099,138,1.0,0.34358296410672073,1
shipped_synthetic,dataset2036,20,1.0,0.4660200142440725,1
shipped_synthetic,dataset10697,221,1.0628397982620943,0.4757026000704887,2
shipped_synthetic,dataset3015,77,1.0118724945575144,0.492402865331537,1
shipped_synthetic,dataset10006,78,1.102768200443111,1.2293412348622408,3
shipped_synthetic,dataset9532,90,1.1857780250418108,0.6639074664411129,2
shipped_synthetic,dataset873,24,1.2468793130471856,0.7943560806412926,2
shipped_synthetic,dataset12679,14,1.0351778820562605,0.6803058315152213,1
shipped_synthetic,dataset10421,58,1.1685269480781013,0.6831800663329961,3
shipped_synthetic,dataset8160,313,1.0,0.2011437585085398,1
shipped_synthetic,dataset3934,62,1.0,0.38569470426039104,1
shipped_synthetic,dataset476,74,1.3865053190860392,0.7982515108854521,2
shipped_synthetic,dataset580,27,1.009129520059054,0.5978163743085323,1
shipped_synthetic,dataset175,76,1.0,0.30594916220384316,1
shipped_synthetic,dataset7843,283,1.2901019305269228,0.9600076207900091,4
shipped_synthetic,dataset7335,20,1.0,0.48194347709275576,1
shipped_synthetic,dataset11769,6,1.0000112983182583,0.7409902700096421,1
shipped_synthetic,dataset12365,32,1.0629136099411665,0.7479161175764165,2
shipped_synthetic,dataset154,29,1.0,0.4982239737118702,1
shipped_synthetic,dataset2093,28,1.118970984842193,0.668100240575122,2
shipped_synthetic,dataset9269,11,1.0270362319273332,0.7060080982822178,1
shipped_synthetic,dataset6406,63,1.0181016221058077,0.6171575948178216,1
shipped_synthetic,dataset2283,8,1.060001784953176,0.8019253532271028,1
shipped_synthetic,dataset13466,8,1.0432123638191149,0.7696128366723345,1
shipped_synthetic,dataset8254,10,1.0,0.3336724817904331,1
shipped_synthetic,dataset170,47,1.3956027110890417,0.7858435042181833,2
shipped_synthetic,dataset7520,16,1.0189640594624685,0.65118772473143,1
shipped_synthetic,dataset588,21,1.0,0.46295965267830474,1
shipped_synthetic,dataset11555,208,1.2145329544661032,0.5804282623239821,3
shipped_synthetic,dataset8058,199,1.0,0.3635015713992863,1
shipped_synthetic,dataset12074,419,1.0,0.207925315376755,1
shipped_synthetic,dataset2499,7,1.0,0.5543519910222717,1
shipped_synthetic,dataset1933,30,1.0,0.45593246979909935,1
shipped_synthetic,dataset3690,39,1.2614505996707828,0.7540534758287163,2
shipped_synthetic,dataset6821,8,1.01907660979381,0.7405367626750133,1
shipped_synthetic,dataset6798,13,1.056226945922547,0.7461996217556532,1
shipped_synthetic,dataset6498,6,1.0,0.7220396461225956,1
shipped_synthetic,dataset7399,28,1.0146312046656658,0.5727416997660096,1
shipped_synthetic,dataset1085,60,1.0,0.33622280873982163,1
shipped_synthetic,dataset10209,389,1.0561708962712528,0.8455258989034807,2
shipped_synthetic,dataset9439,111,1.3263339567723493,0.7013963286625939,2
shipped_synthetic,dataset10534,37,1.1203210172912157,0.6634479724213612,2
shipped_synthetic,dataset9498,16,1.1172241246553567,0.8048654241241833,2
shipped_synthetic,dataset11531,13,1.0055437059279357,0.6565850337219352,1
shipped_synthetic,dataset4796,252,1.3548396948745507,0.7356134960732772,2
shipped_synthetic,dataset5991,376,1.642618120128717,0.6307594512373644,3
shipped_synthetic,dataset8048,272,1.0,0.3424056919972072,1
shipped_synthetic,dataset2462,707,1.2388140551785842,0.6055819998061516,2
shipped_synthetic,dataset4027,78,1.4022217590092607,0.7654240212728233,2
shipped_synthetic,dataset3340,450,1.5215074335165055,0.650134182412628,2
shipped_synthetic,dataset5345,456,1.07891551407293,0.4574052878223253,1
shipped_synthetic,dataset3087,193,1.2193741061820245,0.5907752052245037,2
shipped_synthetic,dataset7366,444,1.0468921157055824,0.6809886611038092,2
shipped_synthetic,dataset12236,348,1.0,0.22071959982383557,1
shipped_synthetic,dataset5562,143,1.088275662184446,0.5386131733773434,3
shipped_synthetic,dataset2220,87,1.3930617115020052,0.7502268514693873,2
shipped_synthetic,dataset12168,9,1.0,0.549050938325043,1
shipped_synthetic,dataset6872,18,1.1544661265681448,0.7855742210793827,2
shipped_synthetic,dataset2508,28,1.0,0.38740845371738,1
shipped_synthetic,dataset7131,138,1.0232045847721918,0.728721963887004,2
shipped_synthetic,dataset4602,309,1.5975610604482495,0.7993502112787686,2
shipped_synthetic,dataset1946,378,1.1424986049394497,0.5752304160975266,2
shipped_synthetic,dataset4100,11,1.0,0.5343259402210289,1
