arm,dataset,n,estimate_maxima,crit_bw_1,n_modes_silverman
shipped_synthetic,dataset7735,618,1.3124253369729284,1.1503254245385885,3
shipped_synthetic,dataset1688,426,1.0,0.2521390779554075,1
shipped_synthetic,dataset7298,165,1.0,0.24774661764485026,1
shipped_synthetic,dataset11707,38,1.208729923876488,0.7250977378160807,2
shipped_synthetic,dataset6850,6,1.0,0.6935362944213078,1
shipped_synthetic,dataset3731,591,1.001358995646682,0.3321405150163599,1
shipped_synthetic,dataset10739,218,1.0,0.2544593435384315,1
shipped_synthetic,dataset6267,70,1.0,0.351430431094572,1
shipped_synthetic,dataset12661,180,1.0,0.36317921728117075,1
shipped_synthetic,dataset5741,729,1.26917645071673,0.6165241212723828,2
shipped_synthetic,dataset5318,157,1.0,0.2763476914472859,1
shipped_synthetic,dataset393,85,1.101293607958627,0.5761137112979651,2
shipped_synthetic,dataset3773,68,1.0,0.448986616489582,1
shipped_synthetic,dataset8574,93,1.2389663777844746,0.8655254399493822,4
shipped_synthetic,dataset10710,43,1.1184031639848233,0.6365630062972883,2
shipped_synthetic,dataset8515,47,1.1397162709393511,0.8720964245928207,3
shipped_synthetic,dataset6475,115,1.0,0.2834956945357929,1
shipped_synthetic,dataset78,16,1.0936275596378549,0.7266542523477321,2
shipped_synthetic,dataset12459,115,1.0,0.30972107963353745,1
shipped_synthetic,dataset5840,61,1.3788136282496404,0.7561472732919814,2
shipped_synthetic,dataset12606,150,1.0,0.2976615563693142,1
shipped_synthetic,dataset784,697,1.0197711892966226,0.5822814332526135,2
shipped_synthetic,dataset11435,732,1.4299261747343495,0.6052300517593588,3
shipped_synthetic,dataset10909,573,1.3744047350281048,0.6061908758595149,1
shipped_synthetic,dataset2698,680,1.3456419927111618,0.6312264970498382,2
shipped_synthetic,dataset8363,155,1.0069696164112925,0.5035911453087771,1
shipped_synthetic,dataset9990,681,1.0002366530568954,0.2984671437675984,1
shipped_synthetic,dataset11926,692,1.3132274577203435,0.594466562166076,3
shipped_synthetic,dataset3524,7,1.118065810810907,0.8498505990210843,2
shipped_synthetic,dataset6751,69,1.0,0.43542771422373444,1
shipped_synthetic,dataset8458,56,1.4193704125678082,0.8090314128993759,2
shipped_synthetic,dataset10750,7,1.0176808424613597,0.75955793801303,1
shipped_synthetic,dataset2289,24,1.2588531638442395,0.796514999752091,2
shipped_synthetic,dataset6524,15,1.0,0.6100487666425698,1
shipped_synthetic,dataset4096,212,1.1110744017453134,1.0166979697099972,5
shipped_synthetic,dataset5475,21,1.1352885741386345,0.737290854775622,2
shipped_synthetic,dataset13592,7,1.1127223052941686,0.8452138304788104,2
shipped_synthetic,dataset10748,16,1.3908931986865232,0.9427352704431855,2
shipped_synthetic,dataset5328,69,1.0,0.3541676982441422,1
shipped_synthetic,dataset12093,218,1.2962575275434638,0.6976061345509128,2
