material,coeffvar,coeffvar_uw,entropy,entropy_uw,fit_lognorm_SW,fit_lognorm_SW_uw,fit_norm_SW,fit_norm_SW_uw,kurtosis,kurtosis_uw,mean,mean_uw,mode_count_est,mode_count_est_uw,n,skewness,skewness_uw,w_v_uw_wasserstein,weight_outliers,weight_outliers_uw
Masonry,0.831191755484757,0.7611675844446156,2.6088149472892397,2.821563807860376,0.964079050669488,0.9488531273705195,0.8207565299997673,0.8345372413988501,0.24950278210931073,0.18130059393271789,1.0181450494887712,0.9999999999999996,1.0,1.0,21.0,1.2070972402942999,1.1296181675818875,0.07270625432916297,0.0,0.0
HeavyTimber,0.6805794251623293,0.6588565366855073,1.3274094691975844,1.3862943611198963,0.9234142998972866,0.8865932945714952,0.8346058526622555,0.7731914035486257,-0.7403283881749091,3.5387704960466047,1.0543803702081722,1.0,1.0,1.0,4.0,1.352341604078357,1.8510999525382827,0.09496577034579379,0.0,0.25
Flooring,0.22123993719212512,0.37581391406039677,0.9596789985426641,1.098612288668113,0.5085774235233932,0.752162314292921,0.5109415890253529,0.7534090201531722,,,1.169871825379498,1.0,1.0111207601070094,1.0,3.0,-5.733288989250014,-1.7319294810384875,0.1698718253794978,0.0,0.0
Insulation,1.173481415298169,1.1511973091928625,4.439321650965015,4.593675517477755,0.948997299319189,0.9257303033980109,0.7667507897921917,0.7786444401703443,2.345615641566544,1.7051452740512512,0.9519520428168836,1.0000000000000002,1.0,1.0055979179918366,677.0,1.6987841536497694,1.5684497185877686,0.05149927639128315,0.07034819056149956,0.07680945347119648
Gypsum,0.5028581629643986,0.48857065514766407,4.681057265201641,4.804910917854712,0.5543413854596551,0.6002770448483506,0.9549620731601564,0.9593066915057729,0.9112277606302852,1.0295384781184143,1.0019707559317004,1.0000000000000002,1.0,1.0000260566997345,591.0,0.842025252520009,0.840352844366751,0.017230234919889776,0.037314396336037704,0.03045685279187817
SheathingPanels,0.8238121835281865,0.8394978127253246,3.252771645012967,3.5208055441659787,0.873264008545425,0.8957465231981463,0.76209869479083,0.819827554313797,2.829213853463371,2.3982931967905774,1.043927758243311,1.0000000000000002,1.0,1.0001816291252699,48.0,1.7779221808340087,1.602427076128288,0.06311722238675378,0.13017994573893638,0.12499999999999999
CMU,0.3276068125542065,0.3205699736995991,4.4554151515328035,4.6357622757883945,0.7927861979850526,0.7902995936740815,0.8950860372278561,0.9351552211032038,2.4792744446079014,1.5979927244317593,0.9607292531408395,1.0,1.0124652380227355,1.0016360841517187,562.0,1.3010274269804152,0.9777666033375109,0.0418991602066273,0.061633126002429095,0.042704626334519574
SprayedInsulation,0.623381001290102,0.7504942224955348,1.9094084252215968,2.210253577620982,0.6368601961256021,0.6926214174233687,0.947029021065571,0.8987934796469789,-1.1614034700983875,-1.3712749366061205,1.1939792462192473,0.9999999999999998,1.0,1.0063391117364882,12.0,-0.2685772196191423,-0.13938047509508147,0.19397924621924734,0.0,0.0
Hollow,0.33314684862779675,0.3447054932354789,3.8740006108908336,4.152444203174898,0.39725450995893136,0.370304367375192,0.9618239798171594,0.9554626187198648,1.1711579097949445,1.5872797969816874,0.979525487200721,0.9999999999999997,1.0,1.0,116.0,-0.42603361294873004,-0.3074401216664243,0.03043701670550363,0.08560066460430707,0.09482758620689656
Laminate,0.7119609523387977,0.7207477634584154,2.5532502906939527,2.8464803861348793,0.9155834822433445,0.8255958479048278,0.8465684961387847,0.89477931453384,2.8268112690898484,1.8123609455909195,0.907877634055889,0.9999999999999997,1.0044413446527427,1.0013942680764163,21.0,1.4313328860764807,1.2157863553627009,0.11486172062492898,0.0,0.047619047619047616
SteelSuspensionAssembly,0.1322031544365012,0.13766555151100177,3.4729572563368847,3.749860765596888,0.9520205603640494,0.964145463741096,0.9174629131122345,0.9420214714571518,1.5821700081760648,0.6613641454822957,0.9943125051822309,0.9999999999999999,1.0004373747639619,1.0,87.0,1.115531450878538,0.8097020746946997,0.013947723786886718,0.03313390986644893,0.022988505747126436
InsulatingGlazingUnits,1.020056083849924,1.0019369131342941,2.675021877206401,2.8592321198097888,0.9073469985874756,0.8714078091578139,0.7231565631434526,0.683522388905889,1.6429753753518006,2.8843404958468106,1.0784862677726024,1.0,1.0000570263948934,1.0053439263942603,32.0,1.6261066775080601,1.9064843305497432,0.13340789028702668,0.08650684605945504,0.15625
PrecastConcrete,0.5042644977453888,0.5371939803784773,4.120681156003536,4.345984170725304,0.6536665801764141,0.5422116675321297,0.9384197006956113,0.9228514907322254,1.9688774746239304,2.440977561811349,1.0199098562535998,1.0,1.0359360791044585,1.0569577521221014,159.0,0.5250082964096519,0.8665205624065618,0.045594624049841055,0.026020614835593887,0.03773584905660377
WallPanels,0.7170499055448734,0.7392285535759163,4.228224954506484,4.45884835225943,0.5255332004679396,0.6349406772708397,0.8871043629493234,0.8886532512413865,2.106219464920496,2.457697261758328,1.002227323913992,1.0000000000000004,1.0111381481142987,1.0070955118236218,248.0,1.3613389616703646,1.3509431294772567,0.04836215987685474,0.028204284821938076,0.020161290322580645
Mirrors,0.2845877291644934,0.41824880778956364,1.0758828917089547,1.386294361119894,0.8575881343390914,0.8734414678700424,0.9053352084629991,0.8798967427951848,3.022527746664289,-4.209626078082932,1.1325338790292934,1.0,1.0,1.0122700008328187,4.0,-1.3411871292854332,0.280281537137821,0.1984212118766807,0.0,0.0
MiscMetalFabrication,0.5901890344381495,0.5985449007073174,2.5713769103841257,2.89874553958635,0.8388088157731105,0.8729078984076157,0.7956775632922575,0.822584235276432,3.2563551449620745,3.567530908642776,0.8587943305408459,0.9999999999999999,1.0556874526251665,1.1088657453662574,28.0,1.2267091895504876,1.3538712756856488,0.1427991679953242,0.012711503114887992,0.03571428571428571
WoodFlooring,0.4906224666189165,0.5584831844085711,3.5150748646674264,3.7684276007150577,0.8752376109465043,0.8787079771297395,0.9595044627670802,0.9593572264847781,0.981975942351774,0.522867538983542,0.9881748093680551,1.0000000000000002,1.0016641734061158,1.0006987176173756,109.0,0.64599342009524,0.5898041929379111,0.06539747109499137,0.029360940696633246,0.03669724770642202
NonStructuralWood,0.5754229856978323,0.6563071425822541,3.0542693894462136,3.454498641432553,0.7155270336757066,0.7592688110258426,0.9717620622298235,0.932834146120142,-0.09959080712302124,-0.11882208250171529,1.0213062336278003,1.0,1.0,1.0,33.0,0.19406775787313513,0.7079072916274481,0.1354277514612962,0.0,0.0
MBQ,0.25838064625458246,0.29425305542942126,3.190969210248765,3.457230730396367,0.9755089369483774,0.9710793057972119,0.949143199786537,0.9103819356804521,0.34739266541195124,0.9828392633547001,1.0003067746297984,1.0000000000000002,1.0,1.0,44.0,0.6902158720124649,1.069692321128544,0.03409406815668573,0.09324481273361147,0.11363636363636365
SinglePlyEPDM,0.5741533325698613,0.6766536873841335,2.092320391311492,2.341994252232434,0.9222870232613014,0.8801250737824335,0.8505102291656682,0.8402340126825997,1.3547789609930996,1.0349334276067763,0.8907454445534838,1.0000000000000002,1.0,1.0,14.0,1.379591114556087,1.287603684986295,0.1548407246824622,0.15077492852423133,0.21428571428571427
Timber,0.5311865259664122,0.7434709435262378,2.209928980019666,2.751666616931528,0.3586425761029424,0.3962610791115686,0.9498137076912718,0.923001144949332,-0.4903144552200223,-0.6950510503821401,1.2828702176430944,1.0,1.0,1.0,17.0,-0.4288330260812942,0.6495835164262443,0.3291670812615188,0.0,0.0
ConcreteAdmixtures,0.9066039150449293,0.9014234621048735,3.1902258260972753,3.6292239064009553,0.9446773894429359,0.9673597534582993,0.7616779250346302,0.7884545450852092,5.452912176766646,3.5018278377179977,0.8895453246622436,1.0000000000000002,1.0264821818143777,1.0288777647879852,51.0,2.155072430857615,1.876787333287322,0.11545484740384097,0.060701458067006456,0.058823529411764705
CementitiousMaterials,0.7526440116573409,0.8242718556578493,1.7178577663262053,1.8891591637540315,0.9136744687480732,0.9185124570645866,0.8184345445099646,0.8174189981165336,-1.3745885983442026,-1.0789975420412286,1.12161929749165,0.9999999999999998,1.0,1.0135565002683158,9.0,0.7768934170425528,0.857680394604805,0.12161929749164989,0.0,0.0
OtherFlooring,0.8187149195757183,0.8648987083805552,4.0232154317132,4.330154840188229,0.8393348802732357,0.845270479529301,0.8408788121546491,0.858560198114628,5.971639738318592,3.6561238712450685,0.9039584201330878,1.0,1.0278484232519511,1.0326791405841516,154.0,1.8820433850019824,1.6244608391727435,0.1160610531009945,0.026767057068702093,0.03246753246753247
WeatherBarriers,0.4618022682466169,0.46350706493214366,2.532543019900657,2.912494403331057,0.9280784367620608,0.93474639184418,0.8852522148521709,0.8734983479206548,-1.5607060691725563,-0.3135816539618278,1.167993183074157,0.9999999999999998,1.0099501805239768,1.0,21.0,0.39700013623562547,0.927512269553452,0.1679931830741564,0.0,0.0
GlazedDoors,0.7733722051461044,0.8577832115997723,3.974272943151337,4.258356334451006,0.9274563565195832,0.9236004562708242,0.8753216875917963,0.8672511356912301,1.7826388724707936,2.1154883334284955,0.9704271765254496,1.0000000000000002,1.001870231434237,1.0,145.0,1.3272988441121099,1.434940636505631,0.07852091144815324,0.014531716443986332,0.034482758620689655
PaintingAndCoating,0.8615513125580238,0.9276302429362898,2.5926897701682154,2.871476118054879,0.9325611391766276,0.940276482264782,0.8344121938341879,0.798131132213646,-0.8103988171636829,-0.5658729736202023,1.0557825988506122,1.0000000000000002,1.0,1.0572862153645912,19.0,0.8657401031364944,1.000977185544175,0.08057878588628076,0.0,0.0
PostTensioningSteel,0.31919593830732845,0.40266338652868294,1.9152753693952307,2.397895272798376,0.7260446642645604,0.9273021161268615,0.8653308930655624,0.9761982913205796,1.4481507678226655,-0.6460183601944336,1.0140624881202203,1.0000000000000002,1.0,1.0,11.0,-1.2687849595262377,-0.028606907797032732,0.13280944536283626,0.13347156135669483,0.0
Cement,0.4150569622561523,0.4154793420536148,4.648600364138455,4.792428715042188,0.7232095225104561,0.7356893658358603,0.9759231780116929,0.9758675511187003,0.5151033232571205,0.6536004670681118,0.9964382934590278,1.0000000000000002,1.0,1.0010091329007562,522.0,-0.12658949233800793,-0.05649851315943058,0.010719991042086622,0.02330316567381658,0.022988505747126436
BackingAndUnderlay,1.2942329747367405,1.171940453189872,3.1450044546716263,3.3813837241896776,0.9666853646448753,0.951080347423507,0.713685030946539,0.7619114773345326,1.9179858507147853,2.0205554065899167,0.8983983656475382,0.9999999999999997,1.0242343534082057,1.0,45.0,1.7308756395375269,1.6789761707984092,0.1304497628193186,0.15444797492761742,0.11111111111111112
WoodJoists,0.42502933690307604,0.44829605565051167,1.1083135910663808,1.3862943611198946,0.9898147233715392,0.8823877632583256,0.9903098139344286,0.8719616715586676,0.015505173878712857,-0.6096605893015534,1.0129839371483609,1.0,1.0,1.0,4.0,0.8311675549907712,0.9833058006728367,0.047213516976234673,0.0,0.0
OpenWebMembranes,0.31803963287824216,0.2665380035693584,1.3766908336468864,1.7328679513998657,0.8046932727733341,0.8930471176670854,0.7765576333362036,0.8762923280816051,-0.04922579022466287,-0.15902255463537646,0.967530142615748,1.0,1.0,1.0,8.0,1.2342752039151954,0.882472700582016,0.07336247271795465,0.2168194975953621,0.125
Windows,0.7040713177199541,0.7164962642884081,4.424704535719561,4.625651557487094,0.8404582578755267,0.8381044349099004,0.9076437784879352,0.9050742406445716,2.2042977758871505,2.121438029235747,1.0452162758803518,1.0000000000000002,1.0006622876747429,1.004732565395422,293.0,1.262308943732232,1.2952099615343755,0.053398228391602305,0.05438271759245159,0.05119453924914677
FlatGlassPanes,0.969994022607513,0.8378141790578703,3.2156487359506207,3.583257490498183,0.9527814418484313,0.9308185062195018,0.7320947926581601,0.8572155953302363,2.992694838102205,1.2750097100406652,0.8840856379465668,0.9999999999999997,1.0399157731137794,1.0,44.0,1.9067946245991276,1.3442405316355412,0.16411688194380208,0.10318076299628316,0.045454545454545456
CompositionSiding,0.86980478497682,1.0328414508652777,1.299975588693576,1.3862943611199001,0.8519964150594521,0.7533892684460912,0.8083673381696778,0.6758638041079496,-4.775792400798423,3.9267786410693657,1.352056405802773,1.0,1.001202220155295,1.000769018220933,4.0,0.6847359891157122,1.97916293536693,0.35284861675723034,0.0,0.25
Furnishings,1.2584972463376796,1.1520655875480112,2.3404862307780334,2.5885731626821302,0.8133323348294358,0.8011152137527485,0.7309637331511922,0.7504111383368106,0.5936370628645782,-1.0886201798516686,0.7746956305493974,1.0000000000000002,1.0,1.007824501726355,17.0,1.3023024455401826,0.8145611021260043,0.23351144522629536,0.0,0.0
RoofPanels,0.629282348028649,0.7036203722013913,3.707487682817305,4.005465276906607,0.7928574050027228,0.7729885051983005,0.9167127558095317,0.9293164850922668,2.6938091194411347,1.1650006474544556,0.9309187286929869,0.9999999999999997,1.0012559172384787,1.0,89.0,1.2246905292214865,1.0247519394980504,0.11485594098826889,0.04277430445204606,0.0449438202247191
BituminousRoofing,0.5545199501296819,0.5795204631304165,3.7541183743626636,4.042623521907657,0.9781366568750821,0.9817110308739435,0.9272328931705616,0.8971717018344287,0.28372113229495066,0.9962808510986338,1.0233743322563524,0.9999999999999999,1.0,1.0045531678457837,66.0,0.884394270428366,1.141807127092807,0.051920160678444544,0.03907959693241135,0.06060606060606061
Mortar,0.7523737508755092,0.7879487105749321,4.129909979875472,4.362836778228072,0.899550466245157,0.8558200313798319,0.8739739636283721,0.850231825636014,2.59297577993791,3.400784746883012,1.0060428041695693,1.0,1.003383407423585,1.003923758558183,151.0,1.4472990821261615,1.686998591843773,0.05585676012812375,0.03805749642055758,0.052980132450331126
FoamedInPlace,0.7315291684389269,0.7110669809187026,2.1506960471528536,2.6156305770275594,0.9536787249069664,0.9201033528309267,0.8788929339644103,0.8828883540170028,-0.41489007950000395,-1.3440619118106583,0.9190427858529685,1.0000000000000004,1.0,1.0,15.0,0.8720962618644178,0.5131511697884167,0.12156132931399546,0.0,0.0
ConcretePaving,0.2591166501865903,0.27688175461004894,4.392304962770885,4.584428530799441,0.9898898345832419,0.9917337493247617,0.9586782021077981,0.9557927280478284,1.2679981342607163,1.0517761616319887,0.9836346211366376,1.0000000000000002,1.003482939374885,1.0130327572683189,400.0,0.8047936428113558,0.821718358738168,0.022442128602226243,0.01601164652648529,0.0125
Carpet,0.5194887955571356,0.5296524165012432,4.856654217165314,4.899065700665273,0.6664859720007512,0.7278436454389913,0.9521044051425804,0.9435116520271132,0.491798408194186,0.533910318198707,1.0138306344114199,1.0,1.003373148633589,1.004557427611085,1937.0,0.8086089530813073,0.8710188471270343,0.018123378207476427,0.009700624500118528,0.010841507485802785
SupplementaryCementitiousMaterials,0.30512480229746064,0.5213415297278744,1.3772162752771533,2.079441541679844,0.521866336257989,0.657684459960341,0.8775685814081382,0.9300003668690443,7.287597839081993,2.1561534433852683,0.9446259072515799,0.9999999999999999,1.0,1.0,8.0,-0.38511853281891434,0.1942104418300615,0.20524389028624979,0.044461494017812325,0.25
Finishes,0.3756957894754959,0.37884401307099497,2.3469302346545966,2.5400363038209868,0.9779094922372262,0.985539356925715,0.9119499170794858,0.9601847596803239,0.817869760721794,0.23613581132615294,1.0247488055577914,1.0000000000000002,1.0,1.0,14.0,1.0165414308470226,0.6793482231643663,0.05670082847226597,0.11359428738979283,0.0
AccessFlooringPedestals,0.7707608015030128,0.5556694814592282,1.830462827560817,2.1458417525947624,0.9153962354081863,0.8663730208673119,0.9442618548305921,0.951703532261783,0.7753173548070071,-0.26808927366840357,0.6939445127890477,1.0,1.0,1.0,11.0,0.9277804446787434,0.40395628839805653,0.30605548721095244,0.0,0.0
MassTimber,0.49297932712296555,0.5826106241998005,3.1970760647066556,3.6218232416210108,0.9491721208297075,0.9512964961577436,0.9327251565220867,0.9186438346240389,0.8300684095988192,0.8754080871292121,0.9943359413822108,1.0,1.0,1.0,45.0,0.9206567873873236,1.0702792506550955,0.0737656521242382,0.011969050282319146,0.08888888888888889
Asphalt,0.239996714449844,0.240310028416105,4.748502248548784,4.75368342302641,0.821207781101101,0.8103764681014843,0.9582721867483965,0.9551068468654075,1.9400236475054566,2.0764923369313015,1.004631556984914,1.0000000000000002,1.013500260365281,1.0173714331809545,8925.0,0.657973199645563,0.6982940092732879,0.005070227703837169,0.05021199048287152,0.04896358543417366
ColdFormedSteel,0.42717698553191347,0.4059664288629074,3.549108648237971,3.787668061121309,0.9321509643615958,0.906649454953907,0.9542842798209699,0.9652088524710851,1.3386367712940506,1.3709293618462208,0.9858082635807853,1.0,1.0,1.0,65.0,0.756140909806563,0.6584636425427424,0.03211291598354302,0.05814177843420842,0.06153846153846154
Brick,0.42199183618376956,0.4780893895328444,3.7874665322002423,4.01452508236846,0.871472665330173,0.8763020461338478,0.9094554295085959,0.8833933941923665,0.6133942089235795,2.855533795620142,0.9801927714391526,1.0000000000000002,1.1401197334356898,1.1589637769194363,252.0,0.11234563954130387,0.8466628714136025,0.030961436285520803,0.004018597112815376,0.01984126984126984
