arm,dataset,n,k_fitted,overlap_fitted
shipped_synthetic,dataset13746,712.0,2,0.42724229091768434
shipped_synthetic,dataset13172,665.0,3,0.3228499188570088
shipped_synthetic,dataset2017,42.0,2,2.4250913059803675e-31
shipped_synthetic,dataset5374,131.0,3,0.000494362893414992
shipped_synthetic,dataset5950,6.0,2,0.0007852269648360433
shipped_synthetic,dataset13486,5.0,1,
shipped_synthetic,dataset10934,6.0,2,1.5269904157778152e-26
shipped_synthetic,dataset8582,24.0,2,0.0004590747588681172
shipped_synthetic,dataset8245,432.0,4,0.13746849743537295
shipped_synthetic,dataset1146,12.0,2,0.0
shipped_synthetic,dataset10774,39.0,2,0.10424754175219816
shipped_synthetic,dataset5999,68.0,4,0.01016551870149706
shipped_synthetic,dataset6198,602.0,2,0.6996585368188243
shipped_synthetic,dataset9096,25.0,2,1.886506807642472e-14
shipped_synthetic,dataset4313,20.0,2,0.01587837340761701
shipped_synthetic,dataset5703,28.0,3,0.03352826169084969
shipped_synthetic,dataset5971,185.0,3,0.1501240439444728
shipped_synthetic,dataset8892,5.0,1,
shipped_synthetic,dataset7538,11.0,3,0.000247887524214064
shipped_synthetic,dataset5154,5.0,1,
shipped_synthetic,dataset2424,197.0,3,0.009500366375493112
shipped_synthetic,dataset8853,70.0,1,0.0
shipped_synthetic,dataset11819,9.0,3,0.00014611509505409032
shipped_synthetic,dataset5885,605.0,3,0.20134469239827327
shipped_synthetic,dataset4279,104.0,5,0.023644319292025047
shipped_synthetic,dataset12012,26.0,2,0.000180298353093466
shipped_synthetic,dataset6430,171.0,4,0.08602054952452519
shipped_synthetic,dataset10063,9.0,3,0.00022980568992826713
shipped_synthetic,dataset2000,41.0,3,0.02092035611003368
shipped_synthetic,dataset13216,493.0,3,0.19946954824371355
shipped_synthetic,dataset9642,17.0,1,0.0
shipped_synthetic,dataset7736,12.0,4,2.0172624208419886e-14
shipped_synthetic,dataset4379,25.0,2,0.19524203955358477
shipped_synthetic,dataset621,19.0,4,7.991612569471436e-05
shipped_synthetic,dataset9633,10.0,3,3.1335646787588187e-11
shipped_synthetic,dataset1366,40.0,1,0.0
shipped_synthetic,dataset10789,315.0,4,0.12357274367694933
shipped_synthetic,dataset2081,31.0,2,0.016397071761787056
shipped_synthetic,dataset12670,37.0,5,0.0018644717382594513
shipped_synthetic,dataset9552,5.0,1,
shipped_synthetic,dataset1514,50.0,1,0.0
shipped_synthetic,dataset728,70.0,3,2.2246409748110984e-05
shipped_synthetic,dataset8402,395.0,2,0.06403558024775932
shipped_synthetic,dataset3359,9.0,3,3.630065277872914e-05
shipped_synthetic,dataset5519,52.0,3,0.0692816050661038
shipped_synthetic,dataset2617,12.0,4,0.005438800008492408
shipped_synthetic,dataset1176,97.0,1,0.0
shipped_synthetic,dataset7130,190.0,1,0.0
shipped_synthetic,dataset7186,6.0,2,1.7718240182019754e-06
shipped_synthetic,dataset7959,657.0,5,0.08014854221056318
shipped_synthetic,dataset4245,82.0,1,0.0
shipped_synthetic,dataset9836,60.0,3,0.1389491796412382
shipped_synthetic,dataset11999,114.0,2,0.020314872452988117
shipped_synthetic,dataset5761,40.0,4,0.0008440628611639565
shipped_synthetic,dataset4906,55.0,2,8.370598163990675e-06
shipped_synthetic,dataset2933,111.0,3,0.006580474247501106
shipped_synthetic,dataset12206,678.0,5,0.10297392524306745
shipped_synthetic,dataset10044,328.0,2,0.5041621699487666
shipped_synthetic,dataset4437,32.0,3,0.08176680893770374
shipped_synthetic,dataset1537,10.0,1,0.0
shipped_synthetic,dataset431,431.0,3,0.15159776761860919
shipped_synthetic,dataset5049,59.0,1,0.0
shipped_synthetic,dataset10651,82.0,3,0.05660290595783624
shipped_synthetic,dataset10186,19.0,4,9.794296264747019e-15
shipped_synthetic,dataset5053,5.0,1,
shipped_synthetic,dataset9445,82.0,2,0.3851168735781151
shipped_synthetic,dataset7147,486.0,3,0.023430499306258276
shipped_synthetic,dataset8329,153.0,3,0.053038758366672545
shipped_synthetic,dataset10770,63.0,1,0.0
shipped_synthetic,dataset6225,5.0,1,
shipped_synthetic,dataset13425,634.0,3,0.02204056381720797
shipped_synthetic,dataset2826,23.0,1,0.0
shipped_synthetic,dataset12162,301.0,4,0.08320996749573735
shipped_synthetic,dataset4788,9.0,1,0.0
shipped_synthetic,dataset13803,244.0,2,0.44810210314867394
shipped_synthetic,dataset93,52.0,3,1.635033827922903e-05
shipped_synthetic,dataset2467,138.0,1,0.0
shipped_synthetic,dataset13553,20.0,1,0.0
shipped_synthetic,dataset7154,12.0,4,3.82089626469628e-08
shipped_synthetic,dataset8684,175.0,4,0.05370280753004062
shipped_synthetic,dataset7445,40.0,3,0.003909724615355879
shipped_synthetic,dataset1813,46.0,1,0.0
shipped_synthetic,dataset2529,7.0,2,1.3212982945692862e-30
shipped_synthetic,dataset4647,523.0,3,0.27260058014753247
shipped_synthetic,dataset3427,59.0,2,0.14578016133522
shipped_synthetic,dataset3348,24.0,5,2.2473706526314996e-06
shipped_synthetic,dataset528,66.0,2,4.2515209004663753e-11
shipped_synthetic,dataset4855,8.0,2,0.003709065401273419
shipped_synthetic,dataset8161,52.0,3,0.021849828603603693
shipped_synthetic,dataset5989,420.0,2,0.09476643473989985
shipped_synthetic,dataset8864,599.0,2,0.3503212849123313
shipped_synthetic,dataset10560,52.0,3,0.016286811247300557
shipped_synthetic,dataset10438,56.0,5,0.0048583663496753636
shipped_synthetic,dataset8755,299.0,3,0.1856233078500249
shipped_synthetic,dataset11884,18.0,2,0.017306359943443296
shipped_synthetic,dataset11211,6.0,2,0.0028378730215517897
shipped_synthetic,dataset3786,50.0,1,0.0
shipped_synthetic,dataset8283,69.0,4,0.018187227717917358
shipped_synthetic,dataset9759,176.0,3,0.13170287443379594
shipped_synthetic,dataset10360,6.0,2,8.901610129688222e-69
shipped_synthetic,dataset9326,9.0,1,0.0
shipped_synthetic,dataset4988,413.0,4,0.14237671380424208
shipped_synthetic,dataset8914,261.0,3,0.026520146366429617
shipped_synthetic,dataset6291,138.0,3,0.07246009361996825
shipped_synthetic,dataset1360,196.0,4,0.09550860861652229
shipped_synthetic,dataset7810,8.0,2,1.3800551134636646e-07
shipped_synthetic,dataset1506,104.0,2,0.0014326099564698478
shipped_synthetic,dataset5833,51.0,3,0.02699224922464219
shipped_synthetic,dataset13309,189.0,2,0.2975193790450345
shipped_synthetic,dataset3605,29.0,3,0.005758997215694582
shipped_synthetic,dataset7525,45.0,1,0.0
shipped_synthetic,dataset10993,320.0,4,0.04574373127717135
shipped_synthetic,dataset6747,37.0,2,0.010220796506043786
shipped_synthetic,dataset1436,121.0,2,0.01784716718634219
shipped_synthetic,dataset3678,34.0,4,0.0014497993255544698
shipped_synthetic,dataset2655,14.0,2,0.000768179969349673
shipped_synthetic,dataset6076,58.0,4,0.0030341764421672377
shipped_synthetic,dataset255,75.0,3,0.020490638107733244
shipped_synthetic,dataset3908,117.0,3,0.08965421353054308
shipped_synthetic,dataset9489,464.0,3,0.029846760650096612
shipped_synthetic,dataset9362,41.0,3,0.0018991374712016762
shipped_synthetic,dataset8522,121.0,2,0.0004970491469396669
shipped_synthetic,dataset12029,301.0,3,0.14064658499649924
shipped_synthetic,dataset10103,34.0,2,0.0360638716927399
shipped_synthetic,dataset3481,48.0,2,1.1139255284775875e-11
shipped_synthetic,dataset5459,364.0,5,0.05773729769942178
shipped_synthetic,dataset10375,7.0,2,9.408868589736801e-18
shipped_synthetic,dataset3341,158.0,5,0.019829968976283852
shipped_synthetic,dataset6696,366.0,4,0.05810369382584443
shipped_synthetic,dataset299,25.0,5,0.0003166260090429584
shipped_synthetic,dataset11584,13.0,4,6.537318632425883e-07
shipped_synthetic,dataset2421,15.0,5,0.00718357476578405
shipped_synthetic,dataset13527,145.0,4,0.03958987377793245
shipped_synthetic,dataset11906,82.0,1,0.0
shipped_synthetic,dataset3752,106.0,3,0.056204125363334995
shipped_synthetic,dataset6161,504.0,4,0.0018483711954169705
shipped_synthetic,dataset8869,442.0,2,0.08182897093869088
shipped_synthetic,dataset866,94.0,4,0.027330062608779765
shipped_synthetic,dataset3695,5.0,1,
shipped_synthetic,dataset2764,5.0,1,
shipped_synthetic,dataset10583,20.0,3,3.146131047286394e-06
shipped_synthetic,dataset10454,18.0,3,0.0002372998521714694
shipped_synthetic,dataset10061,84.0,2,0.5500310525594801
shipped_synthetic,dataset13189,77.0,1,0.0
shipped_synthetic,dataset11326,19.0,1,0.0
shipped_synthetic,dataset10499,6.0,2,0.0012591937650279386
shipped_synthetic,dataset13158,392.0,2,0.5777859220702873
shipped_synthetic,dataset6163,27.0,1,0.0
shipped_synthetic,dataset2480,94.0,1,0.0
shipped_synthetic,dataset1065,235.0,3,0.03820195993347595
shipped_synthetic,dataset539,490.0,2,0.5714679010007861
shipped_synthetic,dataset8319,90.0,3,0.003541829631028849
shipped_synthetic,dataset3053,137.0,5,0.03549519535212024
shipped_synthetic,dataset10991,706.0,5,0.055748353781490456
shipped_synthetic,dataset5219,61.0,4,8.945532877686819e-07
shipped_synthetic,dataset4922,19.0,2,2.994825045909944e-07
shipped_synthetic,dataset6615,10.0,2,0.003635559370100793
shipped_synthetic,dataset12733,7.0,2,1.3019764349238609e-08
shipped_synthetic,dataset7276,93.0,3,0.01625019962329202
shipped_synthetic,dataset7962,137.0,3,0.012770874415104876
shipped_synthetic,dataset481,11.0,3,4.6012916022989606e-11
shipped_synthetic,dataset4164,37.0,3,0.03072392337518239
shipped_synthetic,dataset4447,9.0,2,0.000739060387645054
shipped_synthetic,dataset4739,101.0,4,0.09485881079909908
shipped_synthetic,dataset8613,42.0,1,0.0
shipped_synthetic,dataset8872,248.0,2,0.45675278779114464
shipped_synthetic,dataset11437,11.0,1,0.0
shipped_synthetic,dataset113,354.0,3,0.274276327018901
shipped_synthetic,dataset9884,28.0,3,0.030226858942135906
shipped_synthetic,dataset7952,378.0,1,0.0
shipped_synthetic,dataset582,261.0,4,0.05730330460267868
shipped_synthetic,dataset12774,226.0,2,0.3693790824424131
shipped_synthetic,dataset7645,270.0,2,0.44300452521431605
shipped_synthetic,dataset13410,43.0,2,0.002914236655077279
shipped_synthetic,dataset3626,6.0,2,0.00035089853543239746
shipped_synthetic,dataset13555,18.0,2,0.00019202920125580545
shipped_synthetic,dataset13134,9.0,1,0.0
shipped_synthetic,dataset12299,507.0,5,0.033593893417723744
shipped_synthetic,dataset11353,95.0,5,0.0494480648142632
shipped_synthetic,dataset2883,6.0,2,0.0002159887069681782
shipped_synthetic,dataset13112,346.0,2,0.33589798910422336
shipped_synthetic,dataset986,16.0,1,0.0
shipped_synthetic,dataset11023,84.0,2,0.5694566294694253
shipped_synthetic,dataset6502,25.0,1,0.0
shipped_synthetic,dataset4451,10.0,1,0.0
shipped_synthetic,dataset566,38.0,2,0.02590217618609776
shipped_synthetic,dataset9383,516.0,3,0.13840578058996697
shipped_synthetic,dataset11072,39.0,3,0.06595230820629931
shipped_synthetic,dataset10707,5.0,1,
shipped_synthetic,dataset10779,94.0,2,2.129191915817454e-12
shipped_synthetic,dataset6817,709.0,5,0.09178094428198923
shipped_synthetic,dataset13586,79.0,2,0.0004840112571534714
shipped_synthetic,dataset300,146.0,2,0.16599483104012058
shipped_synthetic,dataset494,36.0,1,0.0
shipped_synthetic,dataset11916,47.0,3,0.009250921398500077
shipped_synthetic,dataset810,5.0,1,
shipped_synthetic,dataset9337,109.0,4,0.016587644855826113
shipped_synthetic,dataset2400,10.0,3,9.196238290127388e-08
shipped_synthetic,dataset3129,12.0,2,0.00013330695053274762
shipped_synthetic,dataset6472,5.0,1,
shipped_synthetic,dataset1423,216.0,5,0.02016453686522878
shipped_synthetic,dataset549,38.0,1,0.0
shipped_synthetic,dataset3937,5.0,1,
shipped_synthetic,dataset5820,29.0,3,6.80810781091232e-05
shipped_synthetic,dataset2232,254.0,4,0.13663566272956587
shipped_synthetic,dataset4979,54.0,2,0.19082492572897142
shipped_synthetic,dataset13089,75.0,2,0.029388360054254964
shipped_synthetic,dataset4452,32.0,4,3.7738840758628085e-07
shipped_synthetic,dataset2224,281.0,1,0.0
shipped_synthetic,dataset8750,7.0,2,0.01074062221303503
shipped_synthetic,dataset7475,37.0,4,0.00017285822509980784
shipped_synthetic,dataset4936,10.0,3,1.2192566345458433e-11
shipped_synthetic,dataset7812,223.0,3,0.02550614373742274
shipped_synthetic,dataset4408,378.0,2,0.11721607007286253
shipped_synthetic,dataset4010,61.0,4,0.009926731266411139
shipped_synthetic,dataset12323,509.0,4,0.004071430417652908
shipped_synthetic,dataset6049,30.0,2,0.038407843555087376
shipped_synthetic,dataset7233,113.0,1,0.0
shipped_synthetic,dataset8801,32.0,3,0.08927971289459273
shipped_synthetic,dataset7811,77.0,3,0.0016720157302220389
shipped_synthetic,dataset3309,64.0,2,1.4214857240358895e-05
shipped_synthetic,dataset8813,12.0,4,0.0035228559046696292
shipped_synthetic,dataset10704,22.0,4,0.0002874927152505205
shipped_synthetic,dataset8418,96.0,2,0.31544990891733216
shipped_synthetic,dataset7098,37.0,3,0.10892628720470664
shipped_synthetic,dataset4528,85.0,2,0.0341261200660241
shipped_synthetic,dataset12188,10.0,2,6.327890473676799e-08
shipped_synthetic,dataset450,329.0,2,0.004770203873115567
shipped_synthetic,dataset3132,16.0,1,0.0
shipped_synthetic,dataset13196,162.0,3,5.73938501472564e-05
shipped_synthetic,dataset12213,99.0,3,0.003623758530194116
shipped_synthetic,dataset3705,140.0,3,0.184685038675957
shipped_synthetic,dataset10632,90.0,2,0.31793858687935184
shipped_synthetic,dataset8855,118.0,3,0.0018931673563709374
shipped_synthetic,dataset2353,9.0,3,7.421095178742745e-86
shipped_synthetic,dataset8856,306.0,4,0.09992262832807379
shipped_synthetic,dataset1875,64.0,2,3.01354790701155e-12
shipped_synthetic,dataset12863,39.0,3,0.0014846500595349923
shipped_synthetic,dataset11350,621.0,3,0.09015811290274343
shipped_synthetic,dataset11513,262.0,2,0.19417697591333044
shipped_synthetic,dataset2282,17.0,4,5.690993260554942e-22
shipped_synthetic,dataset8417,29.0,2,0.0012730758894012866
shipped_synthetic,dataset6179,16.0,5,0.0011836897671898112
shipped_synthetic,dataset10589,245.0,2,0.5590007988850624
shipped_synthetic,dataset11798,11.0,3,1.672261688538449e-14
shipped_synthetic,dataset338,16.0,2,0.026759402956768607
shipped_synthetic,dataset11428,51.0,1,0.0
shipped_synthetic,dataset5798,14.0,3,0.0007309297257010192
shipped_synthetic,dataset2819,17.0,5,2.0149486560130175e-05
shipped_synthetic,dataset1203,218.0,2,0.12923486406916748
shipped_synthetic,dataset2250,543.0,5,0.1368820714524569
shipped_synthetic,dataset10099,138.0,2,0.07273522034999616
shipped_synthetic,dataset2036,20.0,1,0.0
shipped_synthetic,dataset10697,221.0,2,0.0915867685900256
shipped_synthetic,dataset3015,77.0,3,0.009386145149271139
shipped_synthetic,dataset10006,78.0,5,0.0014962592942212864
shipped_synthetic,dataset9532,90.0,4,0.014629972586418412
shipped_synthetic,dataset873,24.0,2,3.441037518433004e-21
shipped_synthetic,dataset12679,14.0,4,1.12823271046364e-09
shipped_synthetic,dataset10421,58.0,4,0.002951915265205208
shipped_synthetic,dataset8160,313.0,1,0.0
shipped_synthetic,dataset3934,62.0,2,0.03215227790219827
shipped_synthetic,dataset476,74.0,3,0.12203735214758828
shipped_synthetic,dataset580,27.0,3,0.007282682703747506
shipped_synthetic,dataset175,76.0,1,0.0
shipped_synthetic,dataset7843,283.0,5,0.08469248120754555
shipped_synthetic,dataset7335,20.0,2,0.07734116263560156
shipped_synthetic,dataset11769,6.0,2,2.439111188920373e-05
shipped_synthetic,dataset12365,32.0,5,0.0118527972382874
shipped_synthetic,dataset154,29.0,1,0.0
shipped_synthetic,dataset2093,28.0,2,3.116820598488662e-05
shipped_synthetic,dataset9269,11.0,3,4.6626285989183166e-27
shipped_synthetic,dataset6406,63.0,1,0.0
shipped_synthetic,dataset2283,8.0,2,1.7535652448735939e-66
shipped_synthetic,dataset13466,8.0,2,4.5949961142835163e-10
shipped_synthetic,dataset8254,10.0,1,0.0
shipped_synthetic,dataset170,47.0,2,0.001431720562940325
shipped_synthetic,dataset7520,16.0,5,6.374530518388597e-05
shipped_synthetic,dataset588,21.0,1,0.0
shipped_synthetic,dataset11555,208.0,5,0.0031089461868524593
shipped_synthetic,dataset8058,199.0,1,0.0
shipped_synthetic,dataset12074,419.0,1,0.0
shipped_synthetic,dataset2499,7.0,2,0.0015583209944017185
shipped_synthetic,dataset1933,30.0,1,0.0
shipped_synthetic,dataset3690,39.0,3,6.744571497618729e-05
shipped_synthetic,dataset6821,8.0,2,3.365845911223844e-05
shipped_synthetic,dataset6798,13.0,4,0.0035455708415280747
shipped_synthetic,dataset6498,6.0,2,1.759413079653524e-06
shipped_synthetic,dataset7399,28.0,5,5.583342784072808e-05
shipped_synthetic,dataset1085,60.0,1,0.0
shipped_synthetic,dataset10209,389.0,3,0.14936403843992985
shipped_synthetic,dataset9439,111.0,3,0.007629470928534863
shipped_synthetic,dataset10534,37.0,2,0.03691727753698029
shipped_synthetic,dataset9498,16.0,5,8.127933963185888e-11
shipped_synthetic,dataset11531,13.0,3,0.002219724436052359
shipped_synthetic,dataset4796,252.0,2,3.967935608659833e-05
shipped_synthetic,dataset5991,376.0,3,0.0018165481123596184
shipped_synthetic,dataset8048,272.0,2,0.5286726074619279
shipped_synthetic,dataset2462,707.0,3,0.2039901191933711
shipped_synthetic,dataset4027,78.0,4,0.07096073731951422
shipped_synthetic,dataset3340,450.0,2,7.307304423793896e-05
shipped_synthetic,dataset5345,456.0,4,0.10759608648809327
shipped_synthetic,dataset3087,193.0,2,0.015828570894314935
shipped_synthetic,dataset7366,444.0,4,0.13446292225536208
shipped_synthetic,dataset12236,348.0,1,0.0
shipped_synthetic,dataset5562,143.0,4,0.0020057206161567935
shipped_synthetic,dataset2220,87.0,2,1.2102422047987458e-06
shipped_synthetic,dataset12168,9.0,3,0.00018378688852843574
shipped_synthetic,dataset6872,18.0,4,3.349652560661373e-05
shipped_synthetic,dataset2508,28.0,1,0.0
shipped_synthetic,dataset7131,138.0,2,0.16081441604353727
shipped_synthetic,dataset4602,309.0,2,6.916132122291882e-08
shipped_synthetic,dataset1946,378.0,3,0.16075266165048285
shipped_synthetic,dataset4100,11.0,2,0.00031505420838497865
shipped_synthetic,dataset5563,46.0,2,0.03356549489237597
shipped_synthetic,dataset4349,8.0,2,5.5111901177110006e-09
shipped_synthetic,dataset2975,42.0,3,0.009811078716282607
shipped_synthetic,dataset2458,196.0,4,0.00791812089857498
shipped_synthetic,dataset4116,27.0,3,0.0016440731564660524
shipped_synthetic,dataset8093,17.0,2,0.014730075670480885
shipped_synthetic,dataset7690,585.0,1,0.0
shipped_synthetic,dataset6592,15.0,2,1.3033071714737389e-15
shipped_synthetic,dataset7583,470.0,2,0.49889509927264164
shipped_synthetic,dataset1780,16.0,4,0.0004811680581843674
shipped_synthetic,dataset1673,40.0,2,0.35743431335438225
shipped_synthetic,dataset10840,18.0,3,0.0020515303011116822
shipped_synthetic,dataset2425,90.0,1,0.0
shipped_synthetic,dataset5580,12.0,4,0.00031978673879365165
shipped_synthetic,dataset12619,34.0,4,0.0011193152478748494
shipped_synthetic,dataset11614,144.0,3,0.020895637625287487
shipped_synthetic,dataset13755,47.0,2,0.01562595639622658
shipped_synthetic,dataset6924,273.0,2,0.4336420506295643
shipped_synthetic,dataset7694,186.0,3,0.10503500238633912
shipped_synthetic,dataset12925,22.0,1,0.0
shipped_synthetic,dataset5491,117.0,3,0.027411019584200492
shipped_synthetic,dataset5382,469.0,2,0.5621053844014582
shipped_synthetic,dataset10023,6.0,1,0.0
shipped_synthetic,dataset10749,11.0,1,0.0
shipped_synthetic,dataset12938,619.0,4,0.11970727876630766
shipped_synthetic,dataset629,23.0,1,0.0
shipped_synthetic,dataset11734,52.0,2,0.0018518950226848194
shipped_synthetic,dataset1519,161.0,1,0.0
shipped_synthetic,dataset7925,9.0,3,0.010915273532608688
shipped_synthetic,dataset8138,79.0,1,0.0
shipped_synthetic,dataset12350,611.0,4,0.06677631433846738
shipped_synthetic,dataset8578,32.0,2,0.17150037164263704
shipped_synthetic,dataset12640,50.0,2,2.7269414504065375e-05
shipped_synthetic,dataset6690,8.0,2,1.556571586816323e-05
shipped_synthetic,dataset188,55.0,3,0.023871350625420756
shipped_synthetic,dataset10304,34.0,2,0.03514460975070803
shipped_synthetic,dataset13647,56.0,3,0.003950831643577813
shipped_synthetic,dataset5173,210.0,1,0.0
shipped_synthetic,dataset3385,98.0,2,0.30215034213134784
shipped_synthetic,dataset7295,699.0,2,0.029500622852732156
shipped_synthetic,dataset8065,86.0,5,0.021357611035178865
shipped_synthetic,dataset3891,110.0,3,0.014158202580791144
shipped_synthetic,dataset2158,261.0,3,0.20360858338869434
shipped_synthetic,dataset13423,182.0,1,0.0
shipped_synthetic,dataset7684,252.0,5,0.0005060384882611308
shipped_synthetic,dataset4059,17.0,3,0.00017298875763600258
shipped_synthetic,dataset8346,30.0,1,0.0
shipped_synthetic,dataset10254,41.0,1,0.0
shipped_synthetic,dataset4561,11.0,2,7.2299936023922064e-06
shipped_synthetic,dataset11560,22.0,3,0.029935609871657238
shipped_synthetic,dataset13178,13.0,3,6.317997450025683e-05
shipped_synthetic,dataset10238,25.0,3,0.033593291228505476
shipped_synthetic,dataset9568,730.0,2,0.5915168067403329
shipped_synthetic,dataset9261,479.0,2,0.6716587065375428
shipped_synthetic,dataset6085,274.0,5,0.02895479869997376
shipped_synthetic,dataset7835,86.0,4,0.034867752137353394
shipped_synthetic,dataset360,243.0,3,0.1063616520687558
shipped_synthetic,dataset10285,29.0,4,9.058675828382759e-05
shipped_synthetic,dataset5671,9.0,3,1.8427855815878893e-05
shipped_synthetic,dataset4442,13.0,4,0.0025025211655403013
shipped_synthetic,dataset11091,23.0,2,0.05104475386615906
shipped_synthetic,dataset1656,10.0,3,0.00010082921226243872
shipped_synthetic,dataset13330,38.0,1,0.0
shipped_synthetic,dataset9600,204.0,1,0.0
shipped_synthetic,dataset11474,165.0,4,0.018807974360658647
shipped_synthetic,dataset4627,41.0,4,0.00011147183265291804
shipped_synthetic,dataset1115,252.0,3,0.1953975372301361
shipped_synthetic,dataset12085,534.0,2,0.00022436160597073742
shipped_synthetic,dataset3249,10.0,2,9.93528569163675e-05
shipped_synthetic,dataset11524,49.0,3,2.057292619482651e-05
shipped_synthetic,dataset4346,472.0,1,0.0
shipped_synthetic,dataset6057,175.0,1,0.0
shipped_synthetic,dataset2496,11.0,3,0.00010680191769949247
shipped_synthetic,dataset12129,541.0,2,0.4618111010389286
shipped_synthetic,dataset3628,731.0,5,0.017021592177989087
shipped_synthetic,dataset12575,155.0,4,0.009813801726426192
shipped_synthetic,dataset11868,566.0,5,0.06188563809298786
shipped_synthetic,dataset3282,128.0,3,0.006518025798444846
shipped_synthetic,dataset9872,9.0,3,0.002231234680628809
shipped_synthetic,dataset9637,478.0,2,0.3172459333814216
shipped_synthetic,dataset5618,64.0,2,0.02534473021496003
shipped_synthetic,dataset5416,67.0,2,0.03933051678305284
shipped_synthetic,dataset12741,370.0,3,0.20362641567706577
shipped_synthetic,dataset5144,242.0,3,0.022940873389578977
shipped_synthetic,dataset5917,118.0,4,0.040012144503532736
shipped_synthetic,dataset13684,6.0,2,0.00026745634841124084
shipped_synthetic,dataset8196,15.0,2,0.0011748043993664759
shipped_synthetic,dataset652,734.0,5,0.09269112079509474
shipped_synthetic,dataset2772,616.0,5,0.055163254120169335
shipped_synthetic,dataset11451,6.0,2,7.812884250722125e-05
shipped_synthetic,dataset6776,54.0,2,0.001929952178634078
shipped_synthetic,dataset9207,148.0,2,0.013524717060900814
shipped_synthetic,dataset4596,103.0,4,0.022385012856637434
shipped_synthetic,dataset6950,96.0,2,2.6380995275402807e-06
shipped_synthetic,dataset8596,28.0,4,5.472845498353992e-06
shipped_synthetic,dataset1311,39.0,3,0.0015911750609152566
shipped_synthetic,dataset1667,7.0,2,0.00025639109482645205
shipped_synthetic,dataset10319,182.0,4,0.0036604803315285588
shipped_synthetic,dataset7355,92.0,2,0.003767916258600435
shipped_synthetic,dataset8766,745.0,2,0.5731492663455448
shipped_synthetic,dataset1212,18.0,3,0.027886452138393827
shipped_synthetic,dataset6135,405.0,2,0.6487523832924712
shipped_synthetic,dataset6815,61.0,2,0.0056503278139328275
shipped_synthetic,dataset1588,222.0,1,0.0
shipped_synthetic,dataset11304,7.0,2,3.48570403657084e-08
shipped_synthetic,dataset4185,28.0,1,0.0
shipped_synthetic,dataset8812,5.0,1,
shipped_synthetic,dataset9662,26.0,2,8.505533146567555e-21
shipped_synthetic,dataset7926,249.0,2,0.4403223459110582
shipped_synthetic,dataset8031,472.0,2,0.025957622247976576
shipped_synthetic,dataset11912,627.0,3,0.20052443754972318
shipped_synthetic,dataset6411,11.0,1,0.0
shipped_synthetic,dataset13338,248.0,2,0.026161180709967025
shipped_synthetic,dataset1091,69.0,5,0.00026030555447061337
shipped_synthetic,dataset13015,131.0,2,0.008156824830356443
shipped_synthetic,dataset330,113.0,3,0.055993575521870266
shipped_synthetic,dataset7467,283.0,2,0.35587755816756017
shipped_synthetic,dataset4157,126.0,3,0.009215122414747005
shipped_synthetic,dataset6329,10.0,3,0.0009479323901575303
shipped_synthetic,dataset3283,55.0,2,0.00012011574063743347
shipped_synthetic,dataset6210,176.0,4,0.06094912302625185
shipped_synthetic,dataset11972,7.0,2,7.953863344028284e-15
shipped_synthetic,dataset13642,78.0,4,0.024285723158289346
shipped_synthetic,dataset12897,137.0,4,0.02930668421509799
shipped_synthetic,dataset8378,6.0,1,0.0
shipped_synthetic,dataset13111,265.0,3,0.0577827403853243
shipped_synthetic,dataset5976,18.0,1,0.0
shipped_synthetic,dataset10267,59.0,1,0.0
shipped_synthetic,dataset10985,278.0,5,0.009129355312422729
shipped_synthetic,dataset11581,56.0,4,0.005097985732226313
shipped_synthetic,dataset5864,87.0,1,0.0
shipped_synthetic,dataset7901,24.0,2,0.025349002859807006
shipped_synthetic,dataset4009,99.0,4,0.04832281917421016
shipped_synthetic,dataset7065,448.0,2,0.6675084076146178
shipped_synthetic,dataset9931,56.0,4,0.025490879799228733
shipped_synthetic,dataset12862,646.0,3,0.32460309718405905
shipped_synthetic,dataset11515,36.0,1,0.0
shipped_synthetic,dataset9448,75.0,2,0.12363133926827877
shipped_synthetic,dataset6252,596.0,4,0.08226703957564722
shipped_synthetic,dataset13605,15.0,1,0.0
shipped_synthetic,dataset2510,13.0,4,2.0952152902251605e-06
shipped_synthetic,dataset3211,145.0,2,0.0027657101376303552
shipped_synthetic,dataset4152,407.0,4,0.09018665283517008
shipped_synthetic,dataset10461,40.0,4,0.037615663862851534
shipped_synthetic,dataset10672,37.0,2,0.0063821484234611245
shipped_synthetic,dataset11441,638.0,3,0.37946352126886157
shipped_synthetic,dataset10561,19.0,1,0.0
shipped_synthetic,dataset9196,48.0,5,0.004047496711956424
shipped_synthetic,dataset6234,431.0,5,0.024744918294143176
shipped_synthetic,dataset1417,40.0,1,0.0
shipped_synthetic,dataset9962,73.0,2,0.08069238713353862
shipped_synthetic,dataset12593,67.0,2,0.015409734546675375
shipped_synthetic,dataset1533,185.0,3,0.010537817255217885
shipped_synthetic,dataset7339,23.0,4,0.0005432224345593664
shipped_synthetic,dataset7987,192.0,4,0.06127458887508657
shipped_synthetic,dataset2041,400.0,3,0.05746876583777281
shipped_synthetic,dataset6128,32.0,1,0.0
shipped_synthetic,dataset13664,20.0,2,9.487824816342557e-07
shipped_synthetic,dataset6832,7.0,2,3.91521254749507e-13
shipped_synthetic,dataset5324,247.0,5,0.009644931820061438
shipped_synthetic,dataset11746,89.0,5,0.03151422063606686
