arm,dataset,n,k_fitted,overlap_fitted
legacy_true,gen405,,1,0.0
legacy_true,gen406,,1,0.0
legacy_true,gen407,,4,0.19439946260599103
legacy_true,gen408,,2,0.05539853806396294
legacy_true,gen409,,3,0.007022820836974958
legacy_true,gen410,,2,3.0886071969197527e-14
legacy_true,gen411,,3,0.27850846526131523
legacy_true,gen412,,2,0.0019099874901934188
legacy_true,gen413,,2,8.760641335483493e-06
legacy_true,gen414,,2,2.4576967394235897e-06
legacy_true,gen415,,3,0.018504285094167572
legacy_true,gen416,,3,0.12425539141826812
legacy_true,gen417,,2,6.585529793685256e-06
legacy_true,gen418,,3,0.21142680672898048
legacy_true,gen419,,3,0.08352228028339294
legacy_true,gen420,,2,0.02460515735859576
legacy_true,gen421,,5,0.023924062784725884
legacy_true,gen422,,5,0.12211236277048199
legacy_true,gen423,,1,0.0
legacy_true,gen424,,3,0.004750737257084928
legacy_true,gen425,,2,0.01205171200500331
legacy_true,gen426,,3,0.1174029849850723
legacy_true,gen427,,5,0.034556675178735695
legacy_true,gen428,,1,0.0
legacy_true,gen429,,5,0.14042082991930258
legacy_true,gen430,,4,0.04604745889000736
legacy_true,gen431,,4,0.2566715134636904
legacy_true,gen432,,5,0.2395480073992872
legacy_true,gen433,,3,0.3528002849624705
legacy_true,gen434,,4,0.07900035173266491
legacy_true,gen435,,4,0.017750331893213445
legacy_true,gen436,,5,0.0719744764092874
legacy_true,gen437,,2,1.6888476166831407e-09
legacy_true,gen438,,2,0.026216460013479007
legacy_true,gen439,,4,0.05303696622542667
legacy_true,gen440,,3,0.06972121523654132
legacy_true,gen441,,5,0.09190410145174954
legacy_true,gen442,,1,0.0
legacy_true,gen443,,2,0.0004365181758551513
legacy_true,gen444,,1,0.0
legacy_true,gen445,,1,0.0
legacy_true,gen446,,2,0.2923904033730645
legacy_true,gen447,,3,0.004158977375477105
legacy_true,gen448,,3,0.05878701835869223
legacy_true,gen449,,2,8.390590354047928e-05
legacy_true,gen450,,5,0.1424709545740422
legacy_true,gen451,,3,0.03421034595854657
legacy_true,gen452,,4,0.12254703386476896
legacy_true,gen453,,2,0.011744501757373103
legacy_true,gen454,,2,0.01448631781425172
legacy_true,gen455,,2,2.7383381480084143e-13
legacy_true,gen456,,4,0.08567028650335028
legacy_true,gen457,,4,0.20201622911653896
legacy_true,gen458,,3,0.11585442743600827
legacy_true,gen459,,1,0.0
legacy_true,gen460,,5,0.17248001258854323
legacy_true,gen461,,1,0.0
legacy_true,gen462,,3,0.3335682898063734
legacy_true,gen463,,4,0.14147250872190367
legacy_true,gen464,,1,0.0
legacy_true,gen465,,2,0.3239493543984777
legacy_true,gen466,,5,0.13555751725897588
legacy_true,gen467,,4,0.27272762446961385
legacy_true,gen468,,3,0.02157121319746258
legacy_true,gen469,,3,5.59644916989532e-06
legacy_true,gen470,,2,0.1581924934980103
legacy_true,gen471,,1,0.0
legacy_true,gen472,,3,0.09827608436779352
legacy_true,gen473,,2,0.38177345894286874
legacy_true,gen474,,5,0.07547157831480582
legacy_true,gen475,,1,0.0
legacy_true,gen476,,4,0.269252870299498
legacy_true,gen477,,4,0.05144973425496573
legacy_true,gen478,,1,0.0
legacy_true,gen479,,1,0.0
legacy_true,gen480,,5,0.1412880494862474
legacy_true,gen481,,5,0.117128153708377
legacy_true,gen482,,5,0.09167657831039701
legacy_true,gen483,,3,0.000891710274544577
legacy_true,gen484,,3,0.10797077694141223
legacy_true,gen485,,5,0.19063402657622594
legacy_true,gen486,,3,0.18800119664511108
legacy_true,gen487,,1,0.0
legacy_true,gen488,,2,0.32469376575784387
legacy_true,gen489,,2,0.08451496927838731
legacy_true,gen490,,5,0.12669145706826773
legacy_true,gen491,,4,0.349126811278852
legacy_true,gen492,,5,0.06761826005680345
legacy_true,gen493,,4,0.19556218143373635
legacy_true,gen494,,1,0.0
legacy_true,gen495,,1,0.0
legacy_true,gen496,,2,0.00038297237014535526
legacy_true,gen497,,3,0.14696884416734432
legacy_true,gen498,,5,0.16313081997764084
legacy_true,gen499,,3,0.05210463559840172
legacy_true,gen500,,1,0.0
legacy_true,gen501,,3,0.10614540930418663
legacy_true,gen502,,2,5.760934450134974e-29
legacy_true,gen503,,2,9.177192161163733e-12
legacy_true,gen504,,2,0.21747622694106566
legacy_true,gen505,,4,0.03733566804188423
legacy_true,gen506,,5,0.08832498173250648
legacy_true,gen507,,5,0.01971661252576198
legacy_true,gen508,,3,0.3420347045830278
legacy_true,gen509,,1,0.0
legacy_true,gen510,,4,0.11116394160493732
legacy_true,gen511,,4,0.14271170686161908
legacy_true,gen512,,1,0.0
legacy_true,gen513,,4,0.20663562548096878
legacy_true,gen514,,1,0.0
legacy_true,gen515,,5,0.23290384237825706
legacy_true,gen516,,5,0.04658828176413509
legacy_true,gen517,,4,0.1415963308498261
legacy_true,gen518,,3,0.2672572981830183
legacy_true,gen519,,3,0.022936666137011372
legacy_true,gen520,,1,0.0
legacy_true,gen521,,1,0.0
legacy_true,gen522,,4,0.06041951748942026
legacy_true,gen523,,2,0.005777540749079928
legacy_true,gen524,,3,0.0051811561448302035
legacy_true,gen525,,1,0.0
legacy_true,gen526,,4,0.20359764333825012
legacy_true,gen527,,3,0.1560051623614642
legacy_true,gen528,,4,0.081432095127095
legacy_true,gen529,,2,2.252561662908954e-19
legacy_true,gen530,,5,0.07757880440598715
legacy_true,gen531,,4,0.16393532554934612
legacy_true,gen532,,1,0.0
legacy_true,gen533,,2,0.015065548137175975
legacy_true,gen534,,1,0.0
legacy_true,gen535,,1,0.0
legacy_true,gen536,,1,0.0
legacy_true,gen537,,3,0.07325330559443223
legacy_true,gen538,,1,0.0
legacy_true,gen539,,3,0.03806813109120378
legacy_true,gen540,,4,0.07141050663026192
legacy_true,gen541,,5,0.04077332095483973
legacy_true,gen542,,3,0.07321859018545204
legacy_true,gen543,,2,0.0022319661041010214
legacy_true,gen544,,2,0.12765847911537997
legacy_true,gen545,,1,0.0
legacy_true,gen546,,4,0.07656716082087164
legacy_true,gen547,,5,0.08287219779103297
legacy_true,gen548,,1,0.0
legacy_true,gen549,,3,0.008862666820937287
legacy_true,gen550,,2,0.0004578166712657002
legacy_true,gen551,,1,0.0
legacy_true,gen552,,1,0.0
legacy_true,gen553,,5,0.18208411344110093
legacy_true,gen554,,3,0.38445048080111227
legacy_true,gen555,,5,0.18123927576451132
legacy_true,gen556,,2,0.3861315796342176
legacy_true,gen557,,4,0.1241251462744657
legacy_true,gen558,,5,0.2453594309015196
legacy_true,gen559,,3,0.35956125527000404
legacy_true,gen560,,2,0.12884783686895276
legacy_true,gen561,,1,0.0
legacy_true,gen562,,2,0.6400671540614253
legacy_true,gen563,,1,0.0
legacy_true,gen564,,3,0.12601791282282943
legacy_true,gen565,,5,0.09378112410168907
legacy_true,gen566,,1,0.0
legacy_true,gen567,,1,0.0
legacy_true,gen568,,4,0.2285394644327363
legacy_true,gen569,,1,0.0
legacy_true,gen570,,2,0.019779358556140773
legacy_true,gen571,,1,0.0
legacy_true,gen572,,3,0.0012592581402259427
legacy_true,gen573,,1,0.0
legacy_true,gen574,,2,0.6231094412965419
legacy_true,gen575,,3,0.17878122710677388
legacy_true,gen576,,5,0.1253481230543488
legacy_true,gen577,,4,0.13376962803750736
legacy_true,gen578,,3,0.2546458813912044
legacy_true,gen579,,4,0.23319371133997543
legacy_true,gen580,,1,0.0
legacy_true,gen581,,1,0.0
legacy_true,gen582,,5,0.05586428947117501
legacy_true,gen583,,5,0.06644488231498069
legacy_true,gen584,,4,0.12271282264976192
legacy_true,gen585,,1,0.0
legacy_true,gen586,,5,0.11527603206455554
legacy_true,gen587,,5,0.13229633460264784
legacy_true,gen588,,5,0.13221069913349978
legacy_true,gen589,,5,0.3232603607527739
legacy_true,gen590,,4,0.038427859046737
legacy_true,gen591,,3,0.20608379870285107
legacy_true,gen592,,1,0.0
legacy_true,gen593,,1,0.0
legacy_true,gen594,,1,0.0
legacy_true,gen595,,3,0.43405095167329905
legacy_true,gen596,,3,0.43574855700973886
legacy_true,gen597,,2,0.01403954583765212
legacy_true,gen598,,2,9.18485167635849e-11
legacy_true,gen599,,1,0.0
