config,n,objective,mean_w1,coeffvar_w1,pct_above_2,pct_above_3,max_cv,visible_tv,worst,worst_w1
current,440,0.21539908757549409,0.24414971703953356,0.2963833322771355,0.0,0.0,1.6451788232404079,0.006711409395973195,fit_lognorm_SW,0.4897467313794366
centre +0.2,440,0.21547770819488632,0.2465897651648282,0.26473010754604354,0.0,0.0,1.6753856958039675,0.007764179497302312,fit_lognorm_SW,0.4985573642297099
spread x1.4,440,0.22713258938866498,0.254798546666319,0.3268284874672816,0.0,0.0,1.481190304790023,0.006711409395973205,fit_lognorm_SW,0.45408064405283766
"centre +0.2, spread x1.4",440,0.22821547165785963,0.2554679882818385,0.315942085098435,0.0,0.0,1.6451788232404079,0.021006053428082618,fit_lognorm_SW,0.5089306106667825
"centre +0.4, spread x1.8, hi 60",440,0.22329418855484562,0.25043756370495146,0.2997475479475049,0.0,0.0,1.6451788232404079,0.006711409395973205,fit_lognorm_SW,0.4840943192688153
min_q1_over_iqr 0.1,440,0.22796181616236713,0.2563249387052762,0.2381570870512095,0.0,0.0,1.9692123257681784,0.03080997499671005,w_v_uw_wasserstein,0.5003331183623259
min_q1_over_iqr 0.05,440,0.21770237856254862,0.2447604223761243,0.20147983768887814,0.22727272727272727,0.0,2.0429560695687483,0.0053131991051454525,w_v_uw_wasserstein,0.5660356670332692
min_q1_over_iqr 0.01,440,0.2231450908492193,0.24996748972705105,0.22504215538960962,0.22727272727272727,0.0,2.1549085964765355,0.013653112251612051,w_v_uw_wasserstein,0.4823071595392898
min_q1_over_iqr 0.01 + centre +0.2,440,0.23087176552731778,0.2622267345032906,0.18213515961097496,0.22727272727272727,0.0,2.1549085964765355,0.006711409395973202,w_v_uw_wasserstein,0.6506881024650746
