config,seed,objective,mean_w1,mode_tv,unimodal
"[1e-2.0, 0.9]",42,0.45407264340894427,0.48823588861108275,0.1124401913875598,0.5933014354066986
"[1e-2.0, 0.9]",101,0.4497977123146579,0.4803005979013548,0.14476885644768853,0.6228710462287105
"[1e-2.0, 0.9]",202,0.466895935161042,0.5005783687726116,0.13007159904534601,0.6109785202863962
"[1e-2.5, 0.9]",42,0.4594719232013853,0.4989492309169643,0.06469884604559527,0.5358851674641149
"[1e-2.5, 0.9]",101,0.45898724520102213,0.4940587191128518,0.10827250608272503,0.5863746958637469
"[1e-2.5, 0.9]",202,0.46858484702794245,0.5033908257641496,0.12052505966587111,0.6014319809069213
"[1e-3.0, 0.5]",42,0.4707463193514997,0.5144876179533163,0.0333333333333333,0.5071428571428571
"[1e-3.0, 0.5]",101,0.4693543872229277,0.5132019484584593,0.030878774867611286,0.48905109489051096
"[1e-3.0, 0.5]",202,0.47926533957286066,0.5216904560957031,0.05501417434443656,0.5156626506024097
