material,coeffvar,coeffvar_uw,crit_bw_1,crit_bw_1_uw,entropy,entropy_uw,fit_lognorm_SW,fit_lognorm_SW_uw,fit_norm_SW,fit_norm_SW_uw,kurtosis,kurtosis_uw,mean,mean_uw,modality_index,modality_index_uw,n,skewness,skewness_uw,w_v_uw_wasserstein,weight_outliers,weight_outliers_uw
CompositeLumber,0.40882148237775345,0.3678841034537924,0.911145852076439,0.6820140098850773,2.088804154854931,2.479955520544521,0.8188940766509595,0.9633020898839904,0.7116961604988679,0.876295164943586,2.154720695059464,3.410991489920292,1.0603935007826344,1.0000000000000002,1.026567329035413,1.012742172720376,16.0,1.6801906105635172,1.5115197058758267,0.09479500907162315,0.308984990544649,0.0625
CompositionSiding,1.424168948634341,0.6078631232519967,0.6141256558280176,0.8068126878113747,0.30407875993023764,1.098612288668115,0.9769432833272665,0.75870676392347,0.9788066134637201,0.7721721138764062,,,0.24069324760318303,1.0,1.006205268987326,1.0,3.0,7.678332668666286,-1.7267828790688615,0.7593067523968171,0.0,0.0
Concrete,0.28661029289093115,0.2873648707730307,1.1683123235640216,1.2430720088077456,4.043307382610029,4.165239182305589,0.9810665518635046,0.9670939283631271,0.8944361349052518,0.8713344493919294,6.612631364486596,10.906388827282115,1.0287542670071577,0.9999999999999998,1.0168363596448748,1.0116889649724787,211.0,1.6727034202230586,2.0641251043457047,0.03335098159267313,0.05583826428548727,0.03317535545023697
ConcreteAdmixtures,3.1588091265888076,3.5991450067932558,2.508760721878531,2.589644948468323,2.2946808153880394,2.3818302992913867,0.9682856548767371,0.971485193523098,0.18631838127755126,0.16863441876076268,159.3972376210969,110.02807539961306,0.9332166509259446,0.9999999999999998,1.006204034791549,1.0093145320902328,118.0,12.13810148837171,10.32134715862402,0.20393901886657004,0.057689914725456676,0.06779661016949153
ConcretePaving,0.2658353709951707,0.2590811134089748,0.9523811407159528,0.7717966525107619,4.317084050621589,4.46653495715909,0.9793157304382473,0.9896924535327712,0.9301266061668046,0.9561731696924082,2.48994441318266,1.8837290562622382,1.011379650279687,1.0,1.0282693010026263,1.0168221454227606,381.0,1.010083438249573,0.83331597856094,0.013562032718546207,0.006525773942843939,0.007874015748031496
Countertops,1.216476400849877,1.1385189897404138,1.1124614499497383,1.0768861981133058,3.246393255123437,3.55108920358594,0.9340745256345687,0.9355534595019865,0.6782954790546037,0.7367704200508431,11.250729919322941,9.62651691654041,0.9363270160487314,1.0,1.043862957933926,1.0477190774785543,76.0,2.930184745804901,2.6029671660252647,0.09490930993032073,0.04608521690315799,0.02631578947368421
CurtainWalls,0.7272547134755586,0.7501707259948927,0.9181250955449788,0.7780267128326747,3.420220146234665,3.6261771738633204,0.960512588455274,0.9573153188717286,0.7539142622723733,0.7554764800270884,4.632480761630923,5.877188349482607,1.1502276599162498,0.9999999999999999,1.0513258447415175,1.020328607656752,54.0,2.081951843516014,2.2419661077155313,0.15028564287265686,0.0715001769767166,0.05555555555555555
DampproofingAndWaterproofing,2.3523214960758296,2.5452261143091612,1.3506105156613004,1.0825415039155604,2.8945375969085934,2.892532700030771,0.9225832737608985,0.9285698432291277,0.3469873500748191,0.3197038470529262,18.67101993609292,24.619516754499724,1.2233928616286442,1.0,1.0280323292753792,1.0234389533311279,162.0,4.374482122513566,4.915243722103843,0.22339286162864458,0.17563340670727312,0.08024691358024691
DataCabling,2.0416109166382745,1.9394387649789442,0.9728787665821335,1.2758229191266015,2.6772357641051525,2.870831288321216,0.9609945615399837,0.96973491073144,0.5332827111804822,0.5564444850936794,12.364277442683514,16.832177818037582,0.9315626983413973,0.9999999999999999,1.0088503714234829,1.0094982191473338,951.0,3.252395682114972,3.489251283955535,0.0924699040767377,0.170920396428568,0.1345951629863302
DeckingBoards,0.6503217073605618,0.5364756886582952,0.9182843731314028,0.6995857384201579,1.4373657333736962,1.7478680974667657,0.8938163843921989,0.9618989801768074,0.7633311341916332,0.8422786876312083,1.2960378713992073,2.8468612086015064,0.9715984101993712,1.0000000000000002,1.0,1.0,7.0,1.593385802915464,1.6310020755495391,0.14060722043843724,0.206801534735274,0.14285714285714285
DeckingSteel,0.26222058980856333,0.2640031871529474,0.479200336822542,0.48605582837474426,3.4758441414129155,3.828020274749561,0.8855479479794458,0.8849505243937633,0.964921080121671,0.9703162055578234,-0.15075588487830627,0.31561887101741587,0.9939811251453572,0.9999999999999996,1.0,1.0059503042747369,62.0,-0.5003581653525625,-0.3913008871117882,0.026581344385016168,0.0,0.016129032258064516
DemountablePartitionTrack,0.4202887652447521,0.6778381884531309,0.5137263239588887,0.7337548830805186,1.1707290197390126,1.3862943611198986,0.9150917225922546,0.948047754472847,0.9692336065176043,0.941591994063652,1.1360539902139883,-2.8600607329124497,1.3619935794452915,0.9999999999999998,1.0,1.0,4.0,-0.9864138697465548,0.35554284796408253,0.3619935794452918,0.0,0.0
DemountablePartitions,0.6622425716358643,0.5335675939681239,0.5643541326803639,0.5101552945732192,3.253890474448622,3.6410020464511286,0.8761858656420143,0.8632710164081342,0.9273562625183701,0.9642406132147385,0.5044226947569743,0.3855396793200432,0.8290259680351978,0.9999999999999998,1.0,1.001153610713452,45.0,0.5622042367726503,0.3490599321787082,0.17097603826201216,0.019361902564361433,0.022222222222222223
DoorsAndFrames,1.0052150424560813,1.1373660704163184,0.8905606160640629,0.8858713912618823,3.3424128552877295,3.715951695602794,0.9534414740160675,0.9733193275962856,0.6098400832444022,0.6428300351769272,19.99590660913161,8.050350452960188,0.7766609605528562,1.0000000000000002,1.018745763581486,1.025420395412684,61.0,3.893173799083577,2.7900243054879645,0.23842553228313482,0.08932928251522247,0.0819672131147541
Electrical,0.008071961891657587,0.01106448701134831,0.602274861751082,0.6935139086036973,0.6798966717013235,1.0986122886681098,0.9909303926904807,0.9820108264654308,0.990769888073868,0.9810450295997544,,,1.0081239778078017,1.0,1.0,1.0,3.0,-1.2392583256529812,0.6973106571137119,0.008123977807801656,0.0,0.0
Elevators,6.072684119914705,3.1588945206506143,0.9323944056406775,1.035375825628718,0.13171201850220424,0.3676494774001865,0.9665774852110712,0.9256606509173072,0.15099243332755782,0.33571370782456866,42.715740675991015,8.125955933890543,0.29405279668817247,1.0000000000000002,1.026437942014046,1.0927767227672434,22.0,6.388264071800828,3.062997573071773,0.7059472033118264,0.21250859922591903,0.13636363636363635
FenestrationAccessories,0.7719050424586117,1.4039803981250885,0.8592810269469546,1.0406332652549424,2.1327055422440053,2.507026435557442,0.7192342688936785,0.8542875930837134,0.7331892248827976,0.6356484294516034,29.123050700685923,10.71286560883452,0.9991230365960905,1.0,1.0174160980991376,1.0709217414293657,17.0,3.7649257971653234,3.013950285037438,0.4250765048630567,0.012082783271821976,0.058823529411764705
FenestrationFraming,1.1822812649331045,1.1033765858469646,2.311119439174644,2.257690427706737,3.5863608651909598,3.6959029614562207,0.9630449079790757,0.9633450856730293,0.5967254590226906,0.6304307068796957,43.44886818151853,48.203587665464426,1.044005318830433,1.0,1.009221347288966,1.0071266772545966,259.0,5.249391003905304,5.291879387314282,0.0638227810610031,0.06865062193933098,0.04633204633204633
FiberCementSiding,0.5508930155065136,0.4824760756983657,0.9532829353311992,0.8665736958670945,3.0725412241879697,3.253646282882885,0.9056788666936386,0.9279110452090704,0.7349169655995528,0.7576271999845836,3.4085805618100484,5.787752721866425,1.0302920860522744,1.0000000000000002,1.073122690452489,1.0637760190840273,29.0,1.962161156842039,2.2292580860435383,0.06347347571291674,0.10696834859564348,0.06896551724137931
Finishes,0.7927129973583554,0.7360185261738167,1.066658749765768,0.9513482123997418,2.327711235603079,2.540036303820993,0.8729306889788543,0.9337860085216663,0.6221000826153604,0.6739200325330237,4.836218126619244,8.639645158409058,1.1020235678568964,1.0000000000000002,1.0717598617741986,1.0650255693993074,14.0,2.3382323292425036,2.758646177526081,0.1267876859442862,0.12631454928214508,0.07142857142857142
